"P1";"P2";"Vainqueur"
"Mélodelfe";"Grodoudou";"Grodoudou"
"Papilusion (Femelle)";"Kabutops";"Papilusion (Femelle)"
"Rafflesia (Femelle)";"Crustabri";"Crustabri"
"Rafflesia (Femelle)";"Arcanin";"Arcanin"
"Papilusion (Femelle)";"Nidoqueen";"Nidoqueen"
"Arcanin";"Canarticho";"Arcanin"
"Feunard";"Kangourex";"Feunard"
"Tortank";"Ectoplasma";"Ectoplasma"
"Dardargnan";"Electhor";"Dardargnan"
"Rapasdepic";"Feunard";"Feunard"
"Florizarre (Femelle)";"Kangourex";"Kangourex"
"Arcanin";"Kicklee";"Arcanin"
"Ectoplasma";"Ossatueur";"Ossatueur"
"Kangourex";"Voltali";"Kangourex"
"Mélodelfe";"Dracolosse";"Dracolosse"
"Grotadmorv";"Poissoroy (Mâle)";"Poissoroy (Mâle)"
"Grotadmorv";"Pyroli";"Pyroli"
"Noadkoko";"Lippoutou";"Noadkoko"
"Lamantine";"Artikodin";"Lamantine"
"Rafflesia (Femelle)";"Aquali";"Aquali"
"Roucarnage";"Tentacruel";"Roucarnage"
"Tortank";"Parasect";"Tortank"
"Galopa";"Kangourex";"Kangourex"
"Tortank";"Rafflesia (Femelle)";"Tortank"
"Kicklee";"Métamorph";"Kicklee"
"Persian";"Artikodin";"Artikodin"
"Feunard";"Poissoroy (Mâle)";"Feunard"
"Tentacruel";"Kabutops";"Kabutops"
"Feunard";"Akwakwak";"Feunard"
"Staross";"Léviator (Mâle)";"Staross"
"Dracaufeu";"Amonistar";"Dracaufeu"
"Arcanin";"Tauros";"Tauros"
"Dardargnan";"Grotadmorv";"Dardargnan"
"Alakazam (Mâle)";"Scarabrute";"Alakazam (Mâle)"
"Persian";"Lokhlass";"Lokhlass"
"Staross";"Aquali";"Aquali"
"Akwakwak";"Ectoplasma";"Ectoplasma"
"Colossinge";"Mackogneur";"Mackogneur"
"Noadkoko";"Aquali";"Aquali"
"Canarticho";"Amonistar";"Canarticho"
"Nidoking";"M. Mime";"Nidoking"
"Florizarre (Femelle)";"Crustabri";"Crustabri"
"Colossinge";"Mew";"Mew"
"Rattatac (Mâle)";"Nidoqueen";"Nidoqueen"
"Ectoplasma";"Métamorph";"Ectoplasma"
"Colossinge";"Electrode";"Electrode"
"Nidoking";"Scarabrute";"Nidoking"
"Mackogneur";"Mewtwo";"Mackogneur"
"Dracaufeu";"Krabboss";"Dracaufeu"
"Alakazam (Mâle)";"Mewtwo";"Mewtwo"
"Raichu (Mâle)";"Nidoqueen";"Nidoqueen"
"Triopikeur";"Métamorph";"Métamorph"
"Arbok";"Noadkoko";"Arbok"
"Nidoking";"Tygnon";"Nidoking"
"Alakazam (Mâle)";"Artikodin";"Artikodin"
"Roucarnage";"Rattatac (Mâle)";"Rattatac (Mâle)"
"Amonistar";"Ronflex";"Ronflex"
"Sablaireau";"Staross";"Staross"
"Grotadmorv";"Electrode";"Electrode"
"Papilusion (Femelle)";"Arcanin";"Papilusion (Femelle)"
"Dracaufeu";"Galopa";"Galopa"
"Dodrio (Mâle)";"M. Mime";"Dodrio (Mâle)"
"Scarabrute";"Tauros";"Tauros"
"Colossinge";"Ossatueur";"Ossatueur"
"Akwakwak";"Pyroli";"Pyroli"
"Léviator (Mâle)";"Sulfura";"Léviator (Mâle)"
"Rattatac (Mâle)";"Rapasdepic";"Rattatac (Mâle)"
"Arcanin";"Mackogneur";"Mackogneur"
"Florizarre (Femelle)";"Tartard";"Tartard"
"Tortank";"Crustabri";"Crustabri"
"Feunard";"Galopa";"Feunard"
"Ronflex";"Mew";"Mew"
"Tortank";"Colossinge";"Colossinge"
"Colossinge";"Voltali";"Voltali"
"Aéromite";"Léviator (Mâle)";"Aéromite"
"Electrode";"Poissoroy (Mâle)";"Electrode"
"Scarabrute";"Kabutops";"Kabutops"
"Krabboss";"Tygnon";"Tygnon"
"Feunard";"Canarticho";"Feunard"
"Aéromite";"Grolem";"Aéromite"
"Scarabrute";"Amonistar";"Scarabrute"
"Noadkoko";"Smogogo";"Smogogo"
"Persian";"Mewtwo";"Mewtwo"
"Arbok";"Raichu (Mâle)";"Arbok"
"Alakazam (Mâle)";"Grotadmorv";"Alakazam (Mâle)"
"Dodrio (Mâle)";"Ronflex";"Dodrio (Mâle)"
"Lamantine";"Ronflex";"Lamantine"
"Rafflesia (Femelle)";"Dodrio (Mâle)";"Dodrio (Mâle)"
"Feunard";"Lokhlass";"Feunard"
"Grotadmorv";"Tauros";"Tauros"
"Mélodelfe";"Mewtwo";"Mewtwo"
"Rapasdepic";"Mackogneur";"Mackogneur"
"Akwakwak";"Krabboss";"Krabboss"
"Aéromite";"Poissoroy (Mâle)";"Aéromite"
"Dracaufeu";"Feunard";"Feunard"
"Rattatac (Mâle)";"Sablaireau";"Rattatac (Mâle)"
"Lokhlass";"Ronflex";"Lokhlass"
"Sablaireau";"Métamorph";"Sablaireau"
"Persian";"Grolem";"Grolem"
"Florizarre (Femelle)";"Ectoplasma";"Florizarre (Femelle)"
"Dodrio (Mâle)";"Mewtwo";"Mewtwo"
"Dodrio (Mâle)";"Mew";"Dodrio (Mâle)"
"Papilusion (Femelle)";"Rafflesia (Femelle)";"Papilusion (Femelle)"
"Papilusion (Femelle)";"Pyroli";"Pyroli"
"Florizarre (Femelle)";"Raichu (Mâle)";"Florizarre (Femelle)"
"Feunard";"Krabboss";"Feunard"
"Florizarre (Femelle)";"Grolem";"Grolem"
"Akwakwak";"Canarticho";"Canarticho"
"Papilusion (Femelle)";"Nidoking";"Papilusion (Femelle)"
"Papilusion (Femelle)";"Parasect";"Papilusion (Femelle)"
"Arcanin";"Ptéra";"Arcanin"
"Nidoking";"Kangourex";"Kangourex"
"Lippoutou";"Voltali";"Voltali"
"Tortank";"Aquali";"Aquali"
"Roucarnage";"Empiflor";"Empiflor"
"Tartard";"Staross";"Staross"
"Raichu (Mâle)";"Feunard";"Feunard"
"Lokhlass";"Kabutops";"Lokhlass"
"Tortank";"Noadkoko";"Tortank"
"Grolem";"Ectoplasma";"Grolem"
"Dracaufeu";"Electrode";"Dracaufeu"
"Grotadmorv";"Staross";"Staross"
"Raichu (Mâle)";"Crustabri";"Crustabri"
"Amonistar";"Dracolosse";"Amonistar"
"Arcanin";"Electhor";"Arcanin"
"Electrode";"Léviator (Mâle)";"Electrode"
"Grotadmorv";"Aquali";"Aquali"
"Staross";"Lokhlass";"Lokhlass"
"Grodoudou";"Mewtwo";"Mewtwo"
"Triopikeur";"Ectoplasma";"Triopikeur"
"Roucarnage";"Nidoqueen";"Nidoqueen"
"Nidoqueen";"Mélodelfe";"Nidoqueen"
"Raichu (Mâle)";"Amonistar";"Raichu (Mâle)"
"Nidoking";"Staross";"Staross"
"Tortank";"Tartard";"Tartard"
"Alakazam (Mâle)";"Staross";"Staross"
"Parasect";"M. Mime";"Parasect"
"Nidoking";"Dracolosse";"Nidoking"
"Empiflor";"Electrode";"Empiflor"
"Rafflesia (Femelle)";"Sulfura";"Sulfura"
"Rafflesia (Femelle)";"Electhor";"Electhor"
"Parasect";"Lamantine";"Lamantine"
"Sablaireau";"Ronflex";"Sablaireau"
"Rapasdepic";"Nidoking";"Nidoking"
"Rafflesia (Femelle)";"Smogogo";"Smogogo"
"Scarabrute";"Aquali";"Aquali"
"Rafflesia (Femelle)";"Léviator (Mâle)";"Léviator (Mâle)"
"Noadkoko";"Tauros";"Tauros"
"Canarticho";"Tygnon";"Canarticho"
"Noadkoko";"Sulfura";"Sulfura"
"Florizarre (Femelle)";"Tauros";"Tauros"
"Akwakwak";"Kabutops";"Kabutops"
"Akwakwak";"Staross";"Staross"
"Dracaufeu";"Voltali";"Voltali"
"Persian";"Empiflor";"Empiflor"
"Rapasdepic";"Aéromite";"Aéromite"
"M. Mime";"Pyroli";"Pyroli"
"Colossinge";"Hypnomade (Femelle)";"Colossinge"
"Galopa";"Staross";"Staross"
"Arbok";"Mackogneur";"Arbok"
"Noadkoko";"Mewtwo";"Mewtwo"
"Noadkoko";"Poissoroy (Mâle)";"Poissoroy (Mâle)"
"Dracaufeu";"Arcanin";"Dracaufeu"
"Arbok";"Alakazam (Mâle)";"Arbok"
"Nidoqueen";"Sulfura";"Nidoqueen"
"Dardargnan";"Arbok";"Arbok"
"Electrode";"Sulfura";"Electrode"
"Grolem";"Lamantine";"Grolem"
"Ectoplasma";"Mewtwo";"Mewtwo"
"Mélodelfe";"Grolem";"Grolem"
"Mélodelfe";"Tauros";"Tauros"
"Rafflesia (Femelle)";"Dracolosse";"Dracolosse"
"Florizarre (Femelle)";"Dodrio (Mâle)";"Florizarre (Femelle)"
"Canarticho";"Léviator (Mâle)";"Léviator (Mâle)"
"Nidoking";"Grodoudou";"Nidoking"
"Grotadmorv";"Léviator (Mâle)";"Léviator (Mâle)"
"Dracaufeu";"Nidoking";"Nidoking"
"Raichu (Mâle)";"Nidoking";"Nidoking"
"Parasect";"Arcanin";"Arcanin"
"Dodrio (Mâle)";"Lokhlass";"Lokhlass"
"Tauros";"Dracolosse";"Tauros"
"Papilusion (Femelle)";"Raichu (Mâle)";"Papilusion (Femelle)"
"Scarabrute";"Electhor";"Electhor"
"Rattatac (Mâle)";"Smogogo";"Rattatac (Mâle)"
"Dracaufeu";"Dracolosse";"Dracaufeu"
"Grodoudou";"Empiflor";"Empiflor"
"Grodoudou";"Kicklee";"Kicklee"
"Scarabrute";"Ptéra";"Ptéra"
"Hypnomade (Femelle)";"Kicklee";"Kicklee"
"Parasect";"Kicklee";"Parasect"
"Lamantine";"Scarabrute";"Lamantine"
"Feunard";"Tauros";"Feunard"
"Triopikeur";"Sulfura";"Sulfura"
"Papilusion (Femelle)";"Noadkoko";"Papilusion (Femelle)"
"Papilusion (Femelle)";"Roucarnage";"Papilusion (Femelle)"
"Rapasdepic";"Grolem";"Grolem"
"Dardargnan";"Colossinge";"Dardargnan"
"Galopa";"Canarticho";"Canarticho"
"Rattatac (Mâle)";"Canarticho";"Rattatac (Mâle)"
"Tygnon";"Staross";"Staross"
"Colossinge";"Arcanin";"Colossinge"
"Galopa";"Amonistar";"Galopa"
"Canarticho";"Kabutops";"Canarticho"
"Tartard";"Lippoutou";"Tartard"
"Alakazam (Mâle)";"Kangourex";"Kangourex"
"Tentacruel";"Smogogo";"Tentacruel"
"Colossinge";"Lamantine";"Colossinge"
"Roucarnage";"Kabutops";"Roucarnage"
"Dardargnan";"Roucarnage";"Dardargnan"
"Léviator (Mâle)";"Pyroli";"Pyroli"
"Grolem";"Hypnomade (Femelle)";"Grolem"
"Canarticho";"Voltali";"Voltali"
"Empiflor";"Voltali";"Voltali"
"Lamantine";"Métamorph";"Lamantine"
"Mélodelfe";"Aquali";"Aquali"
"Crustabri";"Mew";"Crustabri"
"Rafflesia (Femelle)";"Lippoutou";"Lippoutou"
"Rapasdepic";"Pyroli";"Pyroli"
"Kangourex";"M. Mime";"Kangourex"
"Roucarnage";"Nidoking";"Nidoking"
"Rafflesia (Femelle)";"Lamantine";"Lamantine"
"Kicklee";"Tygnon";"Tygnon"
"Colossinge";"Dodrio (Mâle)";"Dodrio (Mâle)"
"Papilusion (Femelle)";"Arbok";"Arbok"
"Aquali";"Ronflex";"Aquali"
"Dardargnan";"Parasect";"Dardargnan"
"Rattatac (Mâle)";"Ectoplasma";"Rattatac (Mâle)"
"Tortank";"Métamorph";"Tortank"
"Aéromite";"Voltali";"Aéromite"
"Rafflesia (Femelle)";"Mackogneur";"Mackogneur"
"Raichu (Mâle)";"Poissoroy (Mâle)";"Raichu (Mâle)"
"Raichu (Mâle)";"Lokhlass";"Lokhlass"
"Nidoking";"Ectoplasma";"Nidoking"
"Smogogo";"Kabutops";"Kabutops"
"Mélodelfe";"Electhor";"Mélodelfe"
"Rattatac (Mâle)";"Grolem";"Rattatac (Mâle)"
"Tauros";"Artikodin";"Tauros"
"Colossinge";"Staross";"Staross"
"Alakazam (Mâle)";"Crustabri";"Crustabri"
"Tygnon";"Dracolosse";"Tygnon"
"Grolem";"Ronflex";"Grolem"
"Grodoudou";"Tentacruel";"Tentacruel"
"Scarabrute";"Voltali";"Voltali"
"Lokhlass";"Mew";"Lokhlass"
"Kangourex";"Lippoutou";"Kangourex"
"Canarticho";"Ptéra";"Canarticho"
"Noadkoko";"Pyroli";"Pyroli"
"Feunard";"Tartard";"Feunard"
"Akwakwak";"Poissoroy (Mâle)";"Poissoroy (Mâle)"
"Mackogneur";"Amonistar";"Mackogneur"
"Persian";"Tauros";"Tauros"
"Sablaireau";"Kicklee";"Sablaireau"
"Mélodelfe";"Parasect";"Parasect"
"Arcanin";"Dracolosse";"Dracolosse"
"Arbok";"Voltali";"Arbok"
"Alakazam (Mâle)";"Tentacruel";"Alakazam (Mâle)"
"Dardargnan";"Pyroli";"Pyroli"
"Hypnomade (Femelle)";"Léviator (Mâle)";"Léviator (Mâle)"
"Triopikeur";"M. Mime";"Triopikeur"
"Papilusion (Femelle)";"Grotadmorv";"Papilusion (Femelle)"
"Arcanin";"Lokhlass";"Lokhlass"
"Tortank";"Rattatac (Mâle)";"Rattatac (Mâle)"
"Ectoplasma";"Staross";"Staross"
"Rapasdepic";"Tauros";"Rapasdepic"
"Grodoudou";"Tauros";"Tauros"
"Mélodelfe";"Persian";"Persian"
"Arbok";"Kangourex";"Arbok"
"Arbok";"Crustabri";"Arbok"
"Mackogneur";"Krabboss";"Mackogneur"
"Papilusion (Femelle)";"Voltali";"Voltali"
"Tortank";"Ossatueur";"Ossatueur"
"Tygnon";"Mewtwo";"Mewtwo"
"Grotadmorv";"Noadkoko";"Grotadmorv"
"Rapasdepic";"Smogogo";"Rapasdepic"
"Akwakwak";"Empiflor";"Empiflor"
"Parasect";"Kabutops";"Kabutops"
"Grotadmorv";"Lippoutou";"Grotadmorv"
"M. Mime";"Lokhlass";"Lokhlass"
"Rattatac (Mâle)";"Scarabrute";"Rattatac (Mâle)"
"Crustabri";"Poissoroy (Mâle)";"Crustabri"
"Mackogneur";"Ectoplasma";"Mackogneur"
"Crustabri";"Tygnon";"Crustabri"
"Arbok";"Tentacruel";"Arbok"
"Alakazam (Mâle)";"M. Mime";"Alakazam (Mâle)"
"Arcanin";"Noadkoko";"Arcanin"
"Raichu (Mâle)";"Tygnon";"Tygnon"
"Pyroli";"Kabutops";"Pyroli"
"Tartard";"Ossatueur";"Ossatueur"
"Alakazam (Mâle)";"Poissoroy (Mâle)";"Alakazam (Mâle)"
"Nidoking";"Triopikeur";"Nidoking"
"Dodrio (Mâle)";"Staross";"Staross"
"Canarticho";"Mewtwo";"Canarticho"
"Alakazam (Mâle)";"Dracolosse";"Alakazam (Mâle)"
"Feunard";"Tentacruel";"Feunard"
"Krabboss";"Léviator (Mâle)";"Léviator (Mâle)"
"Nidoking";"Hypnomade (Femelle)";"Nidoking"
"Lokhlass";"Dracolosse";"Lokhlass"
"Kangourex";"Lokhlass";"Lokhlass"
"Arcanin";"Galopa";"Galopa"
"Noadkoko";"Tygnon";"Tygnon"
"Aéromite";"Lamantine";"Aéromite"
"Dardargnan";"Electrode";"Dardargnan"
"Grodoudou";"Voltali";"Voltali"
"Ptéra";"Sulfura";"Sulfura"
"Feunard";"Dracolosse";"Feunard"
"Rapasdepic";"Lippoutou";"Rapasdepic"
"Raichu (Mâle)";"Staross";"Staross"
"Nidoking";"Kabutops";"Nidoking"
"Feunard";"Kabutops";"Feunard"
"Dracaufeu";"Tygnon";"Dracaufeu"
"Rattatac (Mâle)";"Noadkoko";"Rattatac (Mâle)"
"Alakazam (Mâle)";"Hypnomade (Femelle)";"Alakazam (Mâle)"
"Tortank";"Mélodelfe";"Tortank"
"Crustabri";"Métamorph";"Crustabri"
"Rapasdepic";"Ectoplasma";"Rapasdepic"
"Tauros";"Léviator (Mâle)";"Tauros"
"Sablaireau";"Galopa";"Sablaireau"
"Dracaufeu";"Mew";"Dracaufeu"
"Canarticho";"Electrode";"Electrode"
"Dardargnan";"Léviator (Mâle)";"Dardargnan"
"Papilusion (Femelle)";"Lippoutou";"Papilusion (Femelle)"
"Arbok";"Smogogo";"Arbok"
"Dracaufeu";"Mélodelfe";"Dracaufeu"
"Tentacruel";"Tauros";"Tauros"
"Arbok";"Ronflex";"Arbok"
"Florizarre (Femelle)";"Mélodelfe";"Florizarre (Femelle)"
"Roucarnage";"Pyroli";"Pyroli"
"Tortank";"Papilusion (Femelle)";"Papilusion (Femelle)"
"Colossinge";"Mewtwo";"Mewtwo"
"Rattatac (Mâle)";"Lippoutou";"Rattatac (Mâle)"
"Aéromite";"Ectoplasma";"Aéromite"
"Persian";"Lamantine";"Lamantine"
"Nidoking";"Voltali";"Nidoking"
"Sablaireau";"Akwakwak";"Sablaireau"
"Arcanin";"Léviator (Mâle)";"Arcanin"
"Ossatueur";"Sulfura";"Sulfura"
"Empiflor";"Ptéra";"Empiflor"
"Tentacruel";"Ectoplasma";"Ectoplasma"
"Dardargnan";"Rapasdepic";"Dardargnan"
"Roucarnage";"Dodrio (Mâle)";"Roucarnage"
"Roucarnage";"Rapasdepic";"Roucarnage"
"Papilusion (Femelle)";"Rattatac (Mâle)";"Papilusion (Femelle)"
"Papilusion (Femelle)";"Métamorph";"Papilusion (Femelle)"
"Empiflor";"Noadkoko";"Empiflor"
"Kangourex";"Métamorph";"Kangourex"
"Florizarre (Femelle)";"Smogogo";"Florizarre (Femelle)"
"Papilusion (Femelle)";"Mackogneur";"Papilusion (Femelle)"
"Staross";"Dracolosse";"Staross"
"Alakazam (Mâle)";"Galopa";"Galopa"
"Dodrio (Mâle)";"Lamantine";"Dodrio (Mâle)"
"Lamantine";"Léviator (Mâle)";"Léviator (Mâle)"
"Rapasdepic";"Galopa";"Rapasdepic"
"Tygnon";"Lippoutou";"Tygnon"
"Tauros";"Métamorph";"Tauros"
"Nidoking";"Tauros";"Tauros"
"Aquali";"Amonistar";"Aquali"
"Smogogo";"Lippoutou";"Smogogo"
"Mélodelfe";"M. Mime";"Mélodelfe"
"Akwakwak";"Noadkoko";"Noadkoko"
"Arcanin";"Kangourex";"Kangourex"
"Rapasdepic";"Staross";"Staross"
"Parasect";"Krabboss";"Parasect"
"Ossatueur";"Kicklee";"Ossatueur"
"Poissoroy (Mâle)";"Ronflex";"Ronflex"
"Feunard";"Kicklee";"Feunard"
"Tentacruel";"M. Mime";"Tentacruel"
"Dodrio (Mâle)";"Artikodin";"Dodrio (Mâle)"
"Empiflor";"Pyroli";"Pyroli"
"Triopikeur";"Canarticho";"Canarticho"
"Hypnomade (Femelle)";"Amonistar";"Hypnomade (Femelle)"
"Amonistar";"Sulfura";"Sulfura"
"Staross";"Voltali";"Voltali"
"Poissoroy (Mâle)";"M. Mime";"Poissoroy (Mâle)"
"Arcanin";"Smogogo";"Arcanin"
"Florizarre (Femelle)";"Persian";"Florizarre (Femelle)"
"Dracaufeu";"Kangourex";"Kangourex"
"Dracaufeu";"Nidoqueen";"Nidoqueen"
"Tortank";"M. Mime";"Tortank"
"Ronflex";"Sulfura";"Sulfura"
"Dracaufeu";"Métamorph";"Dracaufeu"
"Parasect";"Alakazam (Mâle)";"Alakazam (Mâle)"
"Grodoudou";"Lippoutou";"Lippoutou"
"Galopa";"Electhor";"Galopa"
"Arcanin";"Crustabri";"Crustabri"
"Colossinge";"Smogogo";"Smogogo"
"Arcanin";"Pyroli";"Pyroli"
"Nidoking";"Pyroli";"Pyroli"
"Papilusion (Femelle)";"Léviator (Mâle)";"Papilusion (Femelle)"
"Tartard";"Mewtwo";"Tartard"
"Feunard";"Ossatueur";"Feunard"
"Smogogo";"Mew";"Smogogo"
"Roucarnage";"M. Mime";"Roucarnage"
"Mackogneur";"Grotadmorv";"Mackogneur"
"Noadkoko";"Ossatueur";"Ossatueur"
"Mackogneur";"Léviator (Mâle)";"Mackogneur"
"Noadkoko";"Kabutops";"Kabutops"
"Tartard";"Aquali";"Aquali"
"Grodoudou";"Dodrio (Mâle)";"Dodrio (Mâle)"
"Feunard";"Mackogneur";"Feunard"
"Krabboss";"Voltali";"Voltali"
"Nidoqueen";"Colossinge";"Nidoqueen"
"Florizarre (Femelle)";"Arcanin";"Florizarre (Femelle)"
"Canarticho";"Lokhlass";"Lokhlass"
"Triopikeur";"Lamantine";"Lamantine"
"Papilusion (Femelle)";"Staross";"Staross"
"Raichu (Mâle)";"Aéromite";"Aéromite"
"Alakazam (Mâle)";"Krabboss";"Alakazam (Mâle)"
"Tortank";"Krabboss";"Tortank"
"Crustabri";"Kabutops";"Crustabri"
"Noadkoko";"Kicklee";"Kicklee"
"Hypnomade (Femelle)";"Ptéra";"Ptéra"
"Lippoutou";"Amonistar";"Lippoutou"
"Persian";"Mackogneur";"Mackogneur"
"Empiflor";"Canarticho";"Canarticho"
"Parasect";"Kangourex";"Kangourex"
"Triopikeur";"Dracolosse";"Dracolosse"
"Dardargnan";"Artikodin";"Dardargnan"
"Tortank";"Electhor";"Electhor"
"Ossatueur";"Staross";"Staross"
"Sablaireau";"Tentacruel";"Sablaireau"
"Dracaufeu";"Artikodin";"Dracaufeu"
"Tygnon";"Scarabrute";"Tygnon"
"Tortank";"Smogogo";"Smogogo"
"Ossatueur";"Lokhlass";"Lokhlass"
"Florizarre (Femelle)";"Pyroli";"Pyroli"
"Feunard";"Artikodin";"Feunard"
"Lippoutou";"Mew";"Mew"
"Raichu (Mâle)";"Scarabrute";"Raichu (Mâle)"
"Ectoplasma";"Ronflex";"Ectoplasma"
"Tentacruel";"Scarabrute";"Tentacruel"
"Mackogneur";"Poissoroy (Mâle)";"Mackogneur"
"Arbok";"Métamorph";"Arbok"
"Grotadmorv";"Voltali";"Voltali"
"Grodoudou";"Ectoplasma";"Ectoplasma"
"Grodoudou";"Artikodin";"Artikodin"
"Scarabrute";"Ronflex";"Ronflex"
"Triopikeur";"Artikodin";"Artikodin"
"Alakazam (Mâle)";"Kabutops";"Kabutops"
"Dracaufeu";"Crustabri";"Dracaufeu"
"Tartard";"Crustabri";"Crustabri"
"Smogogo";"Artikodin";"Artikodin"
"Rapasdepic";"Dodrio (Mâle)";"Rapasdepic"
"Roucarnage";"Persian";"Roucarnage"
"Dracaufeu";"Grotadmorv";"Dracaufeu"
"Colossinge";"Ptéra";"Colossinge"
"Dardargnan";"Amonistar";"Dardargnan"
"Dracaufeu";"Ronflex";"Dracaufeu"
"Kangourex";"Scarabrute";"Kangourex"
"Rafflesia (Femelle)";"Pyroli";"Pyroli"
"Tygnon";"Lokhlass";"Lokhlass"
"Persian";"Akwakwak";"Persian"
"Arcanin";"Sulfura";"Sulfura"
"Rafflesia (Femelle)";"Galopa";"Galopa"
"Sablaireau";"Canarticho";"Sablaireau"
"Florizarre (Femelle)";"Nidoking";"Nidoking"
"Arbok";"Canarticho";"Arbok"
"Kicklee";"Pyroli";"Pyroli"
"Parasect";"Ossatueur";"Ossatueur"
"Rattatac (Mâle)";"Léviator (Mâle)";"Rattatac (Mâle)"
"Grotadmorv";"Dracolosse";"Dracolosse"
"Tentacruel";"Lamantine";"Lamantine"
"Rattatac (Mâle)";"Artikodin";"Artikodin"
"Tartard";"Amonistar";"Tartard"
"Arbok";"Mewtwo";"Arbok"
"Amonistar";"Ptéra";"Amonistar"
"Rattatac (Mâle)";"Lokhlass";"Lokhlass"
"Tartard";"Krabboss";"Tartard"
"Grolem";"Galopa";"Galopa"
"Persian";"Pyroli";"Pyroli"
"Akwakwak";"Dodrio (Mâle)";"Dodrio (Mâle)"
"Rafflesia (Femelle)";"Ossatueur";"Ossatueur"
"Tartard";"Tauros";"Tartard"
"Kabutops";"Ronflex";"Kabutops"
"Grotadmorv";"Crustabri";"Crustabri"
"Grolem";"Ossatueur";"Grolem"
"Dracaufeu";"Electhor";"Dracaufeu"
"Colossinge";"Kicklee";"Colossinge"
"Rattatac (Mâle)";"Grotadmorv";"Rattatac (Mâle)"
"Tortank";"Grodoudou";"Tortank"
"Pyroli";"Artikodin";"Pyroli"
"Empiflor";"Kangourex";"Kangourex"
"Tygnon";"Voltali";"Voltali"
"Ectoplasma";"Tygnon";"Tygnon"
"Arbok";"Sulfura";"Arbok"
"Nidoking";"Grolem";"Nidoking"
"Papilusion (Femelle)";"Dracolosse";"Papilusion (Femelle)"
"Mackogneur";"Electhor";"Mackogneur"
"Grodoudou";"Lamantine";"Lamantine"
"Tortank";"Arbok";"Arbok"
"Florizarre (Femelle)";"Staross";"Staross"
"Dracaufeu";"Kicklee";"Dracaufeu"
"Papilusion (Femelle)";"Hypnomade (Femelle)";"Papilusion (Femelle)"
"Rapasdepic";"Kabutops";"Rapasdepic"
"Sablaireau";"Arcanin";"Arcanin"
"Tortank";"Tauros";"Tauros"
"Arbok";"Ossatueur";"Arbok"
"Tortank";"Ptéra";"Ptéra"
"Grolem";"Artikodin";"Grolem"
"Rattatac (Mâle)";"Parasect";"Rattatac (Mâle)"
"Feunard";"Electrode";"Feunard"
"Arcanin";"Mewtwo";"Arcanin"
"Grotadmorv";"Artikodin";"Artikodin"
"Nidoqueen";"Tygnon";"Nidoqueen"
"Akwakwak";"Alakazam (Mâle)";"Alakazam (Mâle)"
"Triopikeur";"Empiflor";"Empiflor"
"Dracaufeu";"Lamantine";"Dracaufeu"
"Mélodelfe";"Colossinge";"Colossinge"
"Arbok";"Nidoking";"Arbok"
"Sablaireau";"Kabutops";"Kabutops"
"Canarticho";"M. Mime";"Canarticho"
"Krabboss";"Kabutops";"Kabutops"
"Florizarre (Femelle)";"Tygnon";"Florizarre (Femelle)"
"Pyroli";"Mew";"Pyroli"
"M. Mime";"Dracolosse";"Dracolosse"
"Hypnomade (Femelle)";"Smogogo";"Smogogo"
"Aéromite";"Artikodin";"Aéromite"
"Noadkoko";"Ptéra";"Ptéra"
"Rapasdepic";"Persian";"Rapasdepic"
"Galopa";"Grotadmorv";"Galopa"
"Amonistar";"Kabutops";"Kabutops"
"Persian";"Sulfura";"Sulfura"
"Dardargnan";"Tygnon";"Dardargnan"
"Akwakwak";"Tauros";"Tauros"
"Crustabri";"Pyroli";"Pyroli"
"Lokhlass";"Mewtwo";"Lokhlass"
"Sablaireau";"Grotadmorv";"Sablaireau"
"Papilusion (Femelle)";"Sablaireau";"Papilusion (Femelle)"
"Triopikeur";"Staross";"Staross"
"Galopa";"Ossatueur";"Galopa"
"Crustabri";"Noadkoko";"Crustabri"
"Amonistar";"Mew";"Amonistar"
"Nidoqueen";"Dracolosse";"Nidoqueen"
"Léviator (Mâle)";"Kabutops";"Léviator (Mâle)"
"Artikodin";"Mewtwo";"Artikodin"
"Empiflor";"Métamorph";"Empiflor"
"Aéromite";"Empiflor";"Aéromite"
"Dardargnan";"Métamorph";"Dardargnan"
"Tartard";"Métamorph";"Tartard"
"Florizarre (Femelle)";"Mewtwo";"Florizarre (Femelle)"
"Tartard";"Lokhlass";"Lokhlass"
"Tygnon";"Mew";"Tygnon"
"Akwakwak";"Lippoutou";"Lippoutou"
"Ectoplasma";"Smogogo";"Ectoplasma"
"Dardargnan";"Aquali";"Aquali"
"Dracaufeu";"Triopikeur";"Dracaufeu"
"Grolem";"M. Mime";"Grolem"
"Nidoking";"Sulfura";"Nidoking"
"Tartard";"Alakazam (Mâle)";"Tartard"
"Nidoqueen";"Lamantine";"Nidoqueen"
"Rapasdepic";"Kicklee";"Rapasdepic"
"Grolem";"Sulfura";"Grolem"
"Nidoqueen";"Nidoking";"Nidoqueen"
"Rapasdepic";"Krabboss";"Rapasdepic"
"Mélodelfe";"Ptéra";"Ptéra"
"Raichu (Mâle)";"Tauros";"Tauros"
"Rapasdepic";"Aquali";"Aquali"
"Papilusion (Femelle)";"Lokhlass";"Lokhlass"
"Papilusion (Femelle)";"Grolem";"Papilusion (Femelle)"
"Dardargnan";"Hypnomade (Femelle)";"Dardargnan"
"Electrode";"Electhor";"Electhor"
