"P1";"P2";"Vainqueur"
"Lanturn";"Steelix (Mâle)";"Lanturn"
"Simularbre (Mâle)";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Noarfang";"Roigada";"Noarfang"
"Corayon";"Entei";"Entei"
"Joliflor";"Celebi";"Celebi"
"Noarfang";"Queulorior";"Noarfang"
"Pharamp";"Cotovol";"Pharamp"
"Hyporoi";"Raikou";"Hyporoi"
"Fouinar";"Lanturn";"Lanturn"
"Roigada";"Octillery (Mâle)";"Roigada"
"Migalos";"Pharamp";"Migalos"
"Caratroc";"Ecrémeuh";"Ecrémeuh"
"Noctali";"Roigada";"Noctali"
"Héliatronc";"Zarbi (D)";"Zarbi (D)"
"Granbull";"Volcaropod";"Volcaropod"
"Mentali";"Tyranocif";"Mentali"
"Méganium (Mâle)";"Xatu (Mâle)";"Méganium (Mâle)"
"Donphan (Mâle)";"Tyranocif";"Donphan (Mâle)"
"Coxyclaque (Mâle)";"Héliatronc";"Coxyclaque (Mâle)"
"Héliatronc";"Volcaropod";"Volcaropod"
"Fouinar";"Maraiste (Mâle)";"Fouinar"
"Coxyclaque (Mâle)";"Foretress";"Coxyclaque (Mâle)"
"Typhlosion";"Ho-Oh";"Ho-Oh"
"Méganium (Mâle)";"Octillery (Mâle)";"Méganium (Mâle)"
"Typhlosion";"Zarbi (D)";"Zarbi (D)"
"Octillery (Mâle)";"Cadoizo";"Cadoizo"
"Cotovol";"Zarbi (D)";"Zarbi (D)"
"Insolourdo";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Zarbi (D)";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Joliflor";"Suicune";"Suicune"
"Mentali";"Caratroc";"Mentali"
"Granbull";"Ho-Oh";"Ho-Oh"
"Démolosse (Mâle)";"Donphan (Mâle)";"Démolosse (Mâle)"
"Fouinar";"Cadoizo";"Fouinar"
"Simularbre (Mâle)";"Mentali";"Mentali"
"Queulorior";"Ho-Oh";"Queulorior"
"Maraiste (Mâle)";"Hyporoi";"Hyporoi"
"Migalos";"Corayon";"Migalos"
"Migalos";"Tarpaud (Mâle)";"Migalos"
"Coxyclaque (Mâle)";"Ho-Oh";"Ho-Oh"
"Raikou";"Tyranocif";"Raikou"
"Noctali";"Qulbutoké (Mâle)";"Noctali"
"Cotovol";"Insolourdo";"Insolourdo"
"Insolourdo";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Entei";"Tyranocif";"Entei"
"Typhlosion";"Lanturn";"Lanturn"
"Méganium (Mâle)";"Azumarill";"Méganium (Mâle)"
"Granbull";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Queulorior";"Suicune";"Suicune"
"Qulbutoké (Mâle)";"Celebi";"Celebi"
"Coxyclaque (Mâle)";"Joliflor";"Joliflor"
"Insolourdo";"Tyranocif";"Insolourdo"
"Noarfang";"Tyranocif";"Noarfang"
"Pharamp";"Donphan (Mâle)";"Donphan (Mâle)"
"Xatu (Mâle)";"Caratroc";"Caratroc"
"Héliatronc";"Hyporoi";"Hyporoi"
"Noctali";"Démolosse (Mâle)";"Noctali"
"Cotovol";"Granbull";"Cotovol"
"Zarbi (D)";"Ecrémeuh";"Zarbi (D)"
"Coxyclaque (Mâle)";"Xatu (Mâle)";"Coxyclaque (Mâle)"
"Azumarill";"Foretress";"Azumarill"
"Steelix (Mâle)";"Ecrémeuh";"Ecrémeuh"
"Girafarig (Mâle)";"Airmure";"Girafarig (Mâle)"
"Zarbi (D)";"Cizayox (Femelle)";"Zarbi (D)"
"Héliatronc";"Kapoera";"Kapoera"
"Girafarig (Mâle)";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Roigada";"Airmure";"Airmure"
"Noarfang";"Coxyclaque (Mâle)";"Noarfang"
"Héliatronc";"Queulorior";"Queulorior"
"Qwilfish";"Donphan (Mâle)";"Donphan (Mâle)"
"Méganium (Mâle)";"Ho-Oh";"Méganium (Mâle)"
"Granbull";"Raikou";"Raikou"
"Qwilfish";"Ho-Oh";"Ho-Oh"
"Donphan (Mâle)";"Ho-Oh";"Ho-Oh"
"Nostenfer";"Volcaropod";"Volcaropod"
"Volcaropod";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Xatu (Mâle)";"Steelix (Mâle)";"Xatu (Mâle)"
"Tarpaud (Mâle)";"Roigada";"Tarpaud (Mâle)"
"Typhlosion";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Tarpaud (Mâle)";"Héliatronc";"Tarpaud (Mâle)"
"Granbull";"Leuphorie";"Leuphorie"
"Pharamp";"Foretress";"Pharamp"
"Joliflor";"Airmure";"Airmure"
"Qulbutoké (Mâle)";"Granbull";"Granbull"
"Tarpaud (Mâle)";"Foretress";"Tarpaud (Mâle)"
"Octillery (Mâle)";"Celebi";"Celebi"
"Simularbre (Mâle)";"Tyranocif";"Simularbre (Mâle)"
"Roigada";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Roigada";"Celebi";"Celebi"
"Nostenfer";"Lanturn";"Lanturn"
"Lanturn";"Joliflor";"Lanturn"
"Xatu (Mâle)";"Cotovol";"Xatu (Mâle)"
"Noctali";"Insolourdo";"Noctali"
"Pharamp";"Tyranocif";"Pharamp"
"Fouinar";"Noarfang";"Noarfang"
"Mentali";"Qulbutoké (Mâle)";"Mentali"
"Caratroc";"Cadoizo";"Cadoizo"
"Typhlosion";"Cotovol";"Typhlosion"
"Joliflor";"Corayon";"Corayon"
"Octillery (Mâle)";"Hyporoi";"Hyporoi"
"Caratroc";"Queulorior";"Queulorior"
"Noctali";"Donphan (Mâle)";"Noctali"
"Aligatueur";"Ho-Oh";"Ho-Oh"
"Qulbutoké (Mâle)";"Donphan (Mâle)";"Donphan (Mâle)"
"Pharamp";"Ecrémeuh";"Pharamp"
"Cizayox (Femelle)";"Entei";"Cizayox (Femelle)"
"Méganium (Mâle)";"Mentali";"Mentali"
"Simularbre (Mâle)";"Raikou";"Simularbre (Mâle)"
"Fouinar";"Xatu (Mâle)";"Fouinar"
"Tarpaud (Mâle)";"Celebi";"Tarpaud (Mâle)"
"Typhlosion";"Suicune";"Suicune"
"Migalos";"Entei";"Migalos"
"Héliatronc";"Corayon";"Corayon"
"Aligatueur";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Coxyclaque (Mâle)";"Noctali";"Noctali"
"Ecrémeuh";"Lugia";"Lugia"
"Nostenfer";"Démanta";"Démanta"
"Nostenfer";"Donphan (Mâle)";"Nostenfer"
"Lanturn";"Tarpaud (Mâle)";"Tarpaud (Mâle)"
"Zarbi (D)";"Suicune";"Suicune"
"Xatu (Mâle)";"Raikou";"Raikou"
"Noctali";"Tyranocif";"Noctali"
"Typhlosion";"Maraiste (Mâle)";"Typhlosion"
"Démolosse (Mâle)";"Suicune";"Suicune"
"Méganium (Mâle)";"Lugia";"Lugia"
"Mentali";"Kapoera";"Mentali"
"Foretress";"Kapoera";"Kapoera"
"Nostenfer";"Granbull";"Nostenfer"
"Noarfang";"Foretress";"Noarfang"
"Fouinar";"Celebi";"Fouinar"
"Qwilfish";"Volcaropod";"Volcaropod"
"Joliflor";"Noctali";"Noctali"
"Xatu (Mâle)";"Ecrémeuh";"Xatu (Mâle)"
"Lanturn";"Xatu (Mâle)";"Lanturn"
"Démanta";"Lugia";"Démanta"
"Aligatueur";"Xatu (Mâle)";"Xatu (Mâle)"
"Nostenfer";"Cotovol";"Nostenfer"
"Qwilfish";"Airmure";"Airmure"
"Granbull";"Lugia";"Lugia"
"Zarbi (D)";"Foretress";"Zarbi (D)"
"Nostenfer";"Qulbutoké (Mâle)";"Nostenfer"
"Noctali";"Raikou";"Noctali"
"Noarfang";"Maraiste (Mâle)";"Noarfang"
"Corayon";"Airmure";"Airmure"
"Simularbre (Mâle)";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Tarpaud (Mâle)";"Leuphorie";"Tarpaud (Mâle)"
"Maraiste (Mâle)";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Insolourdo";"Octillery (Mâle)";"Insolourdo"
"Airmure";"Raikou";"Airmure"
"Donphan (Mâle)";"Entei";"Donphan (Mâle)"
"Cizayox (Femelle)";"Cadoizo";"Cizayox (Femelle)"
"Noctali";"Volcaropod";"Noctali"
"Cotovol";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Noarfang";"Simularbre (Mâle)";"Noarfang"
"Fouinar";"Suicune";"Suicune"
"Noarfang";"Suicune";"Suicune"
"Cotovol";"Corayon";"Corayon"
"Aligatueur";"Raikou";"Raikou"
"Cotovol";"Démanta";"Démanta"
"Lanturn";"Lugia";"Lugia"
"Qulbutoké (Mâle)";"Caratroc";"Caratroc"
"Girafarig (Mâle)";"Kapoera";"Girafarig (Mâle)"
"Cotovol";"Ecrémeuh";"Ecrémeuh"
"Xatu (Mâle)";"Héliatronc";"Xatu (Mâle)"
"Xatu (Mâle)";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Joliflor";"Volcaropod";"Volcaropod"
"Méganium (Mâle)";"Maraiste (Mâle)";"Méganium (Mâle)"
"Typhlosion";"Hyporoi";"Hyporoi"
"Cotovol";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Steelix (Mâle)";"Celebi";"Celebi"
"Zarbi (D)";"Caratroc";"Zarbi (D)"
"Lanturn";"Queulorior";"Lanturn"
"Typhlosion";"Fouinar";"Fouinar"
"Fouinar";"Octillery (Mâle)";"Fouinar"
"Simularbre (Mâle)";"Entei";"Entei"
"Raikou";"Lugia";"Lugia"
"Pharamp";"Volcaropod";"Volcaropod"
"Méganium (Mâle)";"Donphan (Mâle)";"Méganium (Mâle)"
"Migalos";"Roigada";"Migalos"
"Méganium (Mâle)";"Lanturn";"Méganium (Mâle)"
"Hyporoi";"Lugia";"Lugia"
"Noctali";"Ecrémeuh";"Noctali"
"Qwilfish";"Celebi";"Celebi"
"Méganium (Mâle)";"Fouinar";"Méganium (Mâle)"
"Migalos";"Leuphorie";"Migalos"
"Azumarill";"Airmure";"Airmure"
"Leuphorie";"Ho-Oh";"Ho-Oh"
"Steelix (Mâle)";"Queulorior";"Queulorior"
"Queulorior";"Leuphorie";"Queulorior"
"Foretress";"Donphan (Mâle)";"Donphan (Mâle)"
"Azumarill";"Suicune";"Suicune"
"Nostenfer";"Tyranocif";"Nostenfer"
"Démanta";"Celebi";"Celebi"
"Pharamp";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Typhlosion";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Azumarill";"Raikou";"Azumarill"
"Xatu (Mâle)";"Corayon";"Corayon"
"Girafarig (Mâle)";"Volcaropod";"Girafarig (Mâle)"
"Simularbre (Mâle)";"Cadoizo";"Cadoizo"
"Coxyclaque (Mâle)";"Simularbre (Mâle)";"Simularbre (Mâle)"
"Typhlosion";"Steelix (Mâle)";"Typhlosion"
"Fouinar";"Migalos";"Migalos"
"Zarbi (D)";"Kapoera";"Zarbi (D)"
"Zarbi (D)";"Lugia";"Zarbi (D)"
"Méganium (Mâle)";"Girafarig (Mâle)";"Méganium (Mâle)"
"Coxyclaque (Mâle)";"Suicune";"Suicune"
"Pharamp";"Tarpaud (Mâle)";"Tarpaud (Mâle)"
"Méganium (Mâle)";"Insolourdo";"Méganium (Mâle)"
"Azumarill";"Celebi";"Celebi"
"Héliatronc";"Tyranocif";"Tyranocif"
"Simularbre (Mâle)";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Pharamp";"Qwilfish";"Pharamp"
"Foretress";"Corayon";"Corayon"
"Nostenfer";"Queulorior";"Nostenfer"
"Airmure";"Celebi";"Airmure"
"Noarfang";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Insolourdo";"Leuphorie";"Insolourdo"
"Aligatueur";"Octillery (Mâle)";"Octillery (Mâle)"
"Cotovol";"Maraiste (Mâle)";"Maraiste (Mâle)"
"Lanturn";"Azumarill";"Lanturn"
"Airmure";"Donphan (Mâle)";"Airmure"
"Azumarill";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Typhlosion";"Airmure";"Airmure"
"Aligatueur";"Noctali";"Noctali"
"Insolourdo";"Entei";"Insolourdo"
"Démolosse (Mâle)";"Tyranocif";"Démolosse (Mâle)"
"Zarbi (D)";"Leuphorie";"Zarbi (D)"
"Foretress";"Cadoizo";"Foretress"
"Corayon";"Ecrémeuh";"Corayon"
"Typhlosion";"Octillery (Mâle)";"Typhlosion"
"Tarpaud (Mâle)";"Tyranocif";"Tarpaud (Mâle)"
"Cizayox (Femelle)";"Airmure";"Cizayox (Femelle)"
"Cadoizo";"Donphan (Mâle)";"Donphan (Mâle)"
"Noctali";"Hyporoi";"Noctali"
"Joliflor";"Ho-Oh";"Ho-Oh"
"Nostenfer";"Mentali";"Mentali"
"Roigada";"Leuphorie";"Roigada"
"Qwilfish";"Raikou";"Raikou"
"Foretress";"Steelix (Mâle)";"Foretress"
"Roigada";"Lugia";"Lugia"
"Roigada";"Cadoizo";"Roigada"
"Coxyclaque (Mâle)";"Entei";"Entei"
"Cizayox (Femelle)";"Celebi";"Celebi"
"Mentali";"Cizayox (Femelle)";"Mentali"
"Typhlosion";"Noctali";"Noctali"
"Méganium (Mâle)";"Joliflor";"Méganium (Mâle)"
"Démanta";"Ecrémeuh";"Démanta"
"Héliatronc";"Mentali";"Mentali"
"Caratroc";"Lugia";"Lugia"
"Noctali";"Cadoizo";"Noctali"
"Tarpaud (Mâle)";"Queulorior";"Queulorior"
"Cotovol";"Octillery (Mâle)";"Octillery (Mâle)"
"Simularbre (Mâle)";"Corayon";"Corayon"
"Migalos";"Azumarill";"Migalos"
"Foretress";"Démanta";"Démanta"
"Volcaropod";"Corayon";"Corayon"
"Nostenfer";"Leuphorie";"Nostenfer"
"Joliflor";"Lugia";"Lugia"
"Nostenfer";"Celebi";"Celebi"
"Fouinar";"Simularbre (Mâle)";"Simularbre (Mâle)"
"Xatu (Mâle)";"Volcaropod";"Volcaropod"
"Aligatueur";"Qwilfish";"Qwilfish"
"Coxyclaque (Mâle)";"Qwilfish";"Coxyclaque (Mâle)"
"Noctali";"Girafarig (Mâle)";"Noctali"
"Coxyclaque (Mâle)";"Azumarill";"Azumarill"
"Queulorior";"Tyranocif";"Queulorior"
"Nostenfer";"Simularbre (Mâle)";"Simularbre (Mâle)"
"Coxyclaque (Mâle)";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Girafarig (Mâle)";"Insolourdo";"Girafarig (Mâle)"
"Scarhino (Mâle)";"Ecrémeuh";"Scarhino (Mâle)"
"Insolourdo";"Celebi";"Celebi"
"Airmure";"Ho-Oh";"Ho-Oh"
"Typhlosion";"Insolourdo";"Typhlosion"
"Pharamp";"Insolourdo";"Pharamp"
"Qwilfish";"Tyranocif";"Tyranocif"
"Coxyclaque (Mâle)";"Kapoera";"Kapoera"
"Leuphorie";"Raikou";"Raikou"
"Girafarig (Mâle)";"Steelix (Mâle)";"Girafarig (Mâle)"
"Cotovol";"Queulorior";"Queulorior"
"Cizayox (Femelle)";"Kapoera";"Cizayox (Femelle)"
"Scarhino (Mâle)";"Suicune";"Suicune"
"Héliatronc";"Démanta";"Démanta"
"Joliflor";"Donphan (Mâle)";"Donphan (Mâle)"
"Queulorior";"Lugia";"Lugia"
"Mentali";"Granbull";"Mentali"
"Roigada";"Ecrémeuh";"Roigada"
"Steelix (Mâle)";"Cadoizo";"Cadoizo"
"Girafarig (Mâle)";"Cizayox (Femelle)";"Girafarig (Mâle)"
"Méganium (Mâle)";"Raikou";"Méganium (Mâle)"
"Héliatronc";"Roigada";"Roigada"
"Maraiste (Mâle)";"Raikou";"Raikou"
"Qulbutoké (Mâle)";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Pharamp";"Héliatronc";"Pharamp"
"Fouinar";"Coxyclaque (Mâle)";"Fouinar"
"Foretress";"Queulorior";"Queulorior"
"Migalos";"Noctali";"Noctali"
"Mentali";"Steelix (Mâle)";"Mentali"
"Zarbi (D)";"Qwilfish";"Zarbi (D)"
"Azumarill";"Kapoera";"Kapoera"
"Migalos";"Xatu (Mâle)";"Migalos"
"Coxyclaque (Mâle)";"Tyranocif";"Coxyclaque (Mâle)"
"Démolosse (Mâle)";"Hyporoi";"Démolosse (Mâle)"
"Pharamp";"Roigada";"Pharamp"
"Insolourdo";"Hyporoi";"Hyporoi"
"Roigada";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Foretress";"Leuphorie";"Foretress"
"Migalos";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Typhlosion";"Entei";"Typhlosion"
"Tarpaud (Mâle)";"Cotovol";"Tarpaud (Mâle)"
"Noarfang";"Caratroc";"Noarfang"
"Qwilfish";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Foretress";"Insolourdo";"Insolourdo"
"Cadoizo";"Lugia";"Lugia"
"Noctali";"Steelix (Mâle)";"Noctali"
"Méganium (Mâle)";"Suicune";"Suicune"
"Noarfang";"Azumarill";"Noarfang"
"Steelix (Mâle)";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Granbull";"Octillery (Mâle)";"Octillery (Mâle)"
"Mentali";"Donphan (Mâle)";"Mentali"
"Xatu (Mâle)";"Mentali";"Mentali"
"Fouinar";"Corayon";"Corayon"
"Migalos";"Zarbi (D)";"Migalos"
"Scarhino (Mâle)";"Tyranocif";"Scarhino (Mâle)"
"Joliflor";"Qulbutoké (Mâle)";"Joliflor"
"Cizayox (Femelle)";"Suicune";"Suicune"
"Tarpaud (Mâle)";"Noctali";"Noctali"
"Foretress";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Nostenfer";"Cadoizo";"Nostenfer"
"Zarbi (D)";"Ho-Oh";"Ho-Oh"
"Méganium (Mâle)";"Corayon";"Méganium (Mâle)"
"Fouinar";"Qulbutoké (Mâle)";"Fouinar"
"Qulbutoké (Mâle)";"Queulorior";"Queulorior"
"Nostenfer";"Ecrémeuh";"Nostenfer"
"Cizayox (Femelle)";"Leuphorie";"Cizayox (Femelle)"
"Lanturn";"Ho-Oh";"Lanturn"
"Steelix (Mâle)";"Caratroc";"Caratroc"
"Héliatronc";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Caratroc";"Entei";"Entei"
"Noctali";"Qwilfish";"Noctali"
"Lanturn";"Donphan (Mâle)";"Lanturn"
"Azumarill";"Queulorior";"Queulorior"
"Méganium (Mâle)";"Foretress";"Méganium (Mâle)"
"Joliflor";"Roigada";"Roigada"
"Granbull";"Cadoizo";"Cadoizo"
"Noarfang";"Octillery (Mâle)";"Noarfang"
"Kapoera";"Leuphorie";"Kapoera"
"Cizayox (Femelle)";"Ecrémeuh";"Cizayox (Femelle)"
"Caratroc";"Donphan (Mâle)";"Donphan (Mâle)"
"Aligatueur";"Kapoera";"Kapoera"
"Noctali";"Scarhino (Mâle)";"Noctali"
"Nostenfer";"Noctali";"Noctali"
"Démanta";"Leuphorie";"Démanta"
"Insolourdo";"Queulorior";"Insolourdo"
"Noarfang";"Mentali";"Noarfang"
"Foretress";"Qwilfish";"Foretress"
"Typhlosion";"Volcaropod";"Typhlosion"
"Méganium (Mâle)";"Roigada";"Méganium (Mâle)"
"Scarhino (Mâle)";"Raikou";"Scarhino (Mâle)"
"Scarhino (Mâle)";"Démanta";"Scarhino (Mâle)"
"Nostenfer";"Corayon";"Corayon"
"Zarbi (D)";"Celebi";"Celebi"
"Pharamp";"Noctali";"Noctali"
"Cotovol";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Noarfang";"Pharamp";"Noarfang"
"Qwilfish";"Corayon";"Corayon"
"Simularbre (Mâle)";"Celebi";"Celebi"
"Maraiste (Mâle)";"Kapoera";"Kapoera"
"Lanturn";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Aligatueur";"Ecrémeuh";"Aligatueur"
"Méganium (Mâle)";"Scarhino (Mâle)";"Méganium (Mâle)"
"Lanturn";"Pharamp";"Lanturn"
"Xatu (Mâle)";"Roigada";"Roigada"
"Méganium (Mâle)";"Zarbi (D)";"Méganium (Mâle)"
"Coxyclaque (Mâle)";"Raikou";"Coxyclaque (Mâle)"
"Caratroc";"Suicune";"Suicune"
"Girafarig (Mâle)";"Octillery (Mâle)";"Girafarig (Mâle)"
"Migalos";"Caratroc";"Migalos"
"Steelix (Mâle)";"Raikou";"Raikou"
"Hyporoi";"Donphan (Mâle)";"Hyporoi"
"Octillery (Mâle)";"Lugia";"Lugia"
"Maraiste (Mâle)";"Donphan (Mâle)";"Donphan (Mâle)"
"Girafarig (Mâle)";"Tyranocif";"Girafarig (Mâle)"
"Typhlosion";"Leuphorie";"Typhlosion"
"Migalos";"Foretress";"Migalos"
"Lanturn";"Cadoizo";"Lanturn"
"Fouinar";"Ho-Oh";"Ho-Oh"
"Zarbi (D)";"Entei";"Zarbi (D)"
"Airmure";"Lugia";"Lugia"
"Héliatronc";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Xatu (Mâle)";"Insolourdo";"Insolourdo"
"Noctali";"Entei";"Noctali"
"Azumarill";"Leuphorie";"Azumarill"
"Airmure";"Queulorior";"Airmure"
"Démanta";"Tyranocif";"Démanta"
"Zarbi (D)";"Raikou";"Raikou"
"Girafarig (Mâle)";"Foretress";"Girafarig (Mâle)"
"Qulbutoké (Mâle)";"Airmure";"Airmure"
"Scarhino (Mâle)";"Octillery (Mâle)";"Scarhino (Mâle)"
"Simularbre (Mâle)";"Volcaropod";"Simularbre (Mâle)"
"Insolourdo";"Kapoera";"Insolourdo"
"Lanturn";"Granbull";"Lanturn"
"Foretress";"Celebi";"Celebi"
"Mentali";"Ecrémeuh";"Mentali"
"Xatu (Mâle)";"Qulbutoké (Mâle)";"Qulbutoké (Mâle)"
"Octillery (Mâle)";"Suicune";"Suicune"
"Noarfang";"Héliatronc";"Noarfang"
"Typhlosion";"Aligatueur";"Aligatueur"
"Corayon";"Raikou";"Raikou"
"Scarhino (Mâle)";"Ho-Oh";"Scarhino (Mâle)"
"Méganium (Mâle)";"Entei";"Méganium (Mâle)"
"Typhlosion";"Caratroc";"Caratroc"
"Roigada";"Volcaropod";"Volcaropod"
"Maraiste (Mâle)";"Insolourdo";"Insolourdo"
"Scarhino (Mâle)";"Kapoera";"Scarhino (Mâle)"
"Maraiste (Mâle)";"Corayon";"Corayon"
"Lanturn";"Qwilfish";"Lanturn"
"Cizayox (Femelle)";"Hyporoi";"Hyporoi"
"Azumarill";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Noarfang";"Tarpaud (Mâle)";"Noarfang"
"Tarpaud (Mâle)";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Migalos";"Tyranocif";"Migalos"
"Joliflor";"Steelix (Mâle)";"Joliflor"
"Qwilfish";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Coxyclaque (Mâle)";"Steelix (Mâle)";"Coxyclaque (Mâle)"
"Noarfang";"Celebi";"Noarfang"
"Mentali";"Qwilfish";"Mentali"
"Mentali";"Suicune";"Suicune"
"Lanturn";"Volcaropod";"Lanturn"
"Maraiste (Mâle)";"Qulbutoké (Mâle)";"Qulbutoké (Mâle)"
"Héliatronc";"Maraiste (Mâle)";"Maraiste (Mâle)"
"Roigada";"Queulorior";"Roigada"
"Mentali";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Nostenfer";"Ho-Oh";"Ho-Oh"
"Azumarill";"Corayon";"Azumarill"
"Joliflor";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Lanturn";"Simularbre (Mâle)";"Lanturn"
"Cotovol";"Hyporoi";"Hyporoi"
"Xatu (Mâle)";"Cadoizo";"Cadoizo"
"Xatu (Mâle)";"Foretress";"Foretress"
"Octillery (Mâle)";"Leuphorie";"Octillery (Mâle)"
"Volcaropod";"Tyranocif";"Volcaropod"
"Corayon";"Donphan (Mâle)";"Donphan (Mâle)"
"Tarpaud (Mâle)";"Lugia";"Tarpaud (Mâle)"
"Joliflor";"Scarhino (Mâle)";"Scarhino (Mâle)"
"Nostenfer";"Joliflor";"Nostenfer"
"Insolourdo";"Cadoizo";"Cadoizo"
"Maraiste (Mâle)";"Qwilfish";"Qwilfish"
"Girafarig (Mâle)";"Caratroc";"Girafarig (Mâle)"
"Cotovol";"Lugia";"Lugia"
"Roigada";"Cizayox (Femelle)";"Cizayox (Femelle)"
"Nostenfer";"Zarbi (D)";"Nostenfer"
"Qulbutoké (Mâle)";"Cadoizo";"Cadoizo"
"Cotovol";"Tyranocif";"Tyranocif"
"Lanturn";"Girafarig (Mâle)";"Lanturn"
"Granbull";"Airmure";"Airmure"
"Leuphorie";"Lugia";"Lugia"
"Maraiste (Mâle)";"Noctali";"Noctali"
"Noarfang";"Corayon";"Noarfang"
"Fouinar";"Mentali";"Mentali"
"Nostenfer";"Maraiste (Mâle)";"Nostenfer"
"Lanturn";"Démanta";"Démanta"
"Girafarig (Mâle)";"Corayon";"Corayon"
"Coxyclaque (Mâle)";"Zarbi (D)";"Zarbi (D)"
"Aligatueur";"Roigada";"Roigada"
"Fouinar";"Queulorior";"Fouinar"
"Volcaropod";"Suicune";"Suicune"
"Maraiste (Mâle)";"Queulorior";"Queulorior"
"Cadoizo";"Celebi";"Celebi"
"Roigada";"Steelix (Mâle)";"Roigada"
"Démolosse (Mâle)";"Entei";"Démolosse (Mâle)"
"Octillery (Mâle)";"Ecrémeuh";"Ecrémeuh"
"Fouinar";"Tyranocif";"Tyranocif"
"Xatu (Mâle)";"Hyporoi";"Hyporoi"
"Simularbre (Mâle)";"Granbull";"Simularbre (Mâle)"
"Scarhino (Mâle)";"Cadoizo";"Scarhino (Mâle)"
"Tarpaud (Mâle)";"Cizayox (Femelle)";"Tarpaud (Mâle)"
"Joliflor";"Raikou";"Raikou"
"Pharamp";"Leuphorie";"Pharamp"
"Corayon";"Lugia";"Corayon"
"Qwilfish";"Démanta";"Démanta"
"Simularbre (Mâle)";"Octillery (Mâle)";"Simularbre (Mâle)"
"Steelix (Mâle)";"Granbull";"Steelix (Mâle)"
"Migalos";"Nostenfer";"Migalos"
"Héliatronc";"Qulbutoké (Mâle)";"Héliatronc"
"Simularbre (Mâle)";"Qwilfish";"Simularbre (Mâle)"
"Noctali";"Queulorior";"Noctali"
"Azumarill";"Ecrémeuh";"Azumarill"
"Typhlosion";"Mentali";"Mentali"
"Granbull";"Celebi";"Celebi"
"Méganium (Mâle)";"Nostenfer";"Méganium (Mâle)"
"Pharamp";"Qulbutoké (Mâle)";"Pharamp"
"Simularbre (Mâle)";"Girafarig (Mâle)";"Girafarig (Mâle)"
"Aligatueur";"Suicune";"Suicune"
"Roigada";"Zarbi (D)";"Zarbi (D)"
"Roigada";"Démanta";"Démanta"
"Foretress";"Ecrémeuh";"Foretress"
"Méganium (Mâle)";"Granbull";"Méganium (Mâle)"
"Octillery (Mâle)";"Queulorior";"Queulorior"
"Aligatueur";"Steelix (Mâle)";"Aligatueur"
"Roigada";"Hyporoi";"Hyporoi"
"Typhlosion";"Nostenfer";"Nostenfer"
"Pharamp";"Suicune";"Suicune"
"Granbull";"Démanta";"Démanta"
"Corayon";"Celebi";"Celebi"
"Qulbutoké (Mâle)";"Démolosse (Mâle)";"Démolosse (Mâle)"
"Migalos";"Cadoizo";"Migalos"
"Qulbutoké (Mâle)";"Ho-Oh";"Ho-Oh"
"Héliatronc";"Insolourdo";"Insolourdo"
"Méganium (Mâle)";"Volcaropod";"Méganium (Mâle)"
"Insolourdo";"Corayon";"Insolourdo"
"Octillery (Mâle)";"Tyranocif";"Tyranocif"
"Corayon";"Ho-Oh";"Ho-Oh"
"Kapoera";"Tyranocif";"Kapoera"
"Noarfang";"Ecrémeuh";"Noarfang"
"Simularbre (Mâle)";"Cotovol";"Simularbre (Mâle)"
"Coxyclaque (Mâle)";"Corayon";"Corayon"
"Noarfang";"Steelix (Mâle)";"Noarfang"
