"P1";"P2";"Vainqueur"
"Courrousinge";"Baojian";"Baojian"
"Fragoin (Mâle)";"Motorizard";"Motorizard"
"Pelage-Sablé";"Garde-de-Fer";"Pelage-Sablé"
"Craparoi";"Nigirigon (Forme Affalée)";"Nigirigon (Forme Affalée)"
"Balbalèze";"Têtes-de-Fer";"Têtes-de-Fer"
"Fragoin (Mâle)";"Dogrino";"Dogrino"
"Tag-tag";"Dinglu";"Tag-tag"
"Ampibidou";"Fongus-Furie";"Fongus-Furie"
"Palmaval";"Tag-tag";"Tag-tag"
"Scovilain";"Lestombaile";"Lestombaile"
"Pohmarmotte";"Ampibidou";"Pohmarmotte"
"Briochien";"Hotte-de-Fer";"Briochien"
"Carmadura";"Malvalame";"Malvalame"
"Nigirigon (Forme Affalée)";"Rampe-Ailes";"Rampe-Ailes"
"Fulgulairo";"Chongjian";"Fulgulairo"
"Carmadura";"Dinglu";"Carmadura"
"Pohmarmotte";"Terraiste";"Terraiste"
"Forgelina";"Paume-de-Fer";"Forgelina"
"Briochien";"Forgelina";"Briochien"
"Filentrappe";"Terracruel";"Terracruel"
"Dogrino";"Farigiraf";"Farigiraf"
"Dogrino";"Motorizard";"Motorizard"
"Ampibidou";"Superdofin (Zéro)";"Superdofin (Zéro)"
"Fragoin (Mâle)";"Craparoi";"Craparoi"
"Virevorreur";"Motorizard";"Motorizard"
"Chongjian";"Dinglu";"Dinglu"
"Virevorreur";"Mite-de-Fer";"Virevorreur"
"Vrombotor";"Balbalèze";"Vrombotor"
"Palmaval";"Oyacata";"Palmaval"
"Arboliva";"Têtes-de-Fer";"Têtes-de-Fer"
"Tauros (Flamboyant)";"Craparoi";"Tauros (Flamboyant)"
"Gambex";"Lestombaile";"Gambex"
"Fragoin (Mâle)";"Yuyu";"Yuyu"
"Terraiste";"Roue-de-Fer";"Roue-de-Fer"
"Briochien";"Ferdeter";"Briochien"
"Floréclat";"Scalpereur";"Floréclat"
"Miascarade";"Scovilain";"Miascarade"
"Filentrappe";"Famignol";"Famignol"
"Oyacata";"Miraidon";"Miraidon"
"Forgelina";"Vrombotor";"Vrombotor"
"Ferdeter";"Courrousinge";"Courrousinge"
"Scovilain";"Vrombotor";"Vrombotor"
"Miascarade";"Mite-de-Fer";"Mite-de-Fer"
"Gigansel";"Balbalèze";"Gigansel"
"Dogrino";"Têtes-de-Fer";"Têtes-de-Fer"
"Baojian";"Koraidon";"Baojian"
"Motorizard";"Nigirigon (Forme Affalée)";"Motorizard"
"Famignol";"Arboliva";"Arboliva"
"Hotte-de-Fer";"Dinglu";"Hotte-de-Fer"
"Arboliva";"Paume-de-Fer";"Arboliva"
"Arboliva";"Koraidon";"Koraidon"
"Motorizard";"Hotte-de-Fer";"Motorizard"
"Dogrino";"Oyacata";"Oyacata"
"Fulgulairo";"Bérasca";"Fulgulairo"
"Motorizard";"Epine-de-Fer";"Motorizard"
"Ampibidou";"Virevorreur";"Virevorreur"
"Floréclat";"Fongus-Furie";"Floréclat"
"Tapatoès (Blanc)";"Triopikeau";"Triopikeau"
"Tag-tag";"Terracruel";"Tag-tag"
"Fulgulairo";"Epine-de-Fer";"Fulgulairo"
"Gigansel";"Scovilain";"Gigansel"
"Ferdeter";"Fongus-Furie";"Fongus-Furie"
"Fragoin (Mâle)";"Nigirigon (Forme Affalée)";"Nigirigon (Forme Affalée)"
"Malvalame";"Motorizard";"Malvalame"
"Oyacata";"Chongjian";"Oyacata"
"Craparoi";"Mite-de-Fer";"Mite-de-Fer"
"Triopikeau";"Roue-de-Fer";"Roue-de-Fer"
"Roue-de-Fer";"Garde-de-Fer";"Roue-de-Fer"
"Mite-de-Fer";"Chongjian";"Mite-de-Fer"
"Miascarade";"Têtes-de-Fer";"Têtes-de-Fer"
"Deusolourdo (Forme Triple)";"Roue-de-Fer";"Roue-de-Fer"
"Vrombotor";"Garde-de-Fer";"Vrombotor"
"Oyacata";"Courrousinge";"Oyacata"
"Epine-de-Fer";"Dinglu";"Dinglu"
"Motorizard";"Scalpereur";"Motorizard"
"Gigansel";"Ampibidou";"Gigansel"
"Ampibidou";"Craparoi";"Craparoi"
"Gambex";"Baojian";"Baojian"
"Fragoin (Mâle)";"Fongus-Furie";"Fongus-Furie"
"Glaivodo";"Garde-de-Fer";"Glaivodo"
"Pohmarmotte";"Fongus-Furie";"Pohmarmotte"
"Miascarade";"Dinglu";"Dinglu"
"Flâmigator";"Hurle-Queue";"Flâmigator"
"Arboliva";"Ferdeter";"Arboliva"
"Nigirigon (Forme Affalée)";"Miraidon";"Miraidon"
"Gigansel";"Baojian";"Baojian"
"Lestombaile";"Fort-Ivoire";"Fort-Ivoire"
"Paume-de-Fer";"Miraidon";"Miraidon"
"Famignol";"Balbalèze";"Balbalèze"
"Vrombotor";"Epine-de-Fer";"Vrombotor"
"Briochien";"Oyacata";"Briochien"
"Filentrappe";"Courrousinge";"Courrousinge"
"Famignol";"Triopikeau";"Triopikeau"
"Malvalame";"Virevorreur";"Malvalame"
"Gambex";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Superdofin (Zéro)";"Roue-de-Fer";"Roue-de-Fer"
"Malvalame";"Glaivodo";"Malvalame"
"Fulgulairo";"Tomberro";"Fulgulairo"
"Filentrappe";"Fongus-Furie";"Filentrappe"
"Carmadura";"Terraiste";"Carmadura"
"Tapatoès (Blanc)";"Tomberro";"Tapatoès (Blanc)"
"Scovilain";"Rampe-Ailes";"Rampe-Ailes"
"Oyacata";"Dinglu";"Dinglu"
"Fulgulairo";"Pelage-Sablé";"Fulgulairo"
"Terraiste";"Koraidon";"Koraidon"
"Deusolourdo (Forme Triple)";"Glaivodo";"Deusolourdo (Forme Triple)"
"Fulgulairo";"Balbalèze";"Fulgulairo"
"Tapatoès (Blanc)";"Flamenroule";"Tapatoès (Blanc)"
"Tomberro";"Fongus-Furie";"Fongus-Furie"
"Malvalame";"Superdofin (Zéro)";"Malvalame"
"Pohmarmotte";"Glaivodo";"Glaivodo"
"Tapatoès (Blanc)";"Vrombotor";"Tapatoès (Blanc)"
"Filentrappe";"Roue-de-Fer";"Roue-de-Fer"
"Tauros (Flamboyant)";"Mite-de-Fer";"Tauros (Flamboyant)"
"Hotte-de-Fer";"Gromago";"Hotte-de-Fer"
"Hotte-de-Fer";"Chongjian";"Hotte-de-Fer"
"Ferdeter";"Glaivodo";"Glaivodo"
"Tomberro";"Oyacata";"Oyacata"
"Scalpereur";"Yuyu";"Yuyu"
"Hurle-Queue";"Têtes-de-Fer";"Hurle-Queue"
"Terraiste";"Yuyu";"Yuyu"
"Tauros (Flamboyant)";"Epine-de-Fer";"Tauros (Flamboyant)"
"Bérasca";"Courrousinge";"Bérasca"
"Fort-Ivoire";"Pelage-Sablé";"Fort-Ivoire"
"Briochien";"Bérasca";"Briochien"
"Arboliva";"Terracruel";"Terracruel"
"Balbalèze";"Miraidon";"Miraidon"
"Malvalame";"Yuyu";"Malvalame"
"Hotte-de-Fer";"Koraidon";"Koraidon"
"Flamenroule";"Fongus-Furie";"Flamenroule"
"Pohmarmotte";"Vrombotor";"Vrombotor"
"Tag-tag";"Scalpereur";"Tag-tag"
"Flâmigator";"Nigirigon (Forme Affalée)";"Flâmigator"
"Nigirigon (Forme Affalée)";"Roue-de-Fer";"Roue-de-Fer"
"Délestin";"Flotte-Mèche";"Délestin"
"Floréclat";"Balbalèze";"Floréclat"
"Scovilain";"Bérasca";"Bérasca"
"Gigansel";"Scalpereur";"Scalpereur"
"Bérasca";"Flotte-Mèche";"Flotte-Mèche"
"Délestin";"Baojian";"Baojian"
"Terracruel";"Garde-de-Fer";"Terracruel"
"Arboliva";"Hurle-Queue";"Hurle-Queue"
"Oyacata";"Pelage-Sablé";"Pelage-Sablé"
"Vrombotor";"Fongus-Furie";"Vrombotor"
"Virevorreur";"Flamenroule";"Virevorreur"
"Fragoin (Mâle)";"Glaivodo";"Glaivodo"
"Famignol";"Terracruel";"Terracruel"
"Balbalèze";"Chongjian";"Balbalèze"
"Délestin";"Fongus-Furie";"Délestin"
"Arboliva";"Ampibidou";"Arboliva"
"Flamenroule";"Miraidon";"Miraidon"
"Oyacata";"Farigiraf";"Farigiraf"
"Scovilain";"Oyacata";"Oyacata"
"Arboliva";"Gromago";"Arboliva"
"Pohmarmotte";"Courrousinge";"Courrousinge"
"Terraiste";"Flotte-Mèche";"Terraiste"
"Gromago";"Dinglu";"Dinglu"
"Chongjian";"Baojian";"Baojian"
"Arboliva";"Gigansel";"Arboliva"
"Carmadura";"Gromago";"Carmadura"
"Palmaval";"Hotte-de-Fer";"Hotte-de-Fer"
"Fort-Ivoire";"Gromago";"Fort-Ivoire"
"Carmadura";"Vrombotor";"Carmadura"
"Superdofin (Zéro)";"Garde-de-Fer";"Superdofin (Zéro)"
"Balbalèze";"Gromago";"Balbalèze"
"Tomberro";"Yuyu";"Yuyu"
"Pelage-Sablé";"Paume-de-Fer";"Pelage-Sablé"
"Terraiste";"Pelage-Sablé";"Terraiste"
"Terracruel";"Scalpereur";"Terracruel"
"Dogrino";"Miraidon";"Miraidon"
"Farigiraf";"Hotte-de-Fer";"Farigiraf"
"Virevorreur";"Miraidon";"Miraidon"
"Gigansel";"Fulgulairo";"Fulgulairo"
"Gambex";"Délestin";"Gambex"
"Scovilain";"Hotte-de-Fer";"Hotte-de-Fer"
"Arboliva";"Malvalame";"Malvalame"
"Farigiraf";"Fongus-Furie";"Farigiraf"
"Tag-tag";"Triopikeau";"Tag-tag"
"Famignol";"Chongjian";"Famignol"
"Triopikeau";"Terraiste";"Terraiste"
"Nigirigon (Forme Affalée)";"Hotte-de-Fer";"Nigirigon (Forme Affalée)"
"Malvalame";"Dogrino";"Malvalame"
"Palmaval";"Garde-de-Fer";"Palmaval"
"Famignol";"Baojian";"Baojian"
"Fort-Ivoire";"Glaivodo";"Fort-Ivoire"
"Miascarade";"Koraidon";"Koraidon"
"Lestombaile";"Miraidon";"Miraidon"
"Scovilain";"Gromago";"Gromago"
"Dogrino";"Terracruel";"Terracruel"
"Farigiraf";"Epine-de-Fer";"Farigiraf"
"Rampe-Ailes";"Epine-de-Fer";"Rampe-Ailes"
"Forgelina";"Epine-de-Fer";"Epine-de-Fer"
"Terracruel";"Balbalèze";"Terracruel"
"Courrousinge";"Glaivodo";"Glaivodo"
"Flamenroule";"Hurle-Queue";"Hurle-Queue"
"Palmaval";"Têtes-de-Fer";"Palmaval"
"Virevorreur";"Terraiste";"Virevorreur"
"Terracruel";"Délestin";"Délestin"
"Pohmarmotte";"Epine-de-Fer";"Pohmarmotte"
"Miascarade";"Fulgulairo";"Fulgulairo"
"Bérasca";"Têtes-de-Fer";"Bérasca"
"Fragoin (Mâle)";"Superdofin (Zéro)";"Superdofin (Zéro)"
"Miascarade";"Briochien";"Briochien"
"Lestombaile";"Epine-de-Fer";"Lestombaile"
"Forgelina";"Motorizard";"Motorizard"
"Ampibidou";"Miraidon";"Miraidon"
"Terraiste";"Fort-Ivoire";"Fort-Ivoire"
"Deusolourdo (Forme Triple)";"Baojian";"Baojian"
"Oyacata";"Hotte-de-Fer";"Hotte-de-Fer"
"Palmaval";"Gambex";"Gambex"
"Tapatoès (Blanc)";"Craparoi";"Tapatoès (Blanc)"
"Motorizard";"Chongjian";"Motorizard"
"Rampe-Ailes";"Dinglu";"Rampe-Ailes"
"Fulgulairo";"Terracruel";"Fulgulairo"
"Fulgulairo";"Nigirigon (Forme Affalée)";"Fulgulairo"
"Fongus-Furie";"Epine-de-Fer";"Epine-de-Fer"
"Bérasca";"Garde-de-Fer";"Garde-de-Fer"
"Filentrappe";"Malvalame";"Malvalame"
"Miascarade";"Forgelina";"Miascarade"
"Fongus-Furie";"Koraidon";"Koraidon"
"Miascarade";"Bérasca";"Miascarade"
"Délestin";"Epine-de-Fer";"Délestin"
"Nigirigon (Forme Affalée)";"Glaivodo";"Nigirigon (Forme Affalée)"
"Vrombotor";"Baojian";"Baojian"
"Craparoi";"Courrousinge";"Courrousinge"
"Craparoi";"Triopikeau";"Triopikeau"
"Malvalame";"Ampibidou";"Malvalame"
"Oyacata";"Scalpereur";"Scalpereur"
"Lestombaile";"Pelage-Sablé";"Pelage-Sablé"
"Oyacata";"Glaivodo";"Oyacata"
"Balbalèze";"Deusolourdo (Forme Triple)";"Balbalèze"
"Pohmarmotte";"Malvalame";"Malvalame"
"Fort-Ivoire";"Fongus-Furie";"Fort-Ivoire"
"Terraiste";"Deusolourdo (Forme Triple)";"Deusolourdo (Forme Triple)"
"Miascarade";"Balbalèze";"Miascarade"
"Gigansel";"Flotte-Mèche";"Flotte-Mèche"
"Malvalame";"Ferdeter";"Malvalame"
"Miascarade";"Gigansel";"Miascarade"
"Palmaval";"Virevorreur";"Palmaval"
"Famignol";"Flamenroule";"Famignol"
"Hotte-de-Fer";"Têtes-de-Fer";"Hotte-de-Fer"
"Dogrino";"Fongus-Furie";"Dogrino"
"Filentrappe";"Scovilain";"Scovilain"
"Arboliva";"Scovilain";"Arboliva"
"Ferdeter";"Tomberro";"Ferdeter"
"Gambex";"Oyacata";"Oyacata"
"Filentrappe";"Farigiraf";"Farigiraf"
"Flamenroule";"Baojian";"Baojian"
"Malvalame";"Tomberro";"Malvalame"
"Carmadura";"Virevorreur";"Virevorreur"
"Palmaval";"Hurle-Queue";"Hurle-Queue"
"Craparoi";"Baojian";"Baojian"
"Tag-tag";"Mite-de-Fer";"Mite-de-Fer"
"Malvalame";"Terracruel";"Malvalame"
"Bérasca";"Terraiste";"Terraiste"
"Tauros (Flamboyant)";"Balbalèze";"Tauros (Flamboyant)"
"Palmaval";"Dogrino";"Palmaval"
"Arboliva";"Triopikeau";"Arboliva"
"Craparoi";"Epine-de-Fer";"Epine-de-Fer"
"Miascarade";"Palmaval";"Palmaval"
"Ferdeter";"Flamenroule";"Flamenroule"
"Vrombotor";"Terraiste";"Terraiste"
"Têtes-de-Fer";"Gromago";"Têtes-de-Fer"
"Palmaval";"Briochien";"Briochien"
"Malvalame";"Roue-de-Fer";"Malvalame"
"Scovilain";"Pelage-Sablé";"Pelage-Sablé"
"Arboliva";"Terraiste";"Terraiste"
"Forgelina";"Hurle-Queue";"Hurle-Queue"
"Têtes-de-Fer";"Mite-de-Fer";"Mite-de-Fer"
"Triopikeau";"Fongus-Furie";"Triopikeau"
"Dogrino";"Garde-de-Fer";"Garde-de-Fer"
"Superdofin (Zéro)";"Scalpereur";"Superdofin (Zéro)"
"Dogrino";"Baojian";"Baojian"
"Farigiraf";"Deusolourdo (Forme Triple)";"Farigiraf"
"Pohmarmotte";"Yuyu";"Yuyu"
"Roue-de-Fer";"Epine-de-Fer";"Roue-de-Fer"
"Tag-tag";"Lestombaile";"Tag-tag"
"Arboliva";"Motorizard";"Motorizard"
"Craparoi";"Tomberro";"Craparoi"
"Fort-Ivoire";"Koraidon";"Fort-Ivoire"
"Scovilain";"Dinglu";"Dinglu"
"Tapatoès (Blanc)";"Motorizard";"Motorizard"
"Nigirigon (Forme Affalée)";"Pelage-Sablé";"Nigirigon (Forme Affalée)"
"Gambex";"Tag-tag";"Gambex"
"Gambex";"Paume-de-Fer";"Gambex"
"Tag-tag";"Nigirigon (Forme Affalée)";"Tag-tag"
"Gigansel";"Garde-de-Fer";"Gigansel"
"Tauros (Flamboyant)";"Triopikeau";"Tauros (Flamboyant)"
"Virevorreur";"Dinglu";"Virevorreur"
"Briochien";"Fort-Ivoire";"Briochien"
"Malvalame";"Forgelina";"Malvalame"
"Floréclat";"Yuyu";"Floréclat"
"Flâmigator";"Dinglu";"Flâmigator"
"Gigansel";"Pelage-Sablé";"Pelage-Sablé"
"Carmadura";"Triopikeau";"Triopikeau"
"Filentrappe";"Ferdeter";"Ferdeter"
"Superdofin (Zéro)";"Fort-Ivoire";"Fort-Ivoire"
"Terracruel";"Hotte-de-Fer";"Hotte-de-Fer"
"Scovilain";"Floréclat";"Floréclat"
"Forgelina";"Hotte-de-Fer";"Hotte-de-Fer"
"Gigansel";"Virevorreur";"Virevorreur"
"Filentrappe";"Motorizard";"Motorizard"
"Gambex";"Gigansel";"Gambex"
"Nigirigon (Forme Affalée)";"Terraiste";"Nigirigon (Forme Affalée)"
"Malvalame";"Fort-Ivoire";"Malvalame"
"Tag-tag";"Yuyu";"Yuyu"
"Paume-de-Fer";"Mite-de-Fer";"Mite-de-Fer"
"Malvalame";"Scalpereur";"Malvalame"
"Tomberro";"Délestin";"Délestin"
"Ampibidou";"Oyacata";"Oyacata"
"Nigirigon (Forme Affalée)";"Koraidon";"Koraidon"
"Filentrappe";"Briochien";"Briochien"
"Yuyu";"Miraidon";"Miraidon"
"Gambex";"Têtes-de-Fer";"Gambex"
"Scalpereur";"Têtes-de-Fer";"Têtes-de-Fer"
"Gambex";"Fongus-Furie";"Gambex"
"Gambex";"Fort-Ivoire";"Fort-Ivoire"
"Flotte-Mèche";"Gromago";"Flotte-Mèche"
"Famignol";"Malvalame";"Malvalame"
"Fulgulairo";"Dinglu";"Fulgulairo"
"Flâmigator";"Miraidon";"Miraidon"
"Paume-de-Fer";"Dinglu";"Dinglu"
"Balbalèze";"Paume-de-Fer";"Paume-de-Fer"
"Terracruel";"Floréclat";"Floréclat"
"Rampe-Ailes";"Pelage-Sablé";"Rampe-Ailes"
"Dogrino";"Mite-de-Fer";"Mite-de-Fer"
"Gigansel";"Dinglu";"Dinglu"
"Tomberro";"Rampe-Ailes";"Rampe-Ailes"
"Ampibidou";"Flamenroule";"Flamenroule"
"Gigansel";"Flamenroule";"Gigansel"
"Palmaval";"Superdofin (Zéro)";"Superdofin (Zéro)"
"Floréclat";"Flotte-Mèche";"Floréclat"
"Flâmigator";"Fongus-Furie";"Flâmigator"
"Hurle-Queue";"Dinglu";"Hurle-Queue"
"Pohmarmotte";"Nigirigon (Forme Affalée)";"Nigirigon (Forme Affalée)"
"Forgelina";"Chongjian";"Chongjian"
"Virevorreur";"Gromago";"Virevorreur"
"Bérasca";"Miraidon";"Miraidon"
"Malvalame";"Chongjian";"Malvalame"
"Terracruel";"Fongus-Furie";"Terracruel"
"Fulgulairo";"Farigiraf";"Fulgulairo"
"Bérasca";"Motorizard";"Motorizard"
"Motorizard";"Flamenroule";"Motorizard"
"Fulgulairo";"Oyacata";"Fulgulairo"
"Gambex";"Rampe-Ailes";"Rampe-Ailes"
"Fongus-Furie";"Pelage-Sablé";"Pelage-Sablé"
"Courrousinge";"Rampe-Ailes";"Rampe-Ailes"
"Forgelina";"Flotte-Mèche";"Flotte-Mèche"
"Tauros (Flamboyant)";"Flâmigator";"Tauros (Flamboyant)"
"Délestin";"Nigirigon (Forme Affalée)";"Délestin"
"Fragoin (Mâle)";"Famignol";"Fragoin (Mâle)"
"Carmadura";"Scalpereur";"Carmadura"
"Craparoi";"Paume-de-Fer";"Craparoi"
"Motorizard";"Fort-Ivoire";"Motorizard"
"Bérasca";"Oyacata";"Oyacata"
"Virevorreur";"Yuyu";"Yuyu"
"Superdofin (Zéro)";"Hotte-de-Fer";"Superdofin (Zéro)"
"Ampibidou";"Pelage-Sablé";"Pelage-Sablé"
"Hotte-de-Fer";"Garde-de-Fer";"Hotte-de-Fer"
"Filentrappe";"Nigirigon (Forme Affalée)";"Nigirigon (Forme Affalée)"
"Flâmigator";"Roue-de-Fer";"Flâmigator"
"Tapatoès (Blanc)";"Superdofin (Zéro)";"Superdofin (Zéro)"
"Fragoin (Mâle)";"Rampe-Ailes";"Rampe-Ailes"
"Arboliva";"Virevorreur";"Virevorreur"
"Scovilain";"Epine-de-Fer";"Epine-de-Fer"
"Forgelina";"Oyacata";"Oyacata"
"Balbalèze";"Courrousinge";"Courrousinge"
"Miascarade";"Flamenroule";"Flamenroule"
"Famignol";"Superdofin (Zéro)";"Superdofin (Zéro)"
"Pelage-Sablé";"Baojian";"Baojian"
"Fragoin (Mâle)";"Fulgulairo";"Fulgulairo"
"Superdofin (Zéro)";"Koraidon";"Superdofin (Zéro)"
"Gambex";"Courrousinge";"Gambex"
"Tomberro";"Roue-de-Fer";"Roue-de-Fer"
"Filentrappe";"Forgelina";"Forgelina"
"Craparoi";"Glaivodo";"Craparoi"
"Briochien";"Scovilain";"Briochien"
"Filentrappe";"Floréclat";"Floréclat"
"Miascarade";"Malvalame";"Malvalame"
"Lestombaile";"Superdofin (Zéro)";"Superdofin (Zéro)"
"Bérasca";"Forgelina";"Bérasca"
"Floréclat";"Farigiraf";"Floréclat"
"Miascarade";"Lestombaile";"Lestombaile"
"Miascarade";"Flotte-Mèche";"Flotte-Mèche"
"Tag-tag";"Têtes-de-Fer";"Tag-tag"
"Briochien";"Gromago";"Briochien"
"Miascarade";"Courrousinge";"Miascarade"
"Ampibidou";"Epine-de-Fer";"Epine-de-Fer"
"Motorizard";"Roue-de-Fer";"Motorizard"
"Scalpereur";"Gromago";"Scalpereur"
"Craparoi";"Fort-Ivoire";"Fort-Ivoire"
"Pelage-Sablé";"Glaivodo";"Pelage-Sablé"
"Farigiraf";"Roue-de-Fer";"Roue-de-Fer"
"Gromago";"Garde-de-Fer";"Garde-de-Fer"
"Balbalèze";"Rampe-Ailes";"Rampe-Ailes"
"Lestombaile";"Gromago";"Lestombaile"
"Malvalame";"Fongus-Furie";"Malvalame"
"Bérasca";"Vrombotor";"Vrombotor"
"Malvalame";"Deusolourdo (Forme Triple)";"Malvalame"
"Palmaval";"Délestin";"Palmaval"
"Tauros (Flamboyant)";"Bérasca";"Tauros (Flamboyant)"
"Courrousinge";"Flotte-Mèche";"Flotte-Mèche"
"Dogrino";"Lestombaile";"Lestombaile"
"Gigansel";"Terraiste";"Terraiste"
"Fulgulairo";"Terraiste";"Fulgulairo"
"Flamenroule";"Mite-de-Fer";"Mite-de-Fer"
"Craparoi";"Roue-de-Fer";"Roue-de-Fer"
"Briochien";"Tomberro";"Briochien"
"Fulgulairo";"Glaivodo";"Fulgulairo"
"Briochien";"Motorizard";"Motorizard"
"Filentrappe";"Koraidon";"Koraidon"
"Fragoin (Mâle)";"Virevorreur";"Virevorreur"
"Deusolourdo (Forme Triple)";"Hurle-Queue";"Hurle-Queue"
"Arboliva";"Farigiraf";"Farigiraf"
"Briochien";"Terracruel";"Briochien"
"Superdofin (Zéro)";"Courrousinge";"Superdofin (Zéro)"
"Fulgulairo";"Hurle-Queue";"Fulgulairo"
"Virevorreur";"Tomberro";"Virevorreur"
"Tauros (Flamboyant)";"Gambex";"Tauros (Flamboyant)"
"Farigiraf";"Baojian";"Baojian"
"Tag-tag";"Vrombotor";"Tag-tag"
"Malvalame";"Délestin";"Malvalame"
"Malvalame";"Miraidon";"Malvalame"
"Scalpereur";"Paume-de-Fer";"Scalpereur"
"Fragoin (Mâle)";"Miraidon";"Miraidon"
"Gambex";"Flamenroule";"Gambex"
"Fragoin (Mâle)";"Arboliva";"Arboliva"
"Fragoin (Mâle)";"Epine-de-Fer";"Epine-de-Fer"
"Bérasca";"Hotte-de-Fer";"Hotte-de-Fer"
"Dogrino";"Paume-de-Fer";"Dogrino"
"Vrombotor";"Miraidon";"Miraidon"
"Gigansel";"Deusolourdo (Forme Triple)";"Gigansel"
"Floréclat";"Roue-de-Fer";"Floréclat"
"Floréclat";"Tomberro";"Floréclat"
"Palmaval";"Lestombaile";"Palmaval"
"Bérasca";"Nigirigon (Forme Affalée)";"Nigirigon (Forme Affalée)"
"Tapatoès (Blanc)";"Hurle-Queue";"Hurle-Queue"
"Briochien";"Nigirigon (Forme Affalée)";"Briochien"
"Têtes-de-Fer";"Chongjian";"Têtes-de-Fer"
"Mite-de-Fer";"Gromago";"Mite-de-Fer"
"Courrousinge";"Roue-de-Fer";"Roue-de-Fer"
"Balbalèze";"Fort-Ivoire";"Fort-Ivoire"
"Scalpereur";"Glaivodo";"Scalpereur"
"Délestin";"Têtes-de-Fer";"Têtes-de-Fer"
"Vrombotor";"Nigirigon (Forme Affalée)";"Vrombotor"
"Forgelina";"Garde-de-Fer";"Garde-de-Fer"
"Fongus-Furie";"Gromago";"Gromago"
"Tapatoès (Blanc)";"Flotte-Mèche";"Flotte-Mèche"
"Arboliva";"Fulgulairo";"Fulgulairo"
"Tapatoès (Blanc)";"Nigirigon (Forme Affalée)";"Tapatoès (Blanc)"
"Triopikeau";"Fort-Ivoire";"Fort-Ivoire"
"Vrombotor";"Chongjian";"Vrombotor"
"Malvalame";"Fulgulairo";"Fulgulairo"
"Forgelina";"Floréclat";"Floréclat"
"Délestin";"Dinglu";"Délestin"
"Dogrino";"Glaivodo";"Glaivodo"
"Délestin";"Gromago";"Délestin"
"Flâmigator";"Ampibidou";"Flâmigator"
"Carmadura";"Deusolourdo (Forme Triple)";"Carmadura"
"Flâmigator";"Pelage-Sablé";"Flâmigator"
"Triopikeau";"Gromago";"Triopikeau"
"Deusolourdo (Forme Triple)";"Flotte-Mèche";"Flotte-Mèche"
"Tapatoès (Blanc)";"Epine-de-Fer";"Epine-de-Fer"
"Tauros (Flamboyant)";"Chongjian";"Tauros (Flamboyant)"
"Carmadura";"Ferdeter";"Carmadura"
"Palmaval";"Terraiste";"Palmaval"
"Balbalèze";"Garde-de-Fer";"Balbalèze"
"Malvalame";"Epine-de-Fer";"Malvalame"
"Gigansel";"Glaivodo";"Gigansel"
"Rampe-Ailes";"Glaivodo";"Rampe-Ailes"
"Arboliva";"Roue-de-Fer";"Roue-de-Fer"
"Filentrappe";"Lestombaile";"Lestombaile"
"Ampibidou";"Farigiraf";"Farigiraf"
"Ampibidou";"Têtes-de-Fer";"Têtes-de-Fer"
"Fragoin (Mâle)";"Terracruel";"Terracruel"
"Ampibidou";"Paume-de-Fer";"Ampibidou"
"Têtes-de-Fer";"Dinglu";"Têtes-de-Fer"
"Flâmigator";"Fragoin (Mâle)";"Flâmigator"
"Balbalèze";"Mite-de-Fer";"Mite-de-Fer"
"Terracruel";"Farigiraf";"Farigiraf"
"Pohmarmotte";"Fort-Ivoire";"Fort-Ivoire"
"Arboliva";"Flamenroule";"Flamenroule"
"Flamenroule";"Chongjian";"Chongjian"
"Tauros (Flamboyant)";"Pelage-Sablé";"Tauros (Flamboyant)"
"Baojian";"Dinglu";"Baojian"
"Palmaval";"Roue-de-Fer";"Roue-de-Fer"
"Pelage-Sablé";"Miraidon";"Miraidon"
"Fongus-Furie";"Glaivodo";"Fongus-Furie"
"Ferdeter";"Chongjian";"Chongjian"
"Tauros (Flamboyant)";"Yuyu";"Tauros (Flamboyant)"
"Briochien";"Tapatoès (Blanc)";"Briochien"
"Flâmigator";"Floréclat";"Flâmigator"
"Tag-tag";"Oyacata";"Tag-tag"
"Gambex";"Scovilain";"Gambex"
"Flamenroule";"Terraiste";"Terraiste"
"Palmaval";"Nigirigon (Forme Affalée)";"Palmaval"
"Malvalame";"Paume-de-Fer";"Malvalame"
"Famignol";"Oyacata";"Famignol"
"Pohmarmotte";"Balbalèze";"Balbalèze"
"Tapatoès (Blanc)";"Gigansel";"Gigansel"
"Palmaval";"Craparoi";"Palmaval"
"Ampibidou";"Yuyu";"Yuyu"
"Fort-Ivoire";"Roue-de-Fer";"Roue-de-Fer"
"Farigiraf";"Rampe-Ailes";"Rampe-Ailes"
"Roue-de-Fer";"Dinglu";"Roue-de-Fer"
"Famignol";"Dinglu";"Dinglu"
"Tauros (Flamboyant)";"Koraidon";"Tauros (Flamboyant)"
"Forgelina";"Koraidon";"Koraidon"
"Triopikeau";"Scalpereur";"Scalpereur"
"Carmadura";"Miraidon";"Miraidon"
"Filentrappe";"Superdofin (Zéro)";"Superdofin (Zéro)"
"Famignol";"Yuyu";"Yuyu"
"Superdofin (Zéro)";"Tomberro";"Superdofin (Zéro)"
"Tag-tag";"Chongjian";"Tag-tag"
"Fulgulairo";"Baojian";"Fulgulairo"
"Farigiraf";"Scalpereur";"Farigiraf"
