"P1";"P2";"Vainqueur"
"Ethernatos";"Cerbyllin";"Ethernatos"
"Nigosier";"Polthégeist";"Nigosier"
"Gorythmic";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Corayôme";"Ursaking";"Corayôme"
"Hydragon";"Blizzeval";"Blizzeval"
"Hexadron";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Moumouflon";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Sorcilence";"Ursaking";"Ursaking"
"Palarticho";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Smogogo (Galar)";"Qwilpik";"Qwilpik"
"Clamiral (Hisui)";"Cerbyllin";"Clamiral (Hisui)"
"Roigada (Galar)";"Cerbyllin";"Roigada (Galar)"
"Rongrigou";"Pomdrapi";"Pomdrapi"
"Nigosier";"Morpeko";"Nigosier"
"Torgamord";"Hachécateur";"Hachécateur"
"Fragilady (Hisui)";"Zarude";"Zarude"
"Fragilady (Hisui)";"Spectreval";"Spectreval"
"Gueriaigle (Hisui)";"Sylveroy";"Gueriaigle (Hisui)"
"Dolman";"Lanssorien";"Lanssorien"
"Artikodin (Galar)";"Tutétékri";"Tutétékri"
"Electhor (Galar)";"Corvaillus";"Corvaillus"
"Pyrobut";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Limonde (Galar)";"Hexadron";"Hexadron"
"Arcanin (Hisui)";"Farfurex";"Arcanin (Hisui)"
"Typhlosion (Hisui)";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Electhor (Galar)";"Ixon";"Ixon"
"Fragilady (Hisui)";"Palarticho";"Palarticho"
"Hastacuda";"Zarude";"Hastacuda"
"Galvagla";"Cerbyllin";"Galvagla"
"Darumacho (Galar)";"Regieleki";"Regieleki"
"Rongrigou";"Corvaillus";"Corvaillus"
"Pyrobut";"Sorcilence";"Pyrobut"
"Pomdrapi";"Galvagla";"Galvagla"
"Beldeneige";"Cerbyllin";"Beldeneige"
"Limonde (Galar)";"Regieleki";"Regieleki"
"Zoroark (Hisui)";"Dunaconda";"Zoroark (Hisui)"
"Zacian (Héros Aguerri)";"Zarude";"Zarude"
"Dratatin";"Regidrago";"Regidrago"
"Archéduc (Hisui)";"Astronelle";"Astronelle"
"Flagadoss (Galar)";"Electrode (Hisui)";"Flagadoss (Galar)"
"Astronelle";"Ursaking";"Ursaking"
"Lézargus";"Dunaconda";"Dunaconda"
"Muplodocus (Hisui)";"Sylveroy";"Muplodocus (Hisui)"
"Smogogo (Galar)";"Salarsen (Grave)";"Salarsen (Grave)"
"Pyrobut";"Wattapik";"Wattapik"
"Corvaillus";"Sylveroy";"Corvaillus"
"Krakos";"Blizzeval";"Blizzeval"
"Nigosier";"Angoliath";"Nigosier"
"Electhor (Galar)";"Ethernatos";"Electhor (Galar)"
"Zoroark (Hisui)";"Farfurex";"Zoroark (Hisui)"
"Limonde (Galar)";"Ursaking";"Ursaking"
"Ixon";"Shifours (Mille Poings)";"Ixon"
"Astronelle";"Palarticho";"Astronelle"
"Smogogo (Galar)";"Ethernatos";"Ethernatos"
"Typhlosion (Hisui)";"Ixon";"Ixon"
"Clamiral (Hisui)";"Charmilly (Lait Salé Baie en Sucre)";"Clamiral (Hisui)"
"Scolocendre";"Zarude";"Scolocendre"
"Arcanin (Hisui)";"Roigada (Galar)";"Arcanin (Hisui)"
"Hachécateur";"Qwilpik";"Hachécateur"
"Roublenard";"Blancoton";"Blancoton"
"Electrode (Hisui)";"Rongrigou";"Electrode (Hisui)"
"Zoroark (Hisui)";"Pyrobut";"Zoroark (Hisui)"
"Roigada (Galar)";"Wattapik";"Roigada (Galar)"
"Sulfura (Galar)";"Ethernatos";"Sulfura (Galar)"
"Hastacuda";"Regidrago";"Regidrago"
"Palarticho";"Morpeko";"Morpeko"
"Ethernatos";"Paragruel (Femelle)";"Ethernatos"
"Corvaillus";"Spectreval";"Corvaillus"
"Charmilly (Lait Salé Baie en Sucre)";"Qwilpik";"Charmilly (Lait Salé Baie en Sucre)"
"Pomdrapi";"Hydragla";"Pomdrapi"
"Archéduc (Hisui)";"Qwilpik";"Archéduc (Hisui)"
"Smogogo (Galar)";"Darumacho (Galar)";"Smogogo (Galar)"
"Flagadoss (Galar)";"Morpeko";"Flagadoss (Galar)"
"Morpeko";"Spectreval";"Spectreval"
"Electrode (Hisui)";"Corvaillus";"Corvaillus"
"Pyrobut";"Hydragon";"Pyrobut"
"Moumouflon";"Hachécateur";"Hachécateur"
"Darumacho (Galar)";"Morpeko";"Morpeko"
"Limonde (Galar)";"Spectreval";"Spectreval"
"Angoliath";"Cerbyllin";"Cerbyllin"
"Nigosier";"Wimessir (Mâle)";"Nigosier"
"Electrode (Hisui)";"Qwilpik";"Electrode (Hisui)"
"Roigada (Galar)";"Beldeneige";"Beldeneige"
"M. Glaquette";"Galvagon";"Galvagon"
"Astronelle";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Electrode (Hisui)";"Fragilady (Hisui)";"Electrode (Hisui)"
"Clamiral (Hisui)";"Moumouflon";"Clamiral (Hisui)"
"Artikodin (Galar)";"Regieleki";"Regieleki"
"Charmilly (Lait Salé Baie en Sucre)";"Duralugon";"Charmilly (Lait Salé Baie en Sucre)"
"Flagadoss (Galar)";"Pachyradjah";"Flagadoss (Galar)"
"Typhlosion (Hisui)";"Dratatin";"Typhlosion (Hisui)"
"Pyrobut";"Hastacuda";"Hastacuda"
"Palarticho";"Hexadron";"Hexadron"
"Moumouflon";"Morpeko";"Moumouflon"
"Pachyradjah";"Galvagla";"Galvagla"
"Corvaillus";"Angoliath";"Corvaillus"
"Séracrawl (Hisui)";"Dunaconda";"Dunaconda"
"Duralugon";"Farfurex";"Farfurex"
"Morpeko";"Hydragla";"Morpeko"
"Monthracite";"Ursaking";"Monthracite"
"Shifours (Mille Poings)";"Regieleki";"Regieleki"
"Smogogo (Galar)";"Duralugon";"Duralugon"
"Galvagon";"Duralugon";"Galvagon"
"Roublenard";"Angoliath";"Roublenard"
"Dratatin";"Ethernatos";"Ethernatos"
"Corayôme";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Gorythmic";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Dolman";"Ethernatos";"Ethernatos"
"Roigada (Galar)";"Zarude";"Zarude"
"Sulfura (Galar)";"Gueriaigle (Hisui)";"Gueriaigle (Hisui)"
"Corvaillus";"Zacian (Héros Aguerri)";"Corvaillus"
"Lézargus";"Dratatin";"Lézargus"
"Smogogo (Galar)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Galopa (Galar)";"Pyrobut";"Galopa (Galar)"
"Torgamord";"Duralugon";"Duralugon"
"Artikodin (Galar)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Blancoton";"Cerbyllin";"Blancoton"
"Flagadoss (Galar)";"Typhlosion (Hisui)";"Flagadoss (Galar)"
"Corvaillus";"Paragruel (Femelle)";"Corvaillus"
"Regidrago";"Paragruel (Femelle)";"Regidrago"
"Pyrobut";"Pomdrapi";"Pomdrapi"
"Qwilpik";"Ursaking";"Ursaking"
"Angoliath";"Galvagon";"Galvagon"
"Electhor (Galar)";"Ursaking";"Ursaking"
"Muplodocus (Hisui)";"Lézargus";"Muplodocus (Hisui)"
"Flagadoss (Galar)";"Zoroark (Hisui)";"Zoroark (Hisui)"
"Dunaconda";"Blizzeval";"Dunaconda"
"Salarsen (Grave)";"Galvagla";"Galvagla"
"Dratatin";"Salarsen (Grave)";"Salarsen (Grave)"
"Scolocendre";"Dolman";"Scolocendre"
"Gorythmic";"Regidrago";"Regidrago"
"Pomdrapi";"Salarsen (Grave)";"Pomdrapi"
"Pomdrapi";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Arcanin (Hisui)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Darumacho (Galar)";"Sylveroy";"Sylveroy"
"Galopa (Galar)";"Palarticho";"Galopa (Galar)"
"Moumouflon";"Spectreval";"Spectreval"
"Galopa (Galar)";"Galvagon";"Galopa (Galar)"
"Scolocendre";"Galvagla";"Galvagla"
"M. Glaquette";"Farfurex";"Farfurex"
"Morpeko";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Sulfura (Galar)";"Nigosier";"Sulfura (Galar)"
"Lézargus";"Corvaillus";"Corvaillus"
"Arcanin (Hisui)";"Corayôme";"Corayôme"
"Darumacho (Galar)";"Roublenard";"Roublenard"
"Wattapik";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Wattapik";"Farfurex";"Farfurex"
"Fragilady (Hisui)";"Shifours (Mille Poings)";"Fragilady (Hisui)"
"Artikodin (Galar)";"Pachyradjah";"Pachyradjah"
"Krakos";"Galvagla";"Galvagla"
"Limonde (Galar)";"Corvaillus";"Corvaillus"
"Muplodocus (Hisui)";"Archéduc (Hisui)";"Archéduc (Hisui)"
"Ixon";"Blizzeval";"Blizzeval"
"Muplodocus (Hisui)";"Scolocendre";"Scolocendre"
"Sulfura (Galar)";"Monthracite";"Sulfura (Galar)"
"Gorythmic";"Ursaking";"Gorythmic"
"Charmilly (Lait Salé Baie en Sucre)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Zoroark (Hisui)";"Sylveroy";"Zoroark (Hisui)"
"Flagadoss (Galar)";"Hydragon";"Flagadoss (Galar)"
"Flagadoss (Galar)";"Corayôme";"Corayôme"
"M. Glaquette";"Wimessir (Mâle)";"Wimessir (Mâle)"
"Pyrobut";"Zarude";"Zarude"
"Sorcilence";"Hachécateur";"Hachécateur"
"Galopa (Galar)";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Sorcilence";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Electrode (Hisui)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Gorythmic";"Tutétékri";"Gorythmic"
"Galopa (Galar)";"Rongrigou";"Galopa (Galar)"
"Berserkatt";"Beldeneige";"Beldeneige"
"Charmilly (Lait Salé Baie en Sucre)";"Farfurex";"Charmilly (Lait Salé Baie en Sucre)"
"Gueriaigle (Hisui)";"Fulgudog";"Gueriaigle (Hisui)"
"Gueriaigle (Hisui)";"Hachécateur";"Gueriaigle (Hisui)"
"Krakos";"Corayôme";"Corayôme"
"Flagadoss (Galar)";"Regidrago";"Regidrago"
"Scolocendre";"Lanssorien";"Scolocendre"
"Limonde (Galar)";"Torgamord";"Torgamord"
"Smogogo (Galar)";"Pomdrapi";"Pomdrapi"
"Artikodin (Galar)";"Polthégeist";"Polthégeist"
"Roigada (Galar)";"Duralugon";"Roigada (Galar)"
"Palarticho";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Roigada (Galar)";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Nigosier";"Ethernatos";"Nigosier"
"Polthégeist";"Hydragon";"Polthégeist"
"Angoliath";"Hexadron";"Hexadron"
"Roublenard";"Tutétékri";"Roublenard"
"Nigosier";"Shifours (Mille Poings)";"Nigosier"
"Lézargus";"Roublenard";"Roublenard"
"Clamiral (Hisui)";"Bekaglaçon (Tête de Gel)";"Clamiral (Hisui)"
"Bekaglaçon (Tête de Gel)";"Ethernatos";"Bekaglaçon (Tête de Gel)"
"Sorcilence";"Ixon";"Ixon"
"Rongrigou";"Lanssorien";"Lanssorien"
"Hexadron";"Pachyradjah";"Pachyradjah"
"Archéduc (Hisui)";"Farfurex";"Farfurex"
"Lézargus";"Nigosier";"Nigosier"
"Artikodin (Galar)";"Hydragla";"Artikodin (Galar)"
"Séracrawl (Hisui)";"Dolman";"Séracrawl (Hisui)"
"Gorythmic";"Hastacuda";"Gorythmic"
"Monthracite";"Hydragla";"Monthracite"
"Dolman";"Farfurex";"Farfurex"
"Nigosier";"Hydragla";"Nigosier"
"Limonde (Galar)";"Tutétékri";"Tutétékri"
"Séracrawl (Hisui)";"Shifours (Mille Poings)";"Séracrawl (Hisui)"
"Lanssorien";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Limonde (Galar)";"Archéduc (Hisui)";"Archéduc (Hisui)"
"Sulfura (Galar)";"Shifours (Mille Poings)";"Sulfura (Galar)"
"Clamiral (Hisui)";"Angoliath";"Clamiral (Hisui)"
"Clamiral (Hisui)";"Salarsen (Grave)";"Clamiral (Hisui)"
"Gorythmic";"Zarude";"Gorythmic"
"Darumacho (Galar)";"Blancoton";"Blancoton"
"Roigada (Galar)";"Torgamord";"Roigada (Galar)"
"Séracrawl (Hisui)";"Salarsen (Grave)";"Séracrawl (Hisui)"
"Nigosier";"Regidrago";"Regidrago"
"Ixon";"Farfurex";"Ixon"
"Zamazenta (Héros Aguerri)";"Blizzeval";"Zamazenta (Héros Aguerri)"
"Darumacho (Galar)";"Corvaillus";"Corvaillus"
"Dunaconda";"Hydragla";"Dunaconda"
"Beldeneige";"Regieleki";"Beldeneige"
"Blancoton";"Krakos";"Blancoton"
"Gorythmic";"Hydragla";"Gorythmic"
"Arcanin (Hisui)";"Ursaking";"Arcanin (Hisui)"
"Sulfura (Galar)";"Hexadron";"Sulfura (Galar)"
"Paragruel (Femelle)";"Amovénus (Totémique)";"Paragruel (Femelle)"
"Sorcilence";"Galvagla";"Galvagla"
"Corvaillus";"Shifours (Mille Poings)";"Corvaillus"
"Salarsen (Grave)";"Polthégeist";"Polthégeist"
"Gueriaigle (Hisui)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Gorythmic";"Galvagon";"Galvagon"
"Zoroark (Hisui)";"Ursaking";"Zoroark (Hisui)"
"Blancoton";"Shifours (Mille Poings)";"Blancoton"
"Palarticho";"Ethernatos";"Ethernatos"
"Gorythmic";"Angoliath";"Gorythmic"
"Fragilady (Hisui)";"Pachyradjah";"Pachyradjah"
"Artikodin (Galar)";"Sylveroy";"Sylveroy"
"Electhor (Galar)";"Palarticho";"Electhor (Galar)"
"Smogogo (Galar)";"Muplodocus (Hisui)";"Muplodocus (Hisui)"
"Fragilady (Hisui)";"Moumouflon";"Moumouflon"
"Krakos";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"M. Glaquette";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Salarsen (Grave)";"Sorcilence";"Salarsen (Grave)"
"Dunaconda";"Galvagla";"Dunaconda"
"Limonde (Galar)";"Berserkatt";"Berserkatt"
"Hachécateur";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Zacian (Héros Aguerri)";"Farfurex";"Zacian (Héros Aguerri)"
"Pomdrapi";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Blancoton";"Hydragon";"Blancoton"
"Gueriaigle (Hisui)";"Regieleki";"Gueriaigle (Hisui)"
"Galopa (Galar)";"Limonde (Galar)";"Galopa (Galar)"
"Nigosier";"Sylveroy";"Nigosier"
"Regieleki";"Amovénus (Totémique)";"Regieleki"
"Fulgudog";"Hachécateur";"Fulgudog"
"Flagadoss (Galar)";"Hachécateur";"Hachécateur"
"Electhor (Galar)";"Monthracite";"Monthracite"
"Dunaconda";"Zacian (Héros Aguerri)";"Dunaconda"
"Fulgudog";"Dolman";"Fulgudog"
"Tutétékri";"Morpeko";"Tutétékri"
"Fragilady (Hisui)";"Gorythmic";"Gorythmic"
"Fulgudog";"Ethernatos";"Fulgudog"
"Fragilady (Hisui)";"Angoliath";"Fragilady (Hisui)"
"Gueriaigle (Hisui)";"Farfurex";"Gueriaigle (Hisui)"
"Tutétékri";"Farfurex";"Farfurex"
"Pomdrapi";"Dratatin";"Pomdrapi"
"Gueriaigle (Hisui)";"Amovénus (Totémique)";"Gueriaigle (Hisui)"
"Fulgudog";"Pomdrapi";"Pomdrapi"
"Ixon";"Galvagon";"Ixon"
"Polthégeist";"Corayôme";"Corayôme"
"Limonde (Galar)";"Farfurex";"Farfurex"
"Galopa (Galar)";"Astronelle";"Astronelle"
"Dunaconda";"Galvagon";"Dunaconda"
"Torgamord";"Hastacuda";"Hastacuda"
"Ethernatos";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Electrode (Hisui)";"Galvagon";"Electrode (Hisui)"
"Astronelle";"Sorcilence";"Astronelle"
"Séracrawl (Hisui)";"Bekaglaçon (Tête de Gel)";"Séracrawl (Hisui)"
"Gorythmic";"Astronelle";"Gorythmic"
"Typhlosion (Hisui)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Fulgudog";"Hastacuda";"Fulgudog"
"Pyrobut";"Tutétékri";"Tutétékri"
"Polthégeist";"Sylveroy";"Polthégeist"
"Electrode (Hisui)";"Shifours (Mille Poings)";"Electrode (Hisui)"
"Electrode (Hisui)";"Pyrobut";"Electrode (Hisui)"
"Gorythmic";"Roublenard";"Roublenard"
"Roublenard";"Galvagla";"Galvagla"
"Sulfura (Galar)";"Galvagla";"Sulfura (Galar)"
"Hastacuda";"Scolocendre";"Scolocendre"
"Pomdrapi";"Krakos";"Pomdrapi"
"Roublenard";"Sorcilence";"Roublenard"
"Arcanin (Hisui)";"Typhlosion (Hisui)";"Arcanin (Hisui)"
"Beldeneige";"Ursaking";"Beldeneige"
"Arcanin (Hisui)";"Artikodin (Galar)";"Arcanin (Hisui)"
"Zoroark (Hisui)";"Morpeko";"Zoroark (Hisui)"
"Corayôme";"Duralugon";"Corayôme"
"Sylveroy";"Qwilpik";"Sylveroy"
"Bekaglaçon (Tête de Gel)";"Cerbyllin";"Bekaglaçon (Tête de Gel)"
"Hydragon";"Shifours (Mille Poings)";"Shifours (Mille Poings)"
"Morpeko";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Gorythmic";"Dolman";"Gorythmic"
"Angoliath";"Dolman";"Dolman"
"Wimessir (Mâle)";"Cerbyllin";"Wimessir (Mâle)"
"Dratatin";"Cerbyllin";"Dratatin"
"Moumouflon";"Wattapik";"Moumouflon"
"Pachyradjah";"Farfurex";"Pachyradjah"
"Torgamord";"Ursaking";"Ursaking"
"Scolocendre";"Charmilly (Lait Salé Baie en Sucre)";"Scolocendre"
"M. Glaquette";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Beldeneige";"Zacian (Héros Aguerri)";"Beldeneige"
"Dolman";"Galvagla";"Galvagla"
"Zoroark (Hisui)";"Gorythmic";"Zoroark (Hisui)"
"Salarsen (Grave)";"Ethernatos";"Ethernatos"
"Clamiral (Hisui)";"Nigosier";"Clamiral (Hisui)"
"Lanssorien";"Regidrago";"Regidrago"
"Sulfura (Galar)";"Torgamord";"Sulfura (Galar)"
"Salarsen (Grave)";"Ursaking";"Ursaking"
"Krakos";"Shifours (Mille Poings)";"Krakos"
"Artikodin (Galar)";"Séracrawl (Hisui)";"Séracrawl (Hisui)"
"Artikodin (Galar)";"Zarude";"Zarude"
"Flagadoss (Galar)";"Beldeneige";"Beldeneige"
"M. Glaquette";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Fragilady (Hisui)";"Astronelle";"Astronelle"
"Zoroark (Hisui)";"Wimessir (Mâle)";"Zoroark (Hisui)"
"Fulgudog";"Ixon";"Ixon"
"Archéduc (Hisui)";"Nigosier";"Nigosier"
"Gueriaigle (Hisui)";"Corayôme";"Gueriaigle (Hisui)"
"Artikodin (Galar)";"Sorcilence";"Sorcilence"
"Polthégeist";"Ethernatos";"Ethernatos"
"Fulgudog";"Dunaconda";"Dunaconda"
"Electrode (Hisui)";"Séracrawl (Hisui)";"Séracrawl (Hisui)"
"Archéduc (Hisui)";"Berserkatt";"Berserkatt"
"Fragilady (Hisui)";"Ethernatos";"Ethernatos"
"Artikodin (Galar)";"Sulfura (Galar)";"Sulfura (Galar)"
"Polthégeist";"Angoliath";"Polthégeist"
"Monthracite";"Dolman";"Monthracite"
"Roigada (Galar)";"Nigosier";"Nigosier"
"Smogogo (Galar)";"Hydragon";"Smogogo (Galar)"
"Zoroark (Hisui)";"Galvagla";"Zoroark (Hisui)"
"Artikodin (Galar)";"Wattapik";"Wattapik"
"Rongrigou";"Palarticho";"Palarticho"
"Salarsen (Grave)";"M. Glaquette";"Salarsen (Grave)"
"Electhor (Galar)";"Duralugon";"Duralugon"
"Hastacuda";"Sylveroy";"Hastacuda"
"Berserkatt";"Spectreval";"Spectreval"
"Wattapik";"Morpeko";"Morpeko"
"Hastacuda";"Polthégeist";"Hastacuda"
"Lézargus";"Morpeko";"Lézargus"
"Séracrawl (Hisui)";"Regieleki";"Séracrawl (Hisui)"
"Arcanin (Hisui)";"Pyrobut";"Arcanin (Hisui)"
"Arcanin (Hisui)";"Torgamord";"Arcanin (Hisui)"
"Moumouflon";"Ethernatos";"Moumouflon"
"Electrode (Hisui)";"Galvagla";"Galvagla"
"Arcanin (Hisui)";"Tutétékri";"Arcanin (Hisui)"
"Salarsen (Grave)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Wimessir (Mâle)";"Farfurex";"Farfurex"
"Nigosier";"Bekaglaçon (Tête de Gel)";"Nigosier"
"Tutétékri";"Beldeneige";"Beldeneige"
"Limonde (Galar)";"Astronelle";"Astronelle"
"Artikodin (Galar)";"Salarsen (Grave)";"Salarsen (Grave)"
"Archéduc (Hisui)";"Ursaking";"Ursaking"
"Arcanin (Hisui)";"Wattapik";"Arcanin (Hisui)"
"Wattapik";"Pachyradjah";"Pachyradjah"
"Dratatin";"M. Glaquette";"Dratatin"
"Zoroark (Hisui)";"Archéduc (Hisui)";"Zoroark (Hisui)"
"Moumouflon";"Bekaglaçon (Tête de Gel)";"Moumouflon"
"Pyrobut";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Dunaconda";"Ursaking";"Dunaconda"
"Astronelle";"Salarsen (Grave)";"Astronelle"
"Angoliath";"Wattapik";"Wattapik"
"Typhlosion (Hisui)";"Lézargus";"Typhlosion (Hisui)"
"Duralugon";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Pyrobut";"Cerbyllin";"Pyrobut"
"Limonde (Galar)";"Galvagon";"Galvagon"
"Sulfura (Galar)";"Pyrobut";"Sulfura (Galar)"
"Séracrawl (Hisui)";"Lanssorien";"Séracrawl (Hisui)"
"Torgamord";"Sylveroy";"Sylveroy"
"Galopa (Galar)";"Shifours (Mille Poings)";"Galopa (Galar)"
"Galopa (Galar)";"Gorythmic";"Galopa (Galar)"
"Palarticho";"Beldeneige";"Beldeneige"
"Blancoton";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Smogogo (Galar)";"Blizzeval";"Blizzeval"
"Limonde (Galar)";"Muplodocus (Hisui)";"Muplodocus (Hisui)"
"Typhlosion (Hisui)";"Galvagon";"Typhlosion (Hisui)"
"Smogogo (Galar)";"Torgamord";"Torgamord"
"Flagadoss (Galar)";"Tutétékri";"Flagadoss (Galar)"
"Monthracite";"Hexadron";"Monthracite"
"Dratatin";"Hastacuda";"Hastacuda"
"Flagadoss (Galar)";"Wimessir (Mâle)";"Flagadoss (Galar)"
"Galopa (Galar)";"M. Glaquette";"Galopa (Galar)"
"Wimessir (Mâle)";"Regieleki";"Regieleki"
"Sulfura (Galar)";"Cerbyllin";"Sulfura (Galar)"
"M. Glaquette";"Regieleki";"Regieleki"
"Blancoton";"Morpeko";"Blancoton"
"Electrode (Hisui)";"Ursaking";"Electrode (Hisui)"
"Fulgudog";"Charmilly (Lait Salé Baie en Sucre)";"Fulgudog"
"Dolman";"Blizzeval";"Blizzeval"
"Arcanin (Hisui)";"Dolman";"Arcanin (Hisui)"
"Rongrigou";"Sylveroy";"Sylveroy"
"Rongrigou";"Sorcilence";"Sorcilence"
"Archéduc (Hisui)";"Morpeko";"Morpeko"
"Polthégeist";"Pachyradjah";"Polthégeist"
"Electhor (Galar)";"Scolocendre";"Scolocendre"
"Roigada (Galar)";"Corayôme";"Corayôme"
"Dolman";"Wimessir (Mâle)";"Dolman"
"Hastacuda";"Beldeneige";"Beldeneige"
"Galvagon";"Qwilpik";"Galvagon"
"Duralugon";"Zarude";"Zarude"
"Electhor (Galar)";"Muplodocus (Hisui)";"Muplodocus (Hisui)"
"Hastacuda";"Galvagon";"Galvagon"
"Dratatin";"Hachécateur";"Hachécateur"
"Salarsen (Grave)";"Corayôme";"Corayôme"
"Krakos";"Angoliath";"Krakos"
"Astronelle";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Arcanin (Hisui)";"Electrode (Hisui)";"Arcanin (Hisui)"
"Clamiral (Hisui)";"Dunaconda";"Clamiral (Hisui)"
"Galvagla";"Farfurex";"Galvagla"
"Artikodin (Galar)";"Qwilpik";"Artikodin (Galar)"
"Roublenard";"Fulgudog";"Fulgudog"
"Angoliath";"Ethernatos";"Ethernatos"
"Darumacho (Galar)";"Corayôme";"Corayôme"
"Flagadoss (Galar)";"Fragilady (Hisui)";"Flagadoss (Galar)"
"Pyrobut";"Shifours (Mille Poings)";"Pyrobut"
"Angoliath";"Ixon";"Ixon"
"Gorythmic";"Rongrigou";"Gorythmic"
"Charmilly (Lait Salé Baie en Sucre)";"Sylveroy";"Charmilly (Lait Salé Baie en Sucre)"
"Smogogo (Galar)";"Hydragla";"Smogogo (Galar)"
"Blancoton";"Nigosier";"Nigosier"
"Polthégeist";"Ursaking";"Polthégeist"
"Berserkatt";"Charmilly (Lait Salé Baie en Sucre)";"Berserkatt"
"Corvaillus";"Monthracite";"Corvaillus"
"Scolocendre";"Wimessir (Mâle)";"Scolocendre"
"Palarticho";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Blizzeval";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Palarticho";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Sulfura (Galar)";"Archéduc (Hisui)";"Sulfura (Galar)"
"Gorythmic";"Lézargus";"Gorythmic"
"Galopa (Galar)";"Ethernatos";"Ethernatos"
"Moumouflon";"Ixon";"Moumouflon"
"Electrode (Hisui)";"Muplodocus (Hisui)";"Muplodocus (Hisui)"
"Roublenard";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Moumouflon";"Hydragla";"Moumouflon"
"Hastacuda";"Lanssorien";"Hastacuda"
"Flagadoss (Galar)";"Lanssorien";"Flagadoss (Galar)"
"Scolocendre";"Wattapik";"Scolocendre"
"Flagadoss (Galar)";"Angoliath";"Flagadoss (Galar)"
"Dunaconda";"Pachyradjah";"Dunaconda"
"Pomdrapi";"Qwilpik";"Pomdrapi"
"Charmilly (Lait Salé Baie en Sucre)";"Hydragla";"Charmilly (Lait Salé Baie en Sucre)"
"Rongrigou";"Beldeneige";"Beldeneige"
"M. Glaquette";"Blizzeval";"Blizzeval"
"Krakos";"Farfurex";"Farfurex"
"Ethernatos";"Sylveroy";"Ethernatos"
"Salarsen (Grave)";"Scolocendre";"Scolocendre"
"Limonde (Galar)";"Pomdrapi";"Pomdrapi"
"Roublenard";"Sylveroy";"Roublenard"
"Astronelle";"Pachyradjah";"Pachyradjah"
"Monthracite";"Paragruel (Femelle)";"Monthracite"
"Rongrigou";"Spectreval";"Spectreval"
"Torgamord";"Regidrago";"Regidrago"
"Wattapik";"Beldeneige";"Beldeneige"
"Galopa (Galar)";"Dunaconda";"Dunaconda"
"Archéduc (Hisui)";"Hexadron";"Hexadron"
"Archéduc (Hisui)";"Ethernatos";"Ethernatos"
"Moumouflon";"Monthracite";"Monthracite"
"Archéduc (Hisui)";"Ixon";"Ixon"
"Rongrigou";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Angoliath";"Ursaking";"Ursaking"
"Torgamord";"Monthracite";"Monthracite"
