"P1";"P2";"Vainqueur"
"Elecsprint";"Relicanth (Femelle)";"Elecsprint"
"Séviper";"Deoxys (Vitesse)";"Séviper"
"Groret";"Kyogre";"Groret"
"Chapignon";"Libégon";"Libégon"
"Linéon";"Kaimorse";"Linéon"
"Ténéfix";"Rayquaza";"Rayquaza"
"Métalosse";"Kyogre";"Métalosse"
"Tropius";"Drattak";"Drattak"
"Bekipan";"Charmina (Mâle)";"Bekipan"
"Hariyama";"Latios";"Latios"
"Groret";"Latias";"Latias"
"Brouhabam";"Barbicha";"Brouhabam"
"Séléroc";"Jirachi";"Jirachi"
"Hariyama";"Eoko";"Hariyama"
"Oniglali";"Serpang";"Oniglali"
"Munja";"Mangriff";"Munja"
"Papinox (Mâle)";"Chartor";"Chartor"
"Wailord";"Serpang";"Wailord"
"Bekipan";"Rayquaza";"Rayquaza"
"Grahyèna";"Milobellus (Femelle)";"Grahyèna"
"Séléroc";"Rayquaza";"Rayquaza"
"Mangriff";"Latios";"Latios"
"Rosabyss";"Latias";"Latias"
"Mysdibule";"Latias";"Latias"
"Spinda";"Colhomard";"Spinda"
"Linéon";"Chapignon";"Linéon"
"Groret";"Métalosse";"Groret"
"Vacilys";"Rosabyss";"Rosabyss"
"Gardevoir";"Absol";"Absol"
"Elecsprint";"Rosabyss";"Elecsprint"
"Galeking";"Cacturne (Femelle)";"Cacturne (Femelle)"
"Grahyèna";"Chapignon";"Grahyèna"
"Laggron";"Relicanth (Femelle)";"Laggron"
"Linéon";"Regice";"Linéon"
"Laggron";"Eoko";"Laggron"
"Braségali (Mâle)";"Ténéfix";"Ténéfix"
"Linéon";"Munja";"Linéon"
"Absol";"Rosabyss";"Absol"
"Kaorine";"Lovdisc";"Lovdisc"
"Lovdisc";"Jirachi";"Jirachi"
"Wailord";"Métalosse";"Métalosse"
"Grahyèna";"Munja";"Munja"
"Milobellus (Femelle)";"Drattak";"Drattak"
"Delcatty";"Mangriff";"Delcatty"
"Colhomard";"Branette";"Branette"
"Laggron";"Hélédelle";"Hélédelle"
"Braségali (Mâle)";"Sharpedo";"Sharpedo"
"Regirock";"Latios";"Latios"
"Barbicha";"Rosabyss";"Rosabyss"
"Mysdibule";"Muciole";"Mysdibule"
"Papinox (Mâle)";"Colhomard";"Papinox (Mâle)"
"Oniglali";"Rosabyss";"Rosabyss"
"Monaflèmit";"Absol";"Absol"
"Morphéo (Blizzard)";"Serpang";"Morphéo (Blizzard)"
"Gardevoir";"Vacilys";"Vacilys"
"Linéon";"Lovdisc";"Linéon"
"Laggron";"Métalosse";"Métalosse"
"Gardevoir";"Muciole";"Gardevoir"
"Elecsprint";"Négapi";"Elecsprint"
"Colhomard";"Oniglali";"Oniglali"
"Delcatty";"Rayquaza";"Delcatty"
"Munja";"Groret";"Groret"
"Mangriff";"Rosabyss";"Rosabyss"
"Maskadra";"Groret";"Groret"
"Tropius";"Oniglali";"Tropius"
"Kaorine";"Oniglali";"Oniglali"
"Gardevoir";"Delcatty";"Delcatty"
"Chapignon";"Armaldo";"Chapignon"
"Avaltout (Mâle)";"Wailord";"Wailord"
"Delcatty";"Séviper";"Delcatty"
"Papinox (Mâle)";"Rosabyss";"Rosabyss"
"Delcatty";"Eoko";"Delcatty"
"Charmina (Mâle)";"Oniglali";"Oniglali"
"Négapi";"Tropius";"Négapi"
"Morphéo (Blizzard)";"Kecleon";"Kecleon"
"Lumivole";"Altaria";"Altaria"
"Gardevoir";"Sharpedo";"Gardevoir"
"Maskadra";"Posipi";"Posipi"
"Elecsprint";"Tropius";"Elecsprint"
"Laggron";"Serpang";"Laggron"
"Hariyama";"Rayquaza";"Rayquaza"
"Maskadra";"Camérupt (Femelle)";"Maskadra"
"Laggron";"Kyogre";"Kyogre"
"Delcatty";"Libégon";"Delcatty"
"Relicanth (Femelle)";"Métalosse";"Métalosse"
"Munja";"Kecleon";"Kecleon"
"Gardevoir";"Séviper";"Séviper"
"Négapi";"Serpang";"Négapi"
"Monaflèmit";"Lumivole";"Lumivole"
"Altaria";"Oniglali";"Altaria"
"Munja";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Tengalice (Mâle)";"Latias";"Latias"
"Posipi";"Branette";"Branette"
"Kaimorse";"Métalosse";"Métalosse"
"Laggron";"Elecsprint";"Elecsprint"
"Jungko";"Branette";"Jungko"
"Chartor";"Armaldo";"Chartor"
"Lumivole";"Kecleon";"Kecleon"
"Absol";"Kyogre";"Absol"
"Sharpedo";"Métalosse";"Métalosse"
"Charmina (Mâle)";"Kyogre";"Kyogre"
"Grahyèna";"Elecsprint";"Elecsprint"
"Mysdibule";"Mangriff";"Mangriff"
"Grahyèna";"Mangriff";"Grahyèna"
"Branette";"Eoko";"Branette"
"Elecsprint";"Avaltout (Mâle)";"Elecsprint"
"Ludicolo (Mâle)";"Charmina (Mâle)";"Ludicolo (Mâle)"
"Delcatty";"Charmina (Mâle)";"Delcatty"
"Avaltout (Mâle)";"Rosabyss";"Rosabyss"
"Chartor";"Kyogre";"Kyogre"
"Cacturne (Femelle)";"Altaria";"Altaria"
"Kyogre";"Rayquaza";"Kyogre"
"Chapignon";"Munja";"Munja"
"Armaldo";"Lovdisc";"Armaldo"
"Tropius";"Relicanth (Femelle)";"Tropius"
"Barbicha";"Drattak";"Drattak"
"Tengalice (Mâle)";"Hélédelle";"Hélédelle"
"Eoko";"Absol";"Absol"
"Armaldo";"Rosabyss";"Armaldo"
"Séléroc";"Registeel";"Registeel"
"Altaria";"Solaroc";"Altaria"
"Elecsprint";"Muciole";"Elecsprint"
"Altaria";"Drattak";"Drattak"
"Tengalice (Mâle)";"Lovdisc";"Tengalice (Mâle)"
"Ténéfix";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Linéon";"Solaroc";"Linéon"
"Kecleon";"Eoko";"Kecleon"
"Wailord";"Séviper";"Séviper"
"Brouhabam";"Muciole";"Brouhabam"
"Kaimorse";"Jirachi";"Jirachi"
"Morphéo (Blizzard)";"Regice";"Morphéo (Blizzard)"
"Absol";"Latias";"Absol"
"Papinox (Mâle)";"Altaria";"Altaria"
"Munja";"Vacilys";"Munja"
"Galeking";"Colhomard";"Galeking"
"Hariyama";"Altaria";"Altaria"
"Avaltout (Mâle)";"Drattak";"Drattak"
"Braségali (Mâle)";"Solaroc";"Braségali (Mâle)"
"Mysdibule";"Avaltout (Mâle)";"Mysdibule"
"Laggron";"Rosabyss";"Rosabyss"
"Tengalice (Mâle)";"Muciole";"Tengalice (Mâle)"
"Maskadra";"Registeel";"Registeel"
"Camérupt (Femelle)";"Solaroc";"Solaroc"
"Spinda";"Groudon";"Groudon"
"Galeking";"Elecsprint";"Elecsprint"
"Charmillon (Mâle)";"Avaltout (Mâle)";"Charmillon (Mâle)"
"Libégon";"Branette";"Libégon"
"Mangriff";"Rayquaza";"Rayquaza"
"Jungko";"Sharpedo";"Sharpedo"
"Tropius";"Métalosse";"Métalosse"
"Braségali (Mâle)";"Ludicolo (Mâle)";"Ludicolo (Mâle)"
"Grahyèna";"Kyogre";"Grahyèna"
"Wailord";"Mangriff";"Wailord"
"Galeking";"Latios";"Latios"
"Braségali (Mâle)";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Morphéo (Blizzard)";"Relicanth (Femelle)";"Morphéo (Blizzard)"
"Sharpedo";"Tropius";"Sharpedo"
"Ludicolo (Mâle)";"Avaltout (Mâle)";"Ludicolo (Mâle)"
"Delcatty";"Barbicha";"Delcatty"
"Grahyèna";"Métalosse";"Métalosse"
"Delcatty";"Spinda";"Delcatty"
"Hélédelle";"Registeel";"Hélédelle"
"Chartor";"Lovdisc";"Chartor"
"Libégon";"Oniglali";"Libégon"
"Négapi";"Groret";"Négapi"
"Gardevoir";"Séléroc";"Gardevoir"
"Bekipan";"Registeel";"Registeel"
"Posipi";"Séléroc";"Posipi"
"Altaria";"Kaorine";"Altaria"
"Grahyèna";"Morphéo (Blizzard)";"Grahyèna"
"Grahyèna";"Sharpedo";"Grahyèna"
"Braségali (Mâle)";"Munja";"Munja"
"Latias";"Groudon";"Latias"
"Charmillon (Mâle)";"Séléroc";"Charmillon (Mâle)"
"Camérupt (Femelle)";"Oniglali";"Oniglali"
"Monaflèmit";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Papinox (Mâle)";"Mangriff";"Mangriff"
"Laggron";"Spinda";"Laggron"
"Posipi";"Mangriff";"Posipi"
"Camérupt (Femelle)";"Serpang";"Serpang"
"Absol";"Regice";"Absol"
"Linéon";"Maskadra";"Linéon"
"Mysdibule";"Colhomard";"Mysdibule"
"Muciole";"Relicanth (Femelle)";"Relicanth (Femelle)"
"Gardevoir";"Latias";"Latias"
"Galeking";"Oniglali";"Oniglali"
"Solaroc";"Regice";"Solaroc"
"Charmillon (Mâle)";"Négapi";"Négapi"
"Ninjask";"Rosabyss";"Rosabyss"
"Papinox (Mâle)";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Sharpedo";"Serpang";"Sharpedo"
"Laggron";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Laggron";"Maskadra";"Laggron"
"Bekipan";"Brouhabam";"Brouhabam"
"Brouhabam";"Tropius";"Tropius"
"Wailord";"Deoxys (Vitesse)";"Wailord"
"Monaflèmit";"Vacilys";"Vacilys"
"Hélédelle";"Branette";"Hélédelle"
"Delcatty";"Deoxys (Vitesse)";"Delcatty"
"Munja";"Eoko";"Munja"
"Camérupt (Femelle)";"Kaorine";"Kaorine"
"Armaldo";"Rayquaza";"Rayquaza"
"Ludicolo (Mâle)";"Brouhabam";"Ludicolo (Mâle)"
"Milobellus (Femelle)";"Latios";"Latios"
"Chapignon";"Négapi";"Négapi"
"Libégon";"Séléroc";"Libégon"
"Armaldo";"Latias";"Latias"
"Charmillon (Mâle)";"Lumivole";"Charmillon (Mâle)"
"Ninjask";"Deoxys (Vitesse)";"Ninjask"
"Chapignon";"Ténéfix";"Chapignon"
"Milobellus (Femelle)";"Regirock";"Milobellus (Femelle)"
"Négapi";"Latias";"Latias"
"Maskadra";"Lovdisc";"Maskadra"
"Linéon";"Hélédelle";"Linéon"
"Barbicha";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Charmillon (Mâle)";"Drattak";"Drattak"
"Elecsprint";"Mangriff";"Elecsprint"
"Chapignon";"Mysdibule";"Chapignon"
"Hariyama";"Regice";"Regice"
"Monaflèmit";"Muciole";"Monaflèmit"
"Linéon";"Tengalice (Mâle)";"Linéon"
"Galeking";"Vacilys";"Vacilys"
"Ninjask";"Eoko";"Ninjask"
"Muciole";"Vacilys";"Vacilys"
"Galeking";"Négapi";"Négapi"
"Hélédelle";"Mysdibule";"Hélédelle"
"Eoko";"Serpang";"Eoko"
"Chapignon";"Barbicha";"Chapignon"
"Sharpedo";"Kecleon";"Kecleon"
"Séviper";"Latios";"Latios"
"Grahyèna";"Papinox (Mâle)";"Grahyèna"
"Spinda";"Eoko";"Eoko"
"Camérupt (Femelle)";"Latias";"Latias"
"Laggron";"Négapi";"Négapi"
"Drattak";"Latios";"Drattak"
"Chapignon";"Jirachi";"Chapignon"
"Jungko";"Maskadra";"Jungko"
"Sharpedo";"Drattak";"Drattak"
"Jungko";"Hélédelle";"Hélédelle"
"Cacturne (Femelle)";"Mangriff";"Cacturne (Femelle)"
"Delcatty";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Regice";"Latios";"Latios"
"Bekipan";"Chartor";"Chartor"
"Elecsprint";"Altaria";"Elecsprint"
"Altaria";"Séviper";"Séviper"
"Sharpedo";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Morphéo (Blizzard)";"Rayquaza";"Morphéo (Blizzard)"
"Papinox (Mâle)";"Registeel";"Registeel"
"Avaltout (Mâle)";"Camérupt (Femelle)";"Avaltout (Mâle)"
"Ténéfix";"Avaltout (Mâle)";"Ténéfix"
"Linéon";"Métalosse";"Linéon"
"Absol";"Oniglali";"Absol"
"Cacturne (Femelle)";"Oniglali";"Oniglali"
"Hélédelle";"Wailord";"Hélédelle"
"Jungko";"Oniglali";"Oniglali"
"Braségali (Mâle)";"Groudon";"Groudon"
"Bekipan";"Maskadra";"Bekipan"
"Brouhabam";"Lovdisc";"Brouhabam"
"Grahyèna";"Vacilys";"Vacilys"
"Linéon";"Libégon";"Linéon"
"Rosabyss";"Deoxys (Vitesse)";"Rosabyss"
"Laggron";"Chapignon";"Chapignon"
"Morphéo (Blizzard)";"Oniglali";"Morphéo (Blizzard)"
"Chartor";"Branette";"Chartor"
"Solaroc";"Kyogre";"Kyogre"
"Oniglali";"Métalosse";"Métalosse"
"Métalosse";"Deoxys (Vitesse)";"Métalosse"
"Tropius";"Regirock";"Tropius"
"Avaltout (Mâle)";"Vacilys";"Vacilys"
"Galeking";"Tropius";"Tropius"
"Linéon";"Oniglali";"Linéon"
"Altaria";"Colhomard";"Altaria"
"Camérupt (Femelle)";"Kecleon";"Kecleon"
"Avaltout (Mâle)";"Branette";"Branette"
"Eoko";"Drattak";"Drattak"
"Mysdibule";"Kyogre";"Kyogre"
"Relicanth (Femelle)";"Registeel";"Registeel"
"Ludicolo (Mâle)";"Armaldo";"Armaldo"
"Barbicha";"Kaorine";"Kaorine"
"Wailord";"Groret";"Groret"
"Ténéfix";"Kecleon";"Kecleon"
"Tengalice (Mâle)";"Cacturne (Femelle)";"Cacturne (Femelle)"
"Laggron";"Rayquaza";"Rayquaza"
"Munja";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Brouhabam";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Mysdibule";"Branette";"Branette"
"Brouhabam";"Eoko";"Brouhabam"
"Linéon";"Cacturne (Femelle)";"Linéon"
"Avaltout (Mâle)";"Spinda";"Spinda"
"Drattak";"Regirock";"Drattak"
"Muciole";"Latios";"Latios"
"Munja";"Solaroc";"Munja"
"Ninjask";"Kyogre";"Ninjask"
"Tengalice (Mâle)";"Libégon";"Libégon"
"Altaria";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Séléroc";"Relicanth (Femelle)";"Séléroc"
"Monaflèmit";"Latias";"Latias"
"Libégon";"Jirachi";"Libégon"
"Jungko";"Delcatty";"Delcatty"
"Brouhabam";"Deoxys (Vitesse)";"Brouhabam"
"Braségali (Mâle)";"Cacturne (Femelle)";"Cacturne (Femelle)"
"Jungko";"Posipi";"Jungko"
"Galeking";"Jirachi";"Jirachi"
"Hélédelle";"Bekipan";"Hélédelle"
"Chartor";"Registeel";"Registeel"
"Lumivole";"Libégon";"Libégon"
"Delcatty";"Regirock";"Delcatty"
"Négapi";"Relicanth (Femelle)";"Négapi"
"Bekipan";"Colhomard";"Bekipan"
"Grahyèna";"Monaflèmit";"Grahyèna"
"Chapignon";"Avaltout (Mâle)";"Chapignon"
"Avaltout (Mâle)";"Eoko";"Eoko"
"Grahyèna";"Armaldo";"Grahyèna"
"Vacilys";"Drattak";"Drattak"
"Avaltout (Mâle)";"Altaria";"Altaria"
"Ninjask";"Avaltout (Mâle)";"Ninjask"
"Sharpedo";"Deoxys (Vitesse)";"Sharpedo"
"Charmina (Mâle)";"Groret";"Groret"
"Ténéfix";"Regice";"Regice"
"Grahyèna";"Cacturne (Femelle)";"Grahyèna"
"Vacilys";"Relicanth (Femelle)";"Vacilys"
"Bekipan";"Monaflèmit";"Bekipan"
"Papinox (Mâle)";"Drattak";"Drattak"
"Avaltout (Mâle)";"Kyogre";"Kyogre"
"Jungko";"Négapi";"Jungko"
"Avaltout (Mâle)";"Regirock";"Regirock"
"Mangriff";"Kaimorse";"Kaimorse"
"Séviper";"Milobellus (Femelle)";"Séviper"
"Papinox (Mâle)";"Gardevoir";"Gardevoir"
"Camérupt (Femelle)";"Mangriff";"Mangriff"
"Serpang";"Groudon";"Groudon"
"Charmillon (Mâle)";"Spinda";"Charmillon (Mâle)"
"Muciole";"Libégon";"Libégon"
"Hélédelle";"Drattak";"Drattak"
"Braségali (Mâle)";"Absol";"Absol"
"Delcatty";"Colhomard";"Delcatty"
"Brouhabam";"Groudon";"Groudon"
"Morphéo (Blizzard)";"Registeel";"Morphéo (Blizzard)"
"Kecleon";"Relicanth (Femelle)";"Kecleon"
"Papinox (Mâle)";"Vacilys";"Vacilys"
"Delcatty";"Oniglali";"Delcatty"
"Monaflèmit";"Spinda";"Spinda"
"Mysdibule";"Groudon";"Groudon"
"Mysdibule";"Wailord";"Wailord"
"Négapi";"Eoko";"Négapi"
"Charmillon (Mâle)";"Rayquaza";"Charmillon (Mâle)"
"Eoko";"Deoxys (Vitesse)";"Eoko"
"Eoko";"Latios";"Latios"
"Libégon";"Colhomard";"Libégon"
"Galeking";"Séviper";"Séviper"
"Bekipan";"Posipi";"Posipi"
"Avaltout (Mâle)";"Métalosse";"Métalosse"
"Bekipan";"Hariyama";"Bekipan"
"Laggron";"Kecleon";"Kecleon"
"Chapignon";"Serpang";"Chapignon"
"Milobellus (Femelle)";"Jirachi";"Milobellus (Femelle)"
"Armaldo";"Deoxys (Vitesse)";"Armaldo"
"Cacturne (Femelle)";"Groudon";"Groudon"
"Lumivole";"Kaimorse";"Kaimorse"
"Elecsprint";"Milobellus (Femelle)";"Elecsprint"
"Wailord";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Brouhabam";"Latios";"Latios"
"Tengalice (Mâle)";"Spinda";"Spinda"
"Charmina (Mâle)";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Avaltout (Mâle)";"Kaorine";"Kaorine"
"Avaltout (Mâle)";"Oniglali";"Oniglali"
"Colhomard";"Jirachi";"Jirachi"
"Cacturne (Femelle)";"Registeel";"Registeel"
"Milobellus (Femelle)";"Serpang";"Milobellus (Femelle)"
"Braségali (Mâle)";"Jirachi";"Jirachi"
"Wailord";"Libégon";"Libégon"
"Galeking";"Lovdisc";"Lovdisc"
"Maskadra";"Spinda";"Maskadra"
"Chapignon";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Négapi";"Branette";"Négapi"
"Métalosse";"Latias";"Latias"
"Grahyèna";"Kaimorse";"Grahyèna"
"Relicanth (Femelle)";"Regice";"Regice"
"Jungko";"Braségali (Mâle)";"Jungko"
"Ludicolo (Mâle)";"Kaimorse";"Kaimorse"
"Oniglali";"Rayquaza";"Rayquaza"
"Chapignon";"Kyogre";"Kyogre"
"Mangriff";"Drattak";"Drattak"
"Braségali (Mâle)";"Vacilys";"Vacilys"
"Jungko";"Gardevoir";"Gardevoir"
"Solaroc";"Branette";"Branette"
"Gardevoir";"Monaflèmit";"Gardevoir"
"Lumivole";"Cacturne (Femelle)";"Cacturne (Femelle)"
"Camérupt (Femelle)";"Absol";"Absol"
"Tropius";"Registeel";"Registeel"
"Charmillon (Mâle)";"Séviper";"Séviper"
"Ninjask";"Groudon";"Ninjask"
"Séviper";"Regice";"Séviper"
"Libégon";"Regice";"Libégon"
"Serpang";"Lovdisc";"Lovdisc"
"Linéon";"Charmina (Mâle)";"Linéon"
"Maskadra";"Séléroc";"Maskadra"
"Ludicolo (Mâle)";"Solaroc";"Solaroc"
"Grahyèna";"Groret";"Groret"
"Jungko";"Avaltout (Mâle)";"Jungko"
"Braségali (Mâle)";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Cacturne (Femelle)";"Kecleon";"Kecleon"
"Branette";"Registeel";"Registeel"
"Tengalice (Mâle)";"Maskadra";"Maskadra"
"Branette";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Solaroc";"Oniglali";"Solaroc"
"Laggron";"Jirachi";"Jirachi"
"Charmina (Mâle)";"Elecsprint";"Elecsprint"
"Posipi";"Kyogre";"Kyogre"
"Branette";"Regice";"Branette"
"Tengalice (Mâle)";"Monaflèmit";"Tengalice (Mâle)"
"Mysdibule";"Spinda";"Mysdibule"
"Regice";"Jirachi";"Jirachi"
"Charmillon (Mâle)";"Métalosse";"Charmillon (Mâle)"
"Charmillon (Mâle)";"Jirachi";"Charmillon (Mâle)"
"Monaflèmit";"Regirock";"Regirock"
"Gardevoir";"Spinda";"Gardevoir"
"Séléroc";"Tropius";"Tropius"
"Galeking";"Métalosse";"Métalosse"
"Cacturne (Femelle)";"Rosabyss";"Rosabyss"
"Charmina (Mâle)";"Posipi";"Posipi"
"Chapignon";"Milobellus (Femelle)";"Chapignon"
"Lovdisc";"Registeel";"Registeel"
"Grahyèna";"Charmina (Mâle)";"Grahyèna"
"Papinox (Mâle)";"Eoko";"Eoko"
"Munja";"Wailord";"Munja"
"Groudon";"Jirachi";"Groudon"
"Elecsprint";"Solaroc";"Elecsprint"
"Charmina (Mâle)";"Métalosse";"Métalosse"
"Sharpedo";"Groudon";"Sharpedo"
"Sharpedo";"Branette";"Sharpedo"
"Négapi";"Kecleon";"Négapi"
"Grahyèna";"Kaorine";"Grahyèna"
"Bekipan";"Avaltout (Mâle)";"Bekipan"
"Hélédelle";"Kaimorse";"Hélédelle"
"Lumivole";"Regice";"Regice"
"Solaroc";"Tropius";"Tropius"
"Monaflèmit";"Chartor";"Chartor"
"Hélédelle";"Mangriff";"Hélédelle"
"Libégon";"Registeel";"Libégon"
"Hariyama";"Groret";"Groret"
"Delcatty";"Kyogre";"Delcatty"
"Delcatty";"Métalosse";"Delcatty"
"Ninjask";"Kecleon";"Ninjask"
"Hélédelle";"Rosabyss";"Rosabyss"
"Gardevoir";"Ténéfix";"Gardevoir"
"Mysdibule";"Cacturne (Femelle)";"Mysdibule"
"Jungko";"Solaroc";"Jungko"
"Elecsprint";"Deoxys (Vitesse)";"Elecsprint"
"Jungko";"Drattak";"Drattak"
"Delcatty";"Séléroc";"Delcatty"
"Braségali (Mâle)";"Drattak";"Drattak"
"Hélédelle";"Eoko";"Hélédelle"
"Linéon";"Kaorine";"Linéon"
"Jungko";"Charmina (Mâle)";"Jungko"
"Grahyèna";"Colhomard";"Grahyèna"
"Laggron";"Solaroc";"Laggron"
"Ludicolo (Mâle)";"Rayquaza";"Rayquaza"
"Groret";"Registeel";"Groret"
"Cacturne (Femelle)";"Tropius";"Tropius"
"Charmillon (Mâle)";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Bekipan";"Kaimorse";"Bekipan"
"Drattak";"Deoxys (Vitesse)";"Drattak"
"Lumivole";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Galeking";"Barbicha";"Galeking"
"Braségali (Mâle)";"Avaltout (Mâle)";"Braségali (Mâle)"
"Papinox (Mâle)";"Brouhabam";"Brouhabam"
"Ninjask";"Latias";"Latias"
"Galeking";"Posipi";"Posipi"
"Mysdibule";"Altaria";"Altaria"
"Brouhabam";"Ténéfix";"Brouhabam"
"Munja";"Relicanth (Femelle)";"Munja"
"Négapi";"Métalosse";"Négapi"
"Regirock";"Rayquaza";"Regirock"
"Linéon";"Vacilys";"Linéon"
"Altaria";"Latias";"Latias"
"Rosabyss";"Kyogre";"Rosabyss"
"Charmina (Mâle)";"Muciole";"Muciole"
"Delcatty";"Ténéfix";"Delcatty"
"Bekipan";"Branette";"Branette"
"Kaorine";"Deoxys (Vitesse)";"Deoxys (Vitesse)"
"Chartor";"Séviper";"Séviper"
"Gardevoir";"Groudon";"Gardevoir"
"Tengalice (Mâle)";"Elecsprint";"Elecsprint"
"Ludicolo (Mâle)";"Oniglali";"Oniglali"
"Groret";"Branette";"Groret"
"Jungko";"Tropius";"Tropius"
"Papinox (Mâle)";"Séviper";"Séviper"
"Milobellus (Femelle)";"Groudon";"Groudon"
"Laggron";"Ludicolo (Mâle)";"Laggron"
"Hélédelle";"Latias";"Latias"
"Kaorine";"Groudon";"Groudon"
"Hélédelle";"Altaria";"Hélédelle"
"Linéon";"Séviper";"Linéon"
"Galeking";"Rayquaza";"Rayquaza"
"Hélédelle";"Ténéfix";"Hélédelle"
"Charmina (Mâle)";"Latios";"Latios"
"Kecleon";"Registeel";"Kecleon"
"Lovdisc";"Latias";"Latias"
"Séviper";"Drattak";"Drattak"
"Laggron";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Grahyèna";"Drattak";"Drattak"
"Linéon";"Morphéo (Blizzard)";"Linéon"
"Solaroc";"Registeel";"Registeel"
"Ludicolo (Mâle)";"Chapignon";"Chapignon"
"Altaria";"Tropius";"Tropius"
"Colhomard";"Latios";"Latios"
"Hariyama";"Ténéfix";"Ténéfix"
"Mangriff";"Colhomard";"Mangriff"
"Papinox (Mâle)";"Galeking";"Papinox (Mâle)"
"Négapi";"Absol";"Absol"
"Tengalice (Mâle)";"Séviper";"Séviper"
"Libégon";"Drattak";"Libégon"
"Morphéo (Blizzard)";"Absol";"Absol"
"Brouhabam";"Sharpedo";"Sharpedo"
"Papinox (Mâle)";"Regirock";"Regirock"
"Colhomard";"Latias";"Latias"
"Ninjask";"Mysdibule";"Ninjask"
"Papinox (Mâle)";"Libégon";"Libégon"
"Serpang";"Rayquaza";"Rayquaza"
"Avaltout (Mâle)";"Absol";"Absol"
"Chartor";"Oniglali";"Oniglali"
"Jungko";"Rosabyss";"Rosabyss"
"Braségali (Mâle)";"Maskadra";"Braségali (Mâle)"
"Munja";"Regirock";"Munja"
"Galeking";"Rosabyss";"Rosabyss"
"Lumivole";"Séviper";"Séviper"
"Tengalice (Mâle)";"Serpang";"Tengalice (Mâle)"
"Ludicolo (Mâle)";"Hariyama";"Ludicolo (Mâle)"
"Libégon";"Latios";"Latios"
"Ninjask";"Armaldo";"Ninjask"
"Relicanth (Femelle)";"Rayquaza";"Rayquaza"
"Bekipan";"Négapi";"Négapi"
"Hélédelle";"Tropius";"Hélédelle"
"Laggron";"Colhomard";"Colhomard"
"Kecleon";"Tropius";"Kecleon"
"Chartor";"Jirachi";"Chartor"
"Braségali (Mâle)";"Monaflèmit";"Monaflèmit"
"Papinox (Mâle)";"Camérupt (Femelle)";"Papinox (Mâle)"
"Oniglali";"Lovdisc";"Oniglali"
"Gardevoir";"Posipi";"Posipi"
"Regirock";"Latias";"Latias"
"Ninjask";"Lovdisc";"Ninjask"
"Camérupt (Femelle)";"Eoko";"Eoko"
"Braségali (Mâle)";"Relicanth (Femelle)";"Braségali (Mâle)"
"Gardevoir";"Mangriff";"Gardevoir"
"Mysdibule";"Rayquaza";"Rayquaza"
"Groret";"Jirachi";"Groret"
"Bekipan";"Latias";"Latias"
"Maskadra";"Altaria";"Altaria"
"Maskadra";"Branette";"Branette"
"Grahyèna";"Oniglali";"Grahyèna"
"Linéon";"Milobellus (Femelle)";"Linéon"
"Altaria";"Absol";"Absol"
"Ténéfix";"Camérupt (Femelle)";"Ténéfix"
"Galeking";"Groret";"Groret"
"Grahyèna";"Galeking";"Grahyèna"
"Wailord";"Kaimorse";"Wailord"
"Ninjask";"Solaroc";"Ninjask"
"Hélédelle";"Avaltout (Mâle)";"Hélédelle"
"Bekipan";"Séléroc";"Bekipan"
"Brouhabam";"Hariyama";"Brouhabam"
"Sharpedo";"Cacturne (Femelle)";"Sharpedo"
"Lumivole";"Mangriff";"Mangriff"
"Chartor";"Cacturne (Femelle)";"Cacturne (Femelle)"
"Oniglali";"Kyogre";"Kyogre"
"Posipi";"Groudon";"Groudon"
"Galeking";"Milobellus (Femelle)";"Milobellus (Femelle)"
"Tengalice (Mâle)";"Armaldo";"Armaldo"
"Séléroc";"Absol";"Absol"
"Ludicolo (Mâle)";"Cacturne (Femelle)";"Cacturne (Femelle)"
"Chapignon";"Charmina (Mâle)";"Chapignon"
"Linéon";"Drattak";"Linéon"
"Jungko";"Morphéo (Blizzard)";"Morphéo (Blizzard)"
"Séléroc";"Regirock";"Regirock"
"Brouhabam";"Kaorine";"Brouhabam"
"Jungko";"Regice";"Jungko"
"Posipi";"Kecleon";"Kecleon"
"Hariyama";"Mysdibule";"Mysdibule"
"Posipi";"Tropius";"Tropius"
"Sharpedo";"Regirock";"Sharpedo"
"Munja";"Tropius";"Munja"
