"P1";"P2";"Vainqueur"
"Roitiflam";"Aflamanoir";"Roitiflam"
"Lakmécygne";"Lugulabre";"Lugulabre"
"Déflaisan (Mâle)";"Pashmilla";"Pashmilla"
"Crocorible";"Mamanbo";"Mamanbo"
"Déflaisan (Mâle)";"Maracachi";"Maracachi"
"Minotaupe";"Bétochef";"Minotaupe"
"Lugulabre";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Miradar";"Viridium";"Viridium"
"Rhinolove";"Brutapode";"Brutapode"
"Mamanbo";"Tranchodon";"Tranchodon"
"Crapustule";"Karaclée";"Crapustule"
"Brutapode";"Miasmax";"Brutapode"
"Manternel";"Scalproie";"Scalproie"
"Manternel";"Sorbouboul";"Manternel"
"Déflaisan (Mâle)";"Cobaltium";"Cobaltium"
"Rhinolove";"Cryptéro";"Rhinolove"
"Léopardus";"Fermite";"Léopardus"
"Bétochef";"Tranchodon";"Tranchodon"
"Darumacho";"Boréas (Totémique)";"Darumacho"
"Farfaduvet";"Tranchodon";"Tranchodon"
"Fragilady";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Symbios";"Golemastoc";"Golemastoc"
"Lakmécygne";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Bétochef";"Vaututrice";"Vaututrice"
"Aflamanoir";"Genesect (Normal)";"Genesect (Normal)"
"Manternel";"Fragilady";"Fragilady"
"Emolga";"Lançargot";"Emolga"
"Rhinolove";"Manternel";"Rhinolove"
"Neitram";"Fulguris (Totémique)";"Neitram"
"Minotaupe";"Bargantua (Motif Rouge)";"Minotaupe"
"Terrakium";"Boréas (Totémique)";"Boréas (Totémique)"
"Clamiral";"Scalproie";"Clamiral"
"Baggaïd";"Polagriffe";"Polagriffe"
"Darumacho";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Flamoutan";"Farfaduvet";"Flamoutan"
"Bétochef";"Bargantua (Motif Rouge)";"Bétochef"
"Polagriffe";"Drakkarmin";"Polagriffe"
"Victini";"Reshiram";"Reshiram"
"Lugulabre";"Tranchodon";"Tranchodon"
"Miradar";"Zekrom";"Zekrom"
"Boréas (Totémique)";"Genesect (Normal)";"Genesect (Normal)"
"Feuiloutan";"Flotoutan";"Feuiloutan"
"Emolga";"Gaulet";"Emolga"
"Drakkarmin";"Boréas (Totémique)";"Boréas (Totémique)"
"Miradar";"Zéblitz";"Zéblitz"
"Miasmax";"Kyurem";"Kyurem"
"Haydaim (Hiver)";"Frison";"Haydaim (Hiver)"
"Aéroptéryx";"Lakmécygne";"Aéroptéryx"
"Karaclée";"Ohmassacre";"Ohmassacre"
"Judokrak";"Frison";"Judokrak"
"Fermite";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Miradar";"Trioxhydre";"Trioxhydre"
"Feuiloutan";"Pyrax";"Pyrax"
"Lugulabre";"Golemastoc";"Golemastoc"
"Mushana";"Cliticlic";"Cliticlic"
"Limonde";"Trioxhydre";"Trioxhydre"
"Rhinolove";"Sidérella";"Rhinolove"
"Roitiflam";"Judokrak";"Judokrak"
"Sidérella";"Cliticlic";"Cliticlic"
"Mamanbo";"Noacier";"Noacier"
"Flamoutan";"Shaofouine";"Shaofouine"
"Manternel";"Miasmax";"Manternel"
"Fragilady";"Golemastoc";"Golemastoc"
"Crabaraque";"Reshiram";"Reshiram"
"Farfaduvet";"Tutankafer";"Tutankafer"
"Feuiloutan";"Cliticlic";"Cliticlic"
"Judokrak";"Drakkarmin";"Drakkarmin"
"Miradar";"Terrakium";"Terrakium"
"Mastouffe";"Limaspeed";"Limaspeed"
"Zoroark";"Vaututrice";"Vaututrice"
"Pashmilla";"Zekrom";"Pashmilla"
"Victini";"Terrakium";"Victini"
"Roitiflam";"Fragilady";"Fragilady"
"Crocorible";"Polagriffe";"Polagriffe"
"Victini";"Manternel";"Victini"
"Pashmilla";"Boréas (Totémique)";"Pashmilla"
"Bétochef";"Shaofouine";"Shaofouine"
"Miasmax";"Gueriaigle";"Gueriaigle"
"Bétochef";"Scalproie";"Scalproie"
"Tutankafer";"Scalproie";"Tutankafer"
"Crapustule";"Neitram";"Neitram"
"Nanméouïe";"Golemastoc";"Golemastoc"
"Lugulabre";"Meloetta (Chant)";"Lugulabre"
"Roitiflam";"Neitram";"Neitram"
"Bargantua (Motif Rouge)";"Mamanbo";"Mamanbo"
"Mushana";"Judokrak";"Mushana"
"Trioxhydre";"Keldeo (Décidé)";"Trioxhydre"
"Roitiflam";"Clamiral";"Clamiral"
"Sorbouboul";"Limonde";"Limonde"
"Manternel";"Limonde";"Manternel"
"Majaspic";"Viridium";"Majaspic"
"Bargantua (Motif Rouge)";"Frison";"Bargantua (Motif Rouge)"
"Flamoutan";"Zoroark";"Zoroark"
"Fermite";"Zekrom";"Zekrom"
"Golemastoc";"Trioxhydre";"Trioxhydre"
"Pashmilla";"Aflamanoir";"Pashmilla"
"Majaspic";"Crabaraque";"Majaspic"
"Minotaupe";"Pyrax";"Pyrax"
"Flamoutan";"Moyade (Mâle)";"Moyade (Mâle)"
"Aéroptéryx";"Démétéros (Totémique)";"Aéroptéryx"
"Aéroptéryx";"Hexagel";"Aéroptéryx"
"Roitiflam";"Mastouffe";"Mastouffe"
"Flotoutan";"Sidérella";"Flotoutan"
"Darumacho";"Hexagel";"Hexagel"
"Cliticlic";"Gueriaigle";"Gueriaigle"
"Lançargot";"Kyurem";"Lançargot"
"Miradar";"Ohmassacre";"Ohmassacre"
"Ohmassacre";"Limaspeed";"Limaspeed"
"Mastouffe";"Fermite";"Mastouffe"
"Crapustule";"Sorbouboul";"Sorbouboul"
"Manternel";"Gueriaigle";"Gueriaigle"
"Limonde";"Fermite";"Fermite"
"Mastouffe";"Crabaraque";"Crabaraque"
"Farfaduvet";"Kyurem";"Kyurem"
"Pyrax";"Terrakium";"Pyrax"
"Fragilady";"Crabaraque";"Fragilady"
"Zoroark";"Fermite";"Zoroark"
"Judokrak";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Mushana";"Ohmassacre";"Mushana"
"Miasmax";"Moyade (Mâle)";"Moyade (Mâle)"
"Gigalithe";"Démétéros (Totémique)";"Gigalithe"
"Brutapode";"Shaofouine";"Brutapode"
"Scalproie";"Meloetta (Chant)";"Scalproie"
"Flotoutan";"Frison";"Frison"
"Karaclée";"Hexagel";"Hexagel"
"Rhinolove";"Shaofouine";"Rhinolove"
"Zéblitz";"Tranchodon";"Zéblitz"
"Judokrak";"Reshiram";"Reshiram"
"Symbios";"Meloetta (Chant)";"Symbios"
"Clamiral";"Maracachi";"Clamiral"
"Majaspic";"Mushana";"Majaspic"
"Lakmécygne";"Aflamanoir";"Lakmécygne"
"Roitiflam";"Trioxhydre";"Trioxhydre"
"Ohmassacre";"Reshiram";"Reshiram"
"Neitram";"Polagriffe";"Neitram"
"Cryptéro";"Emolga";"Emolga"
"Feuiloutan";"Zoroark";"Zoroark"
"Cliticlic";"Genesect (Normal)";"Cliticlic"
"Miradar";"Frison";"Miradar"
"Zéblitz";"Emolga";"Zéblitz"
"Crabaraque";"Cliticlic";"Cliticlic"
"Maracachi";"Kyurem";"Maracachi"
"Gigalithe";"Fulguris (Totémique)";"Gigalithe"
"Rhinolove";"Aflamanoir";"Rhinolove"
"Majaspic";"Zekrom";"Majaspic"
"Roitiflam";"Meloetta (Chant)";"Roitiflam"
"Clamiral";"Limaspeed";"Clamiral"
"Minotaupe";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Déflaisan (Mâle)";"Nanméouïe";"Déflaisan (Mâle)"
"Mygavolt";"Noacier";"Mygavolt"
"Shaofouine";"Zekrom";"Zekrom"
"Gaulet";"Frison";"Frison"
"Neitram";"Boréas (Totémique)";"Neitram"
"Symbios";"Polagriffe";"Symbios"
"Symbios";"Cliticlic";"Cliticlic"
"Zoroark";"Reshiram";"Reshiram"
"Cryptéro";"Aflamanoir";"Cryptéro"
"Vaututrice";"Cobaltium";"Vaututrice"
"Tutankafer";"Hexagel";"Tutankafer"
"Fulguris (Totémique)";"Zekrom";"Zekrom"
"Fragilady";"Scalproie";"Fragilady"
"Darumacho";"Noacier";"Noacier"
"Bargantua (Motif Rouge)";"Tranchodon";"Tranchodon"
"Bétochef";"Fragilady";"Fragilady"
"Nanméouïe";"Frison";"Frison"
"Judokrak";"Baggaïd";"Baggaïd"
"Zéblitz";"Crocorible";"Zéblitz"
"Déflaisan (Mâle)";"Lançargot";"Lançargot"
"Mygavolt";"Fermite";"Mygavolt"
"Crabaraque";"Cryptéro";"Cryptéro"
"Déflaisan (Mâle)";"Meloetta (Chant)";"Déflaisan (Mâle)"
"Polagriffe";"Limonde";"Polagriffe"
"Zéblitz";"Scalproie";"Zéblitz"
"Minotaupe";"Emolga";"Emolga"
"Flamoutan";"Maracachi";"Maracachi"
"Cryptéro";"Sidérella";"Cryptéro"
"Lakmécygne";"Scalproie";"Lakmécygne"
"Gigalithe";"Cobaltium";"Gigalithe"
"Vaututrice";"Reshiram";"Reshiram"
"Symbios";"Terrakium";"Terrakium"
"Lakmécygne";"Golemastoc";"Lakmécygne"
"Lugulabre";"Gueriaigle";"Gueriaigle"
"Cryptéro";"Hexagel";"Hexagel"
"Flamoutan";"Pashmilla";"Pashmilla"
"Miradar";"Judokrak";"Miradar"
"Karaclée";"Cryptéro";"Cryptéro"
"Clamiral";"Reshiram";"Clamiral"
"Noacier";"Reshiram";"Reshiram"
"Rhinolove";"Viridium";"Viridium"
"Baggaïd";"Shaofouine";"Shaofouine"
"Feuiloutan";"Limonde";"Limonde"
"Rhinolove";"Sorbouboul";"Rhinolove"
"Roitiflam";"Gigalithe";"Gigalithe"
"Victini";"Golemastoc";"Victini"
"Roitiflam";"Flamoutan";"Roitiflam"
"Déflaisan (Mâle)";"Genesect (Normal)";"Genesect (Normal)"
"Cliticlic";"Pyrax";"Pyrax"
"Crapustule";"Aéroptéryx";"Aéroptéryx"
"Flamoutan";"Hexagel";"Hexagel"
"Maracachi";"Trioxhydre";"Trioxhydre"
"Crapustule";"Viridium";"Viridium"
"Baggaïd";"Limaspeed";"Limaspeed"
"Crocorible";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Roitiflam";"Darumacho";"Darumacho"
"Minotaupe";"Limonde";"Minotaupe"
"Farfaduvet";"Limaspeed";"Limaspeed"
"Baggaïd";"Hexagel";"Baggaïd"
"Boréas (Totémique)";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Brutapode";"Zekrom";"Brutapode"
"Sidérella";"Zekrom";"Zekrom"
"Déflaisan (Mâle)";"Gigalithe";"Gigalithe"
"Ohmassacre";"Shaofouine";"Shaofouine"
"Cryptéro";"Trioxhydre";"Trioxhydre"
"Gigalithe";"Lakmécygne";"Gigalithe"
"Cryptéro";"Moyade (Mâle)";"Cryptéro"
"Feuiloutan";"Lakmécygne";"Lakmécygne"
"Léopardus";"Frison";"Léopardus"
"Minotaupe";"Zekrom";"Zekrom"
"Zoroark";"Pyrax";"Pyrax"
"Mégapagos";"Aéroptéryx";"Aéroptéryx"
"Mamanbo";"Scalproie";"Scalproie"
"Crabaraque";"Viridium";"Viridium"
"Cliticlic";"Boréas (Totémique)";"Cliticlic"
"Gigalithe";"Sidérella";"Gigalithe"
"Rhinolove";"Maracachi";"Rhinolove"
"Tutankafer";"Gueriaigle";"Gueriaigle"
"Zéblitz";"Baggaïd";"Zéblitz"
"Cryptéro";"Limaspeed";"Limaspeed"
"Manternel";"Golemastoc";"Golemastoc"
"Aflamanoir";"Démétéros (Totémique)";"Démétéros (Totémique)"
"Miradar";"Limonde";"Miradar"
"Maracachi";"Emolga";"Emolga"
"Rhinolove";"Tutankafer";"Tutankafer"
"Haydaim (Hiver)";"Limonde";"Haydaim (Hiver)"
"Pashmilla";"Frison";"Pashmilla"
"Karaclée";"Meloetta (Chant)";"Meloetta (Chant)"
"Mastouffe";"Manternel";"Mastouffe"
"Symbios";"Noacier";"Noacier"
"Tranchodon";"Limaspeed";"Tranchodon"
"Aéroptéryx";"Moyade (Mâle)";"Aéroptéryx"
"Mégapagos";"Sorbouboul";"Mégapagos"
"Zéblitz";"Moyade (Mâle)";"Zéblitz"
"Mégapagos";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Gigalithe";"Mamanbo";"Gigalithe"
"Pashmilla";"Cliticlic";"Pashmilla"
"Sorbouboul";"Kyurem";"Kyurem"
"Rhinolove";"Gueriaigle";"Gueriaigle"
"Judokrak";"Terrakium";"Terrakium"
"Golemastoc";"Boréas (Totémique)";"Golemastoc"
"Baggaïd";"Golemastoc";"Golemastoc"
"Terrakium";"Viridium";"Viridium"
"Léopardus";"Tutankafer";"Tutankafer"
"Miradar";"Aflamanoir";"Aflamanoir"
"Mushana";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Cobaltium";"Genesect (Normal)";"Genesect (Normal)"
"Crapustule";"Démétéros (Totémique)";"Démétéros (Totémique)"
"Déflaisan (Mâle)";"Tranchodon";"Tranchodon"
"Clamiral";"Aflamanoir";"Clamiral"
"Tutankafer";"Tranchodon";"Tranchodon"
"Mastouffe";"Déflaisan (Mâle)";"Déflaisan (Mâle)"
"Cryptéro";"Pashmilla";"Pashmilla"
"Farfaduvet";"Meloetta (Chant)";"Farfaduvet"
"Cliticlic";"Tranchodon";"Tranchodon"
"Maracachi";"Mégapagos";"Mégapagos"
"Emolga";"Meloetta (Chant)";"Emolga"
"Bétochef";"Sorbouboul";"Bétochef"
"Frison";"Boréas (Totémique)";"Frison"
"Mushana";"Zoroark";"Mushana"
"Zéblitz";"Hexagel";"Zéblitz"
"Miradar";"Darumacho";"Darumacho"
"Crocorible";"Gaulet";"Crocorible"
"Cryptéro";"Frison";"Cryptéro"
"Karaclée";"Emolga";"Emolga"
"Minotaupe";"Genesect (Normal)";"Genesect (Normal)"
"Zéblitz";"Fermite";"Zéblitz"
"Roitiflam";"Manternel";"Manternel"
"Tutankafer";"Gaulet";"Tutankafer"
"Flotoutan";"Aflamanoir";"Aflamanoir"
"Bargantua (Motif Rouge)";"Golemastoc";"Golemastoc"
"Emolga";"Fermite";"Emolga"
"Gigalithe";"Mégapagos";"Gigalithe"
"Victini";"Mégapagos";"Mégapagos"
"Fragilady";"Lançargot";"Lançargot"
"Crabaraque";"Kyurem";"Kyurem"
"Léopardus";"Trioxhydre";"Léopardus"
"Zekrom";"Démétéros (Totémique)";"Zekrom"
"Zoroark";"Golemastoc";"Golemastoc"
"Nanméouïe";"Gaulet";"Gaulet"
"Scalproie";"Trioxhydre";"Trioxhydre"
"Viridium";"Démétéros (Totémique)";"Viridium"
"Ohmassacre";"Neitram";"Neitram"
"Miasmax";"Drakkarmin";"Drakkarmin"
"Emolga";"Ohmassacre";"Emolga"
"Zéblitz";"Sidérella";"Zéblitz"
"Minotaupe";"Judokrak";"Minotaupe"
"Miradar";"Mamanbo";"Mamanbo"
"Roitiflam";"Mushana";"Mushana"
"Karaclée";"Drakkarmin";"Drakkarmin"
"Baggaïd";"Boréas (Totémique)";"Boréas (Totémique)"
"Symbios";"Pyrax";"Pyrax"
"Mygavolt";"Hexagel";"Mygavolt"
"Sidérella";"Fermite";"Fermite"
"Crocorible";"Viridium";"Viridium"
"Brutapode";"Keldeo (Décidé)";"Brutapode"
"Clamiral";"Sidérella";"Clamiral"
"Déflaisan (Mâle)";"Fermite";"Déflaisan (Mâle)"
"Maracachi";"Vaututrice";"Vaututrice"
"Golemastoc";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Drakkarmin";"Terrakium";"Terrakium"
"Flotoutan";"Nanméouïe";"Nanméouïe"
"Bétochef";"Pashmilla";"Pashmilla"
"Flotoutan";"Cobaltium";"Cobaltium"
"Mastouffe";"Démétéros (Totémique)";"Mastouffe"
"Hexagel";"Vaututrice";"Vaututrice"
"Crabaraque";"Lugulabre";"Lugulabre"
"Shaofouine";"Démétéros (Totémique)";"Shaofouine"
"Bargantua (Motif Rouge)";"Mégapagos";"Mégapagos"
"Cryptéro";"Kyurem";"Cryptéro"
"Flamoutan";"Déflaisan (Mâle)";"Déflaisan (Mâle)"
"Frison";"Zekrom";"Zekrom"
"Miradar";"Moyade (Mâle)";"Moyade (Mâle)"
"Clamiral";"Lançargot";"Clamiral"
"Drakkarmin";"Fermite";"Fermite"
"Moyade (Mâle)";"Cobaltium";"Moyade (Mâle)"
"Fragilady";"Cobaltium";"Cobaltium"
"Victini";"Ohmassacre";"Victini"
"Flotoutan";"Karaclée";"Flotoutan"
"Mégapagos";"Reshiram";"Reshiram"
"Neitram";"Viridium";"Viridium"
"Léopardus";"Lançargot";"Léopardus"
"Scalproie";"Cobaltium";"Scalproie"
"Mushana";"Drakkarmin";"Mushana"
"Miradar";"Karaclée";"Karaclée"
"Flamoutan";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Lakmécygne";"Sorbouboul";"Lakmécygne"
"Sorbouboul";"Cliticlic";"Cliticlic"
"Brutapode";"Emolga";"Brutapode"
"Miasmax";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Fragilady";"Frison";"Fragilady"
"Sorbouboul";"Drakkarmin";"Sorbouboul"
"Manternel";"Cliticlic";"Cliticlic"
"Mamanbo";"Trioxhydre";"Trioxhydre"
"Majaspic";"Crocorible";"Majaspic"
"Karaclée";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Flamoutan";"Terrakium";"Terrakium"
"Minotaupe";"Hexagel";"Minotaupe"
"Mégapagos";"Mygavolt";"Mygavolt"
"Léopardus";"Scalproie";"Léopardus"
"Flotoutan";"Emolga";"Emolga"
"Miasmax";"Trioxhydre";"Trioxhydre"
"Pashmilla";"Hexagel";"Pashmilla"
"Lugulabre";"Pyrax";"Lugulabre"
"Léopardus";"Crapustule";"Léopardus"
"Tutankafer";"Reshiram";"Reshiram"
"Manternel";"Darumacho";"Manternel"
"Manternel";"Meloetta (Chant)";"Manternel"
"Tutankafer";"Neitram";"Neitram"
"Mamanbo";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Tutankafer";"Polagriffe";"Tutankafer"
"Bétochef";"Sidérella";"Bétochef"
"Bargantua (Motif Rouge)";"Mygavolt";"Mygavolt"
"Miasmax";"Pashmilla";"Pashmilla"
"Scalproie";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Léopardus";"Limaspeed";"Léopardus"
"Farfaduvet";"Golemastoc";"Golemastoc"
"Victini";"Mastouffe";"Victini"
"Mamanbo";"Shaofouine";"Shaofouine"
"Haydaim (Hiver)";"Emolga";"Haydaim (Hiver)"
"Rhinolove";"Emolga";"Emolga"
"Mamanbo";"Neitram";"Neitram"
"Roitiflam";"Golemastoc";"Golemastoc"
"Cliticlic";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Maracachi";"Gaulet";"Maracachi"
"Flamoutan";"Trioxhydre";"Trioxhydre"
"Déflaisan (Mâle)";"Fragilady";"Fragilady"
"Manternel";"Moyade (Mâle)";"Manternel"
"Flamoutan";"Vaututrice";"Vaututrice"
"Tranchodon";"Meloetta (Chant)";"Tranchodon"
"Lakmécygne";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Mastouffe";"Tranchodon";"Tranchodon"
"Feuiloutan";"Mygavolt";"Mygavolt"
"Frison";"Vaututrice";"Vaututrice"
"Gueriaigle";"Vaututrice";"Gueriaigle"
"Mégapagos";"Neitram";"Mégapagos"
"Brutapode";"Tranchodon";"Tranchodon"
"Symbios";"Boréas (Totémique)";"Boréas (Totémique)"
"Bétochef";"Polagriffe";"Bétochef"
"Rhinolove";"Zekrom";"Zekrom"
"Maracachi";"Cliticlic";"Cliticlic"
"Miasmax";"Noacier";"Noacier"
"Farfaduvet";"Lançargot";"Lançargot"
"Mygavolt";"Genesect (Normal)";"Mygavolt"
"Nanméouïe";"Sorbouboul";"Sorbouboul"
"Minotaupe";"Lakmécygne";"Lakmécygne"
"Déflaisan (Mâle)";"Drakkarmin";"Déflaisan (Mâle)"
"Nanméouïe";"Cobaltium";"Cobaltium"
"Scalproie";"Viridium";"Viridium"
"Judokrak";"Shaofouine";"Shaofouine"
"Bétochef";"Mégapagos";"Mégapagos"
"Sidérella";"Viridium";"Viridium"
"Limaspeed";"Reshiram";"Reshiram"
"Clamiral";"Hexagel";"Clamiral"
"Mushana";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Aéroptéryx";"Viridium";"Viridium"
"Nanméouïe";"Emolga";"Emolga"
"Frison";"Meloetta (Chant)";"Frison"
"Minotaupe";"Fermite";"Minotaupe"
"Feuiloutan";"Aflamanoir";"Feuiloutan"
"Nanméouïe";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Haydaim (Hiver)";"Zekrom";"Haydaim (Hiver)"
"Gueriaigle";"Pyrax";"Gueriaigle"
"Maracachi";"Gueriaigle";"Gueriaigle"
"Gaulet";"Ohmassacre";"Ohmassacre"
"Manternel";"Zekrom";"Zekrom"
"Brutapode";"Crocorible";"Brutapode"
"Feuiloutan";"Noacier";"Noacier"
"Farfaduvet";"Cobaltium";"Cobaltium"
"Mégapagos";"Kyurem";"Mégapagos"
"Cryptéro";"Terrakium";"Cryptéro"
"Kyurem";"Genesect (Normal)";"Kyurem"
"Mégapagos";"Fulguris (Totémique)";"Mégapagos"
"Lugulabre";"Reshiram";"Reshiram"
"Neitram";"Limonde";"Neitram"
"Brutapode";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Bargantua (Motif Rouge)";"Zoroark";"Bargantua (Motif Rouge)"
"Lakmécygne";"Meloetta (Chant)";"Lakmécygne"
"Noacier";"Shaofouine";"Noacier"
"Sorbouboul";"Lugulabre";"Lugulabre"
"Farfaduvet";"Gueriaigle";"Gueriaigle"
"Farfaduvet";"Sidérella";"Farfaduvet"
"Roitiflam";"Cryptéro";"Cryptéro"
"Flotoutan";"Tranchodon";"Tranchodon"
"Aflamanoir";"Reshiram";"Reshiram"
"Gigalithe";"Lançargot";"Gigalithe"
"Flotoutan";"Sorbouboul";"Sorbouboul"
"Scalproie";"Pyrax";"Pyrax"
"Manternel";"Lançargot";"Lançargot"
"Crocorible";"Golemastoc";"Golemastoc"
"Karaclée";"Manternel";"Manternel"
"Judokrak";"Tranchodon";"Tranchodon"
"Fragilady";"Shaofouine";"Shaofouine"
"Lakmécygne";"Frison";"Lakmécygne"
"Zéblitz";"Aéroptéryx";"Zéblitz"
"Lakmécygne";"Ohmassacre";"Lakmécygne"
"Miasmax";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Zoroark";"Cliticlic";"Cliticlic"
"Emolga";"Golemastoc";"Emolga"
"Sidérella";"Limonde";"Limonde"
"Minotaupe";"Meloetta (Chant)";"Minotaupe"
"Minotaupe";"Nanméouïe";"Minotaupe"
"Minotaupe";"Farfaduvet";"Minotaupe"
"Flotoutan";"Kyurem";"Kyurem"
"Keldeo (Décidé)";"Meloetta (Chant)";"Keldeo (Décidé)"
"Rhinolove";"Limonde";"Rhinolove"
"Limaspeed";"Gueriaigle";"Gueriaigle"
"Cliticlic";"Cobaltium";"Cliticlic"
"Crocorible";"Mygavolt";"Mygavolt"
"Baggaïd";"Reshiram";"Reshiram"
"Trioxhydre";"Fulguris (Totémique)";"Trioxhydre"
"Crapustule";"Baggaïd";"Baggaïd"
"Feuiloutan";"Neitram";"Feuiloutan"
"Emolga";"Moyade (Mâle)";"Emolga"
"Manternel";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Brutapode";"Hexagel";"Brutapode"
"Flamoutan";"Mamanbo";"Flamoutan"
"Emolga";"Boréas (Totémique)";"Emolga"
"Léopardus";"Bétochef";"Léopardus"
"Majaspic";"Terrakium";"Majaspic"
"Limonde";"Kyurem";"Kyurem"
"Miradar";"Mastouffe";"Mastouffe"
"Cliticlic";"Frison";"Cliticlic"
"Rhinolove";"Mégapagos";"Mégapagos"
"Mushana";"Polagriffe";"Mushana"
"Haydaim (Hiver)";"Moyade (Mâle)";"Haydaim (Hiver)"
"Judokrak";"Scalproie";"Scalproie"
"Sorbouboul";"Limaspeed";"Limaspeed"
"Drakkarmin";"Aflamanoir";"Aflamanoir"
"Judokrak";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Sorbouboul";"Emolga";"Emolga"
"Darumacho";"Lakmécygne";"Lakmécygne"
"Feuiloutan";"Fulguris (Totémique)";"Fulguris (Totémique)"
"Haydaim (Hiver)";"Cliticlic";"Haydaim (Hiver)"
"Crocorible";"Reshiram";"Reshiram"
"Minotaupe";"Tranchodon";"Tranchodon"
"Mégapagos";"Zoroark";"Mégapagos"
"Victini";"Noacier";"Noacier"
"Mastouffe";"Mushana";"Mushana"
"Hexagel";"Limaspeed";"Limaspeed"
"Bétochef";"Démétéros (Totémique)";"Démétéros (Totémique)"
"Flamoutan";"Aflamanoir";"Aflamanoir"
"Zoroark";"Limaspeed";"Zoroark"
"Feuiloutan";"Bétochef";"Feuiloutan"
"Fermite";"Terrakium";"Terrakium"
"Tranchodon";"Kyurem";"Tranchodon"
"Bargantua (Motif Rouge)";"Keldeo (Décidé)";"Keldeo (Décidé)"
"Gaulet";"Démétéros (Totémique)";"Démétéros (Totémique)"
"Crabaraque";"Terrakium";"Terrakium"
"Lakmécygne";"Reshiram";"Reshiram"
"Baggaïd";"Kyurem";"Kyurem"
"Miasmax";"Terrakium";"Terrakium"
"Sidérella";"Trioxhydre";"Trioxhydre"
"Sidérella";"Mamanbo";"Mamanbo"
"Victini";"Cryptéro";"Victini"
"Mégapagos";"Sidérella";"Mégapagos"
"Minotaupe";"Viridium";"Viridium"
"Karaclée";"Vaututrice";"Vaututrice"
"Baggaïd";"Miasmax";"Baggaïd"
"Mushana";"Shaofouine";"Mushana"
"Aéroptéryx";"Boréas (Totémique)";"Aéroptéryx"
"Mygavolt";"Frison";"Mygavolt"
"Clamiral";"Darumacho";"Clamiral"
"Zéblitz";"Genesect (Normal)";"Zéblitz"
"Miasmax";"Neitram";"Neitram"
"Minotaupe";"Noacier";"Noacier"
"Minotaupe";"Crabaraque";"Crabaraque"
"Léopardus";"Cryptéro";"Léopardus"
"Limaspeed";"Limonde";"Limaspeed"
"Sorbouboul";"Shaofouine";"Shaofouine"
"Golemastoc";"Cobaltium";"Golemastoc"
"Manternel";"Limaspeed";"Limaspeed"
"Minotaupe";"Mamanbo";"Mamanbo"
"Miradar";"Crapustule";"Crapustule"
"Polagriffe";"Pyrax";"Pyrax"
"Darumacho";"Haydaim (Hiver)";"Haydaim (Hiver)"
"Gaulet";"Reshiram";"Reshiram"
"Flamoutan";"Kyurem";"Kyurem"
"Léopardus";"Miasmax";"Léopardus"
"Victini";"Meloetta (Chant)";"Victini"
"Aéroptéryx";"Fulguris (Totémique)";"Aéroptéryx"
"Fulguris (Totémique)";"Meloetta (Chant)";"Fulguris (Totémique)"
"Bargantua (Motif Rouge)";"Boréas (Totémique)";"Boréas (Totémique)"
"Brutapode";"Tutankafer";"Brutapode"
"Aéroptéryx";"Trioxhydre";"Aéroptéryx"
"Lançargot";"Drakkarmin";"Lançargot"
"Bétochef";"Symbios";"Symbios"
"Limonde";"Gueriaigle";"Gueriaigle"
"Roitiflam";"Léopardus";"Léopardus"
"Gueriaigle";"Trioxhydre";"Gueriaigle"
"Farfaduvet";"Boréas (Totémique)";"Boréas (Totémique)"
"Aéroptéryx";"Cliticlic";"Aéroptéryx"
"Mastouffe";"Frison";"Mastouffe"
"Polagriffe";"Meloetta (Chant)";"Polagriffe"
"Victini";"Pashmilla";"Pashmilla"
"Farfaduvet";"Gaulet";"Farfaduvet"
"Fragilady";"Pashmilla";"Pashmilla"
"Crapustule";"Cobaltium";"Cobaltium"
"Bargantua (Motif Rouge)";"Lugulabre";"Lugulabre"
"Flotoutan";"Mamanbo";"Mamanbo"
"Majaspic";"Démétéros (Totémique)";"Majaspic"
"Zéblitz";"Rhinolove";"Zéblitz"
