"P1";"P2";"Vainqueur"
"Sarmuraï";"Cancrelove";"Sarmuraï"
"Sinistrail";"Zéroïd";"Zéroïd"
"Tokotoro";"Magearna";"Magearna"
"Félinferno";"Prédastérie";"Félinferno"
"Floramantis";"Tokorico";"Floramantis"
"Quartermac";"Bamboiselle";"Quartermac"
"Argouste";"Sinistrail";"Sinistrail"
"Chelours";"Concombaffe";"Concombaffe"
"Lougaroc (Crépusculaire)";"Bamboiselle";"Lougaroc (Crépusculaire)"
"Sucreine";"Katagami";"Sucreine"
"Félinferno";"Guérilande";"Guérilande"
"Grolem (Alola)";"Rubombelle";"Rubombelle"
"Chelours";"Tokorico";"Tokorico"
"Tokopiyon";"Câblifère";"Câblifère"
"Rubombelle";"Tokopiyon";"Rubombelle"
"Grolem (Alola)";"Plumeline (Buyo)";"Plumeline (Buyo)"
"Tokotoro";"Marshadow";"Marshadow"
"Lougaroc (Crépusculaire)";"Necrozma";"Lougaroc (Crépusculaire)"
"Togedemaru";"Mimiqui";"Mimiqui"
"Sablaireau (Alola)";"Argouste";"Sablaireau (Alola)"
"Lougaroc (Crépusculaire)";"Tokopiyon";"Lougaroc (Crépusculaire)"
"Sablaireau (Alola)";"Plumeline (Buyo)";"Sablaireau (Alola)"
"Sucreine";"Tokopiyon";"Sucreine"
"Boumata";"Tokopiyon";"Tokopiyon"
"Lucanon";"Necrozma";"Lucanon"
"Triopikeur (Alola)";"Cancrelove";"Cancrelove"
"Archéduc";"Zéroïd";"Archéduc"
"Sucreine";"Guérilande";"Guérilande"
"Oratoria";"Denticrisse";"Oratoria"
"Lampignon";"Dodoala";"Lampignon"
"Argouste";"Tokopisco";"Tokopisco"
"Grotadmorv (Alola)";"Tokotoro";"Tokotoro"
"Grolem (Alola)";"Mouscoto";"Mouscoto"
"Floramantis";"Trépassable";"Floramantis"
"Sinistrail";"Bamboiselle";"Sinistrail"
"Bourrinos";"Quartermac";"Quartermac"
"Oratoria";"Mouscoto";"Mouscoto"
"Félinferno";"Necrozma";"Necrozma"
"Raichu (Alola)";"Magearna";"Raichu (Alola)"
"Draïeul";"Ekaïser";"Ekaïser"
"Trépassable";"Concombaffe";"Concombaffe"
"Tokotoro";"Tokopisco";"Tokopisco"
"Bourrinos";"Mouscoto";"Mouscoto"
"Félinferno";"Tarenbulle";"Tarenbulle"
"Quartermac";"Sinistrail";"Quartermac"
"Ekaïser";"Necrozma";"Necrozma"
"Triopikeur (Alola)";"Tokorico";"Tokorico"
"Raichu (Alola)";"Archéduc";"Archéduc"
"Triopikeur (Alola)";"Silvallié";"Silvallié"
"Mimiqui";"Necrozma";"Mimiqui"
"Oratoria";"Plumeline (Buyo)";"Oratoria"
"Bourrinos";"Tokotoro";"Bourrinos"
"Sucreine";"Silvallié";"Silvallié"
"Grotadmorv (Alola)";"Mimiqui";"Mimiqui"
"Togedemaru";"Draïeul";"Togedemaru"
"Persian (Alola)";"Denticrisse";"Denticrisse"
"Archéduc";"Cancrelove";"Archéduc"
"Lampignon";"Tokopisco";"Tokopisco"
"Sablaireau (Alola)";"Trépassable";"Sablaireau (Alola)"
"Sarmuraï";"Câblifère";"Sarmuraï"
"Guérilande";"Dodoala";"Guérilande"
"Solgaleo";"Magearna";"Solgaleo"
"Guérilande";"Silvallié";"Silvallié"
"Dodoala";"Tokopiyon";"Dodoala"
"Rattatac (Alola)";"Quartermac";"Quartermac"
"Raichu (Alola)";"Tokopiyon";"Raichu (Alola)"
"Froussardine (Solitaire)";"Guérilande";"Froussardine (Solitaire)"
"Silvallié";"Boumata";"Silvallié"
"Triopikeur (Alola)";"Boumata";"Boumata"
"Ossatueur (Alola)";"Mimiqui";"Ossatueur (Alola)"
"Bourrinos";"Lampignon";"Lampignon"
"Chelours";"Solgaleo";"Solgaleo"
"Bazoucan";"Concombaffe";"Concombaffe"
"Feunard (Alola)";"Mouscoto";"Feunard (Alola)"
"Grotadmorv (Alola)";"Tokopiyon";"Tokopiyon"
"Sablaireau (Alola)";"Rubombelle";"Sablaireau (Alola)"
"Sablaireau (Alola)";"Chelours";"Sablaireau (Alola)"
"Persian (Alola)";"Trépassable";"Trépassable"
"Sablaireau (Alola)";"Katagami";"Sablaireau (Alola)"
"Ossatueur (Alola)";"Silvallié";"Silvallié"
"Prédastérie";"Sarmuraï";"Sarmuraï"
"Grotadmorv (Alola)";"Chelours";"Grotadmorv (Alola)"
"Sarmuraï";"Solgaleo";"Sarmuraï"
"Malamandre";"Denticrisse";"Malamandre"
"Grotadmorv (Alola)";"Marshadow";"Marshadow"
"Sablaireau (Alola)";"Prédastérie";"Sablaireau (Alola)"
"Persian (Alola)";"Solgaleo";"Solgaleo"
"Rattatac (Alola)";"Malamandre";"Malamandre"
"Rattatac (Alola)";"Prédastérie";"Prédastérie"
"Argouste";"Marshadow";"Marshadow"
"Grotadmorv (Alola)";"Denticrisse";"Grotadmorv (Alola)"
"Feunard (Alola)";"Floramantis";"Feunard (Alola)"
"Concombaffe";"Mimiqui";"Mimiqui"
"Argouste";"Mouscoto";"Mouscoto"
"Rattatac (Alola)";"Cancrelove";"Cancrelove"
"Triopikeur (Alola)";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Tokopiyon";"Lunala";"Lunala"
"Grotadmorv (Alola)";"Tokorico";"Tokorico"
"Rubombelle";"Tokopisco";"Tokopisco"
"Plumeline (Buyo)";"Mimiqui";"Mimiqui"
"Froussardine (Solitaire)";"Dodoala";"Froussardine (Solitaire)"
"Météno (Météore)";"Zéroïd";"Météno (Météore)"
"Sucreine";"Cancrelove";"Sucreine"
"Météno (Météore)";"Engloutyran";"Météno (Météore)"
"Tarenbulle";"Silvallié";"Silvallié"
"Noadkoko (Alola)";"Tokopiyon";"Noadkoko (Alola)"
"Archéduc";"Necrozma";"Archéduc"
"Sablaireau (Alola)";"Bamboiselle";"Sablaireau (Alola)"
"Feunard (Alola)";"Bamboiselle";"Feunard (Alola)"
"Sablaireau (Alola)";"Dodoala";"Sablaireau (Alola)"
"Raichu (Alola)";"Prédastérie";"Raichu (Alola)"
"Rubombelle";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Zéroïd";"Cancrelove";"Zéroïd"
"Silvallié";"Draïeul";"Silvallié"
"Froussardine (Solitaire)";"Marshadow";"Marshadow"
"Lougaroc (Crépusculaire)";"Câblifère";"Lougaroc (Crépusculaire)"
"Argouste";"Togedemaru";"Togedemaru"
"Sablaireau (Alola)";"Lucanon";"Sablaireau (Alola)"
"Sablaireau (Alola)";"Tokopiyon";"Sablaireau (Alola)"
"Archéduc";"Concombaffe";"Archéduc"
"Tokotoro";"Katagami";"Katagami"
"Tarenbulle";"Necrozma";"Necrozma"
"Oratoria";"Sucreine";"Sucreine"
"Floramantis";"Denticrisse";"Floramantis"
"Plumeline (Buyo)";"Chelours";"Plumeline (Buyo)"
"Lucanon";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Triopikeur (Alola)";"Grotadmorv (Alola)";"Grotadmorv (Alola)"
"Noadkoko (Alola)";"Concombaffe";"Noadkoko (Alola)"
"Bazoucan";"Sucreine";"Sucreine"
"Feunard (Alola)";"Câblifère";"Feunard (Alola)"
"Prédastérie";"Sinistrail";"Sinistrail"
"Mimiqui";"Tokorico";"Tokorico"
"Boumata";"Tokotoro";"Boumata"
"Feunard (Alola)";"Marshadow";"Feunard (Alola)"
"Tarenbulle";"Katagami";"Katagami"
"Zéroïd";"Magearna";"Zéroïd"
"Zéroïd";"Marshadow";"Marshadow"
"Sarmuraï";"Boumata";"Sarmuraï"
"Raichu (Alola)";"Quartermac";"Quartermac"
"Guérilande";"Câblifère";"Guérilande"
"Froussardine (Solitaire)";"Quartermac";"Froussardine (Solitaire)"
"Félinferno";"Lampignon";"Félinferno"
"Félinferno";"Plumeline (Buyo)";"Plumeline (Buyo)"
"Quartermac";"Dodoala";"Quartermac"
"Quartermac";"Denticrisse";"Quartermac"
"Grolem (Alola)";"Solgaleo";"Solgaleo"
"Rattatac (Alola)";"Sinistrail";"Sinistrail"
"Ossatueur (Alola)";"Bazoucan";"Ossatueur (Alola)"
"Feunard (Alola)";"Togedemaru";"Feunard (Alola)"
"Dodoala";"Solgaleo";"Solgaleo"
"Archéduc";"Bazoucan";"Archéduc"
"Grotadmorv (Alola)";"Cancrelove";"Grotadmorv (Alola)"
"Tarenbulle";"Ekaïser";"Ekaïser"
"Tarenbulle";"Tokopisco";"Tokopisco"
"Froussardine (Solitaire)";"Mouscoto";"Froussardine (Solitaire)"
"Rattatac (Alola)";"Floramantis";"Floramantis"
"Dodoala";"Magearna";"Magearna"
"Mimiqui";"Marshadow";"Marshadow"
"Noadkoko (Alola)";"Argouste";"Noadkoko (Alola)"
"Ossatueur (Alola)";"Guérilande";"Ossatueur (Alola)"
"Concombaffe";"Engloutyran";"Concombaffe"
"Solgaleo";"Engloutyran";"Solgaleo"
"Bazoucan";"Dodoala";"Bazoucan"
"Tokopiyon";"Cancrelove";"Tokopiyon"
"Météno (Météore)";"Sinistrail";"Météno (Météore)"
"Sablaireau (Alola)";"Tokotoro";"Sablaireau (Alola)"
"Froussardine (Solitaire)";"Trépassable";"Froussardine (Solitaire)"
"Oratoria";"Sarmuraï";"Sarmuraï"
"Denticrisse";"Marshadow";"Marshadow"
"Lampignon";"Chelours";"Lampignon"
"Lougaroc (Crépusculaire)";"Froussardine (Solitaire)";"Lougaroc (Crépusculaire)"
"Chelours";"Engloutyran";"Engloutyran"
"Malamandre";"Zéroïd";"Zéroïd"
"Grolem (Alola)";"Ossatueur (Alola)";"Ossatueur (Alola)"
"Tokorico";"Zéroïd";"Tokorico"
"Froussardine (Solitaire)";"Lunala";"Froussardine (Solitaire)"
"Raichu (Alola)";"Argouste";"Raichu (Alola)"
"Denticrisse";"Magearna";"Magearna"
"Tokotoro";"Bamboiselle";"Tokotoro"
"Floramantis";"Tokopisco";"Floramantis"
"Persian (Alola)";"Katagami";"Katagami"
"Sablaireau (Alola)";"Draïeul";"Sablaireau (Alola)"
"Sablaireau (Alola)";"Cancrelove";"Sablaireau (Alola)"
"Malamandre";"Sucreine";"Malamandre"
"Sablaireau (Alola)";"Bazoucan";"Sablaireau (Alola)"
"Dodoala";"Câblifère";"Câblifère"
"Boumata";"Solgaleo";"Solgaleo"
"Rattatac (Alola)";"Noadkoko (Alola)";"Noadkoko (Alola)"
"Bamboiselle";"Katagami";"Katagami"
"Rubombelle";"Bamboiselle";"Rubombelle"
"Félinferno";"Tokopisco";"Tokopisco"
"Persian (Alola)";"Draïeul";"Persian (Alola)"
"Rattatac (Alola)";"Engloutyran";"Engloutyran"
"Plumeline (Buyo)";"Draïeul";"Plumeline (Buyo)"
"Argouste";"Trépassable";"Trépassable"
"Sarmuraï";"Lunala";"Sarmuraï"
"Quartermac";"Mouscoto";"Quartermac"
"Sablaireau (Alola)";"Necrozma";"Sablaireau (Alola)"
"Lucanon";"Floramantis";"Floramantis"
"Ossatueur (Alola)";"Boumata";"Ossatueur (Alola)"
"Rattatac (Alola)";"Bamboiselle";"Rattatac (Alola)"
"Lucanon";"Denticrisse";"Lucanon"
"Argouste";"Katagami";"Katagami"
"Oratoria";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Lampignon";"Météno (Météore)";"Météno (Météore)"
"Froussardine (Solitaire)";"Ekaïser";"Froussardine (Solitaire)"
"Noadkoko (Alola)";"Guérilande";"Noadkoko (Alola)"
"Grotadmorv (Alola)";"Malamandre";"Malamandre"
"Tokopisco";"Katagami";"Tokopisco"
"Oratoria";"Prédastérie";"Oratoria"
"Tarenbulle";"Chelours";"Tarenbulle"
"Ekaïser";"Câblifère";"Câblifère"
"Raichu (Alola)";"Engloutyran";"Raichu (Alola)"
"Rattatac (Alola)";"Zéroïd";"Zéroïd"
"Dodoala";"Denticrisse";"Dodoala"
"Malamandre";"Togedemaru";"Malamandre"
"Grolem (Alola)";"Noadkoko (Alola)";"Noadkoko (Alola)"
"Raichu (Alola)";"Plumeline (Buyo)";"Plumeline (Buyo)"
"Chelours";"Tokopisco";"Tokopisco"
"Noadkoko (Alola)";"Bamboiselle";"Noadkoko (Alola)"
"Noadkoko (Alola)";"Trépassable";"Noadkoko (Alola)"
"Floramantis";"Bamboiselle";"Floramantis"
"Archéduc";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Raichu (Alola)";"Lucanon";"Lucanon"
"Bourrinos";"Zéroïd";"Bourrinos"
"Concombaffe";"Sinistrail";"Concombaffe"
"Grotadmorv (Alola)";"Sucreine";"Sucreine"
"Bamboiselle";"Necrozma";"Necrozma"
"Feunard (Alola)";"Sarmuraï";"Sarmuraï"
"Sablaireau (Alola)";"Archéduc";"Sablaireau (Alola)"
"Tarenbulle";"Lampignon";"Tarenbulle"
"Sarmuraï";"Magearna";"Sarmuraï"
"Persian (Alola)";"Bamboiselle";"Bamboiselle"
"Gouroutan";"Concombaffe";"Concombaffe"
"Malamandre";"Solgaleo";"Solgaleo"
"Sucreine";"Météno (Météore)";"Météno (Météore)"
"Félinferno";"Malamandre";"Félinferno"
"Félinferno";"Bourrinos";"Bourrinos"
"Concombaffe";"Katagami";"Concombaffe"
"Argouste";"Engloutyran";"Engloutyran"
"Ossatueur (Alola)";"Plumeline (Buyo)";"Ossatueur (Alola)"
"Bourrinos";"Magearna";"Bourrinos"
"Ossatueur (Alola)";"Cancrelove";"Ossatueur (Alola)"
"Grolem (Alola)";"Argouste";"Argouste"
"Sablaireau (Alola)";"Tokopisco";"Sablaireau (Alola)"
"Silvallié";"Denticrisse";"Silvallié"
"Gouroutan";"Denticrisse";"Gouroutan"
"Lucanon";"Sucreine";"Lucanon"
"Rattatac (Alola)";"Archéduc";"Archéduc"
"Guérilande";"Solgaleo";"Solgaleo"
"Bourrinos";"Lunala";"Lunala"
"Quartermac";"Ekaïser";"Quartermac"
"Noadkoko (Alola)";"Gouroutan";"Noadkoko (Alola)"
"Quartermac";"Magearna";"Quartermac"
"Guérilande";"Necrozma";"Guérilande"
"Floramantis";"Sinistrail";"Floramantis"
"Persian (Alola)";"Plumeline (Buyo)";"Plumeline (Buyo)"
"Plumeline (Buyo)";"Câblifère";"Plumeline (Buyo)"
"Archéduc";"Trépassable";"Archéduc"
"Silvallié";"Dodoala";"Silvallié"
"Argouste";"Quartermac";"Quartermac"
"Grotadmorv (Alola)";"Draïeul";"Grotadmorv (Alola)"
"Félinferno";"Dodoala";"Félinferno"
"Denticrisse";"Mouscoto";"Mouscoto"
"Persian (Alola)";"Lucanon";"Lucanon"
"Boumata";"Togedemaru";"Togedemaru"
"Boumata";"Draïeul";"Boumata"
"Noadkoko (Alola)";"Oratoria";"Noadkoko (Alola)"
"Archéduc";"Prédastérie";"Archéduc"
"Plumeline (Buyo)";"Bamboiselle";"Plumeline (Buyo)"
"Malamandre";"Bamboiselle";"Malamandre"
"Tarenbulle";"Sarmuraï";"Sarmuraï"
"Quartermac";"Silvallié";"Silvallié"
"Sablaireau (Alola)";"Zéroïd";"Sablaireau (Alola)"
"Archéduc";"Tokotoro";"Archéduc"
"Ekaïser";"Marshadow";"Marshadow"
"Floramantis";"Dodoala";"Floramantis"
"Boumata";"Mouscoto";"Mouscoto"
"Prédastérie";"Floramantis";"Floramantis"
"Guérilande";"Cancrelove";"Guérilande"
"Bazoucan";"Engloutyran";"Bazoucan"
"Gouroutan";"Marshadow";"Marshadow"
"Denticrisse";"Cancrelove";"Cancrelove"
"Trépassable";"Solgaleo";"Solgaleo"
"Noadkoko (Alola)";"Météno (Météore)";"Météno (Météore)"
"Bazoucan";"Sarmuraï";"Sarmuraï"
"Malamandre";"Sinistrail";"Malamandre"
"Sucreine";"Dodoala";"Sucreine"
"Gouroutan";"Engloutyran";"Gouroutan"
"Rubombelle";"Tokotoro";"Rubombelle"
"Grolem (Alola)";"Guérilande";"Guérilande"
"Mimiqui";"Tokopisco";"Tokopisco"
"Triopikeur (Alola)";"Necrozma";"Necrozma"
"Raichu (Alola)";"Draïeul";"Raichu (Alola)"
"Persian (Alola)";"Magearna";"Magearna"
"Grolem (Alola)";"Cancrelove";"Grolem (Alola)"
"Félinferno";"Ekaïser";"Félinferno"
"Plumeline (Buyo)";"Guérilande";"Plumeline (Buyo)"
"Câblifère";"Magearna";"Câblifère"
"Concombaffe";"Mouscoto";"Concombaffe"
"Lucanon";"Togedemaru";"Lucanon"
"Rubombelle";"Sarmuraï";"Sarmuraï"
"Chelours";"Katagami";"Katagami"
"Feunard (Alola)";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Sablaireau (Alola)";"Noadkoko (Alola)";"Sablaireau (Alola)"
"Noadkoko (Alola)";"Mimiqui";"Mimiqui"
"Triopikeur (Alola)";"Tarenbulle";"Tarenbulle"
"Lougaroc (Crépusculaire)";"Solgaleo";"Lougaroc (Crépusculaire)"
"Trépassable";"Tokotoro";"Trépassable"
"Rubombelle";"Silvallié";"Silvallié"
"Grolem (Alola)";"Silvallié";"Silvallié"
"Oratoria";"Bazoucan";"Bazoucan"
"Malamandre";"Trépassable";"Malamandre"
"Floramantis";"Zéroïd";"Floramantis"
"Solgaleo";"Katagami";"Solgaleo"
"Gouroutan";"Mouscoto";"Mouscoto"
"Prédastérie";"Boumata";"Prédastérie"
"Grotadmorv (Alola)";"Argouste";"Argouste"
"Bourrinos";"Solgaleo";"Solgaleo"
"Félinferno";"Argouste";"Félinferno"
"Raichu (Alola)";"Lampignon";"Raichu (Alola)"
"Feunard (Alola)";"Lucanon";"Feunard (Alola)"
"Persian (Alola)";"Dodoala";"Dodoala"
"Gouroutan";"Necrozma";"Necrozma"
"Rubombelle";"Sucreine";"Sucreine"
"Météno (Météore)";"Tokopiyon";"Météno (Météore)"
"Lucanon";"Sinistrail";"Lucanon"
"Argouste";"Lampignon";"Argouste"
"Sinistrail";"Magearna";"Sinistrail"
"Triopikeur (Alola)";"Zéroïd";"Zéroïd"
"Raichu (Alola)";"Malamandre";"Raichu (Alola)"
"Feunard (Alola)";"Quartermac";"Feunard (Alola)"
"Ekaïser";"Tokotoro";"Tokotoro"
"Lougaroc (Crépusculaire)";"Katagami";"Lougaroc (Crépusculaire)"
"Raichu (Alola)";"Tarenbulle";"Raichu (Alola)"
"Prédastérie";"Lunala";"Lunala"
"Bourrinos";"Sucreine";"Sucreine"
"Grolem (Alola)";"Bazoucan";"Bazoucan"
"Malamandre";"Tokorico";"Tokorico"
"Grotadmorv (Alola)";"Katagami";"Katagami"
"Tarenbulle";"Sucreine";"Sucreine"
"Guérilande";"Tokopisco";"Tokopisco"
"Lampignon";"Sinistrail";"Sinistrail"
"Katagami";"Engloutyran";"Katagami"
"Ossatueur (Alola)";"Argouste";"Ossatueur (Alola)"
"Archéduc";"Bamboiselle";"Archéduc"
"Bazoucan";"Silvallié";"Silvallié"
"Noadkoko (Alola)";"Rubombelle";"Noadkoko (Alola)"
"Oratoria";"Sinistrail";"Oratoria"
"Raichu (Alola)";"Trépassable";"Trépassable"
"Tokopisco";"Zéroïd";"Tokopisco"
"Floramantis";"Silvallié";"Floramantis"
"Persian (Alola)";"Argouste";"Argouste"
"Rubombelle";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Sablaireau (Alola)";"Feunard (Alola)";"Feunard (Alola)"
"Ossatueur (Alola)";"Katagami";"Ossatueur (Alola)"
"Lucanon";"Trépassable";"Lucanon"
"Lucanon";"Zéroïd";"Lucanon"
"Oratoria";"Zéroïd";"Zéroïd"
"Météno (Météore)";"Necrozma";"Météno (Météore)"
"Argouste";"Draïeul";"Argouste"
"Lucanon";"Dodoala";"Lucanon"
"Bazoucan";"Boumata";"Bazoucan"
"Trépassable";"Câblifère";"Câblifère"
"Sarmuraï";"Draïeul";"Sarmuraï"
"Oratoria";"Dodoala";"Oratoria"
"Sarmuraï";"Togedemaru";"Sarmuraï"
"Solgaleo";"Zéroïd";"Solgaleo"
"Raichu (Alola)";"Togedemaru";"Raichu (Alola)"
"Floramantis";"Draïeul";"Floramantis"
"Sucreine";"Gouroutan";"Sucreine"
"Floramantis";"Necrozma";"Floramantis"
"Gouroutan";"Câblifère";"Câblifère"
"Sablaireau (Alola)";"Sarmuraï";"Sarmuraï"
"Denticrisse";"Engloutyran";"Engloutyran"
"Quartermac";"Togedemaru";"Quartermac"
"Rubombelle";"Marshadow";"Marshadow"
"Félinferno";"Sarmuraï";"Sarmuraï"
"Ekaïser";"Katagami";"Katagami"
"Prédastérie";"Zéroïd";"Zéroïd"
"Triopikeur (Alola)";"Magearna";"Magearna"
"Ossatueur (Alola)";"Lunala";"Lunala"
"Plumeline (Buyo)";"Mouscoto";"Plumeline (Buyo)"
"Lougaroc (Crépusculaire)";"Tokopisco";"Lougaroc (Crépusculaire)"
"Archéduc";"Rubombelle";"Archéduc"
"Feunard (Alola)";"Guérilande";"Feunard (Alola)"
"Persian (Alola)";"Ossatueur (Alola)";"Ossatueur (Alola)"
"Ekaïser";"Tokopisco";"Tokopisco"
"Malamandre";"Tokotoro";"Malamandre"
"Sablaireau (Alola)";"Grolem (Alola)";"Sablaireau (Alola)"
"Bamboiselle";"Magearna";"Magearna"
"Chelours";"Denticrisse";"Chelours"
"Froussardine (Solitaire)";"Cancrelove";"Froussardine (Solitaire)"
"Zéroïd";"Câblifère";"Câblifère"
"Raichu (Alola)";"Ekaïser";"Raichu (Alola)"
"Floramantis";"Tokopiyon";"Floramantis"
"Noadkoko (Alola)";"Tokotoro";"Noadkoko (Alola)"
"Noadkoko (Alola)";"Floramantis";"Floramantis"
"Malamandre";"Magearna";"Malamandre"
"Félinferno";"Concombaffe";"Concombaffe"
"Ossatueur (Alola)";"Bourrinos";"Ossatueur (Alola)"
"Ossatueur (Alola)";"Sucreine";"Ossatueur (Alola)"
"Draïeul";"Mouscoto";"Mouscoto"
"Archéduc";"Mouscoto";"Archéduc"
"Dodoala";"Cancrelove";"Dodoala"
"Triopikeur (Alola)";"Draïeul";"Draïeul"
"Persian (Alola)";"Noadkoko (Alola)";"Noadkoko (Alola)"
"Archéduc";"Météno (Météore)";"Archéduc"
"Triopikeur (Alola)";"Quartermac";"Quartermac"
"Sablaireau (Alola)";"Lampignon";"Sablaireau (Alola)"
"Tokopiyon";"Marshadow";"Marshadow"
"Sinistrail";"Tokorico";"Tokorico"
"Mimiqui";"Sinistrail";"Mimiqui"
"Sablaireau (Alola)";"Ossatueur (Alola)";"Sablaireau (Alola)"
"Ossatueur (Alola)";"Quartermac";"Ossatueur (Alola)"
"Mouscoto";"Magearna";"Mouscoto"
"Quartermac";"Tokorico";"Tokorico"
"Triopikeur (Alola)";"Concombaffe";"Concombaffe"
"Sucreine";"Zéroïd";"Zéroïd"
"Feunard (Alola)";"Malamandre";"Feunard (Alola)"
"Sablaireau (Alola)";"Ekaïser";"Sablaireau (Alola)"
"Ossatueur (Alola)";"Lougaroc (Crépusculaire)";"Lougaroc (Crépusculaire)"
"Raichu (Alola)";"Cancrelove";"Raichu (Alola)"
"Sucreine";"Sinistrail";"Sucreine"
"Oratoria";"Bamboiselle";"Oratoria"
"Froussardine (Solitaire)";"Concombaffe";"Froussardine (Solitaire)"
"Bazoucan";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Grotadmorv (Alola)";"Bazoucan";"Bazoucan"
"Lampignon";"Câblifère";"Câblifère"
"Floramantis";"Mimiqui";"Floramantis"
"Sablaireau (Alola)";"Mimiqui";"Sablaireau (Alola)"
"Sablaireau (Alola)";"Quartermac";"Sablaireau (Alola)"
"Archéduc";"Tokorico";"Archéduc"
"Dodoala";"Boumata";"Dodoala"
"Noadkoko (Alola)";"Togedemaru";"Noadkoko (Alola)"
"Argouste";"Météno (Météore)";"Météno (Météore)"
"Lougaroc (Crépusculaire)";"Engloutyran";"Lougaroc (Crépusculaire)"
"Raichu (Alola)";"Marshadow";"Marshadow"
"Météno (Météore)";"Bamboiselle";"Météno (Météore)"
"Rubombelle";"Katagami";"Katagami"
"Sablaireau (Alola)";"Bourrinos";"Sablaireau (Alola)"
"Lucanon";"Boumata";"Lucanon"
"Sucreine";"Togedemaru";"Sucreine"
"Tarenbulle";"Marshadow";"Marshadow"
"Lougaroc (Crépusculaire)";"Mimiqui";"Lougaroc (Crépusculaire)"
"Floramantis";"Lampignon";"Floramantis"
"Denticrisse";"Ekaïser";"Ekaïser"
"Feunard (Alola)";"Tokorico";"Feunard (Alola)"
"Oratoria";"Tokotoro";"Oratoria"
"Froussardine (Solitaire)";"Magearna";"Froussardine (Solitaire)"
"Lampignon";"Solgaleo";"Solgaleo"
"Grolem (Alola)";"Quartermac";"Quartermac"
"Froussardine (Solitaire)";"Gouroutan";"Froussardine (Solitaire)"
"Trépassable";"Katagami";"Katagami"
"Ossatueur (Alola)";"Gouroutan";"Ossatueur (Alola)"
"Denticrisse";"Lunala";"Lunala"
"Trépassable";"Tokopiyon";"Tokopiyon"
"Triopikeur (Alola)";"Bourrinos";"Bourrinos"
"Persian (Alola)";"Câblifère";"Câblifère"
"Sucreine";"Draïeul";"Sucreine"
"Raichu (Alola)";"Sablaireau (Alola)";"Sablaireau (Alola)"
"Archéduc";"Sucreine";"Archéduc"
"Grotadmorv (Alola)";"Lucanon";"Lucanon"
"Togedemaru";"Denticrisse";"Togedemaru"
"Plumeline (Buyo)";"Cancrelove";"Plumeline (Buyo)"
"Malamandre";"Câblifère";"Malamandre"
"Raichu (Alola)";"Persian (Alola)";"Raichu (Alola)"
"Raichu (Alola)";"Concombaffe";"Concombaffe"
"Tarenbulle";"Concombaffe";"Concombaffe"
"Sablaireau (Alola)";"Tokorico";"Sablaireau (Alola)"
"Ossatueur (Alola)";"Lucanon";"Lucanon"
"Cancrelove";"Engloutyran";"Engloutyran"
"Draïeul";"Katagami";"Katagami"
"Grotadmorv (Alola)";"Lunala";"Lunala"
"Rubombelle";"Malamandre";"Malamandre"
"Lougaroc (Crépusculaire)";"Tokotoro";"Lougaroc (Crépusculaire)"
"Raichu (Alola)";"Météno (Météore)";"Météno (Météore)"
"Guérilande";"Mouscoto";"Mouscoto"
"Draïeul";"Tokorico";"Tokorico"
"Noadkoko (Alola)";"Necrozma";"Noadkoko (Alola)"
"Guérilande";"Bamboiselle";"Guérilande"
"Bourrinos";"Concombaffe";"Bourrinos"
"Boumata";"Cancrelove";"Cancrelove"
"Mimiqui";"Lunala";"Lunala"
"Plumeline (Buyo)";"Froussardine (Solitaire)";"Froussardine (Solitaire)"
"Grolem (Alola)";"Sinistrail";"Grolem (Alola)"
"Ossatueur (Alola)";"Draïeul";"Ossatueur (Alola)"
"Bazoucan";"Tarenbulle";"Bazoucan"
"Prédastérie";"Tokorico";"Tokorico"
"Sucreine";"Bamboiselle";"Sucreine"
"Floramantis";"Magearna";"Floramantis"
"Trépassable";"Sinistrail";"Trépassable"
"Lougaroc (Crépusculaire)";"Lampignon";"Lougaroc (Crépusculaire)"
"Sinistrail";"Mouscoto";"Mouscoto"
"Ossatueur (Alola)";"Ekaïser";"Ossatueur (Alola)"
"Rattatac (Alola)";"Dodoala";"Dodoala"
"Rubombelle";"Magearna";"Magearna"
"Guérilande";"Météno (Météore)";"Météno (Météore)"
"Sucreine";"Mouscoto";"Mouscoto"
"Froussardine (Solitaire)";"Necrozma";"Froussardine (Solitaire)"
"Solgaleo";"Cancrelove";"Solgaleo"
"Prédastérie";"Silvallié";"Silvallié"
"Grolem (Alola)";"Lampignon";"Grolem (Alola)"
"Concombaffe";"Cancrelove";"Concombaffe"
"Tarenbulle";"Lunala";"Lunala"
"Lampignon";"Cancrelove";"Cancrelove"
"Solgaleo";"Lunala";"Solgaleo"
"Froussardine (Solitaire)";"Sinistrail";"Froussardine (Solitaire)"
"Concombaffe";"Togedemaru";"Concombaffe"
