Numéro;Nom;Forme;Principale;Génération;Evolue;Sprite;Type.1;Type.2;PV;ATT;DEF;SATT;SDEF;VIT;Talent.1;Talent.2;Talent.3;Talent.caché;Talent.caché.2;Name;Poids;Taille;Taux.de.capture;Reproduction.1;Reproduction.2;Eclosion;Taux.mâles;Gain.exp;Espèce;EV;Sous.évolution;Violet;Team;Interdit;Pokemon
260;Laggron;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/swampert.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Laggron
260;Laggron;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/swampert-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Laggron (Mega)
261;Medhyèna;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/261.png;Ténèbres;;35;55;35;30;30;35;Fuite;Pied Véloce;;Phobique;;Poochyena;13.6;0.5;255;Terrestre;;15;50;Moyennement rapide;Morsure;ATT +1;;TRUE;FALSE;NA;Medhyèna
262;Grahyèna;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/262.png;Ténèbres;;70;90;70;60;60;70;Intimidation;Pied Véloce;;Impudence;;Mightyena;37;1;127;Terrestre;;15;50;Moyennement rapide;Morsure;ATT +2;Medhyèna (Niveau 18);TRUE;FALSE;NA;Grahyèna
263;Zigzaton;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/zigzagoon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Zigzaton
263;Zigzaton;Galar;1;8;TRUE;https://img.pokemondb.net/sprites/home/normal/zigzagoon-galarian.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Zigzaton (Galar)
264;Linéon;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/linoone.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;TRUE;NA;Linéon
264;Linéon;Galar;1;8;TRUE;https://img.pokemondb.net/sprites/home/normal/linoone-galarian.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Linéon (Galar)
265;Chenipotte;;1;3;TRUE;https://img.pokemondb.net/sprites/legends-arceus/normal/wurmple.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Chenipotte
266;Armulys;;1;3;TRUE;https://img.pokemondb.net/sprites/legends-arceus/normal/silcoon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Armulys
267;Charmillon;Mâle;1;3;FALSE;https://img.pokemondb.net/sprites/legends-arceus/normal/beautifly.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmillon (Mâle)
267;Charmillon;Femelle;0;3;FALSE;https://img.pokemondb.net/sprites/legends-arceus/normal/beautifly-f.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmillon (Femelle)
268;Blindalys;;1;3;TRUE;https://img.pokemondb.net/sprites/legends-arceus/normal/cascoon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Blindalys
269;Papinox;Mâle;1;3;FALSE;https://img.pokemondb.net/sprites/legends-arceus/normal/dustox.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Papinox (Mâle)
269;Papinox;Femelle;0;3;FALSE;https://img.pokemondb.net/sprites/legends-arceus/normal/dustox-f.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Papinox (Femelle)
270;Nénupiot;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/270.png;Eau;Plante;40;30;30;40;50;30;Cuvette;Glissade;;Tempo Perso;;Lotad;2.6;0.5;255;Aquatique 1;Végétal;15;50;Moyennement lent;Aquaplante;SDEF +1;;TRUE;FALSE;NA;Nénupiot
271;Lombre;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/271.png;Eau;Plante;60;50;50;60;70;50;Cuvette;Glissade;;Tempo Perso;;Lombre;32.5;1.2;120;Aquatique 1;Végétal;15;50;Moyennement lent;Jovial;SDEF +2;Nénupiot (Niveau 14);TRUE;FALSE;NA;Lombre
272;Ludicolo;Mâle;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/272.png;Eau;Plante;80;70;70;90;100;70;Cuvette;Glissade;;Tempo Perso;;Ludicolo;55;1.5;45;Aquatique 1;Végétal;15;50;Moyennement lent;Insouciant;SDEF +3;Lombre (Mâle, Pierre Eau);TRUE;FALSE;NA;Ludicolo (Mâle)
272;Ludicolo;Femelle;0;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/272-f.png;Eau;Plante;80;70;70;90;100;70;Cuvette;Glissade;;Tempo Perso;;Ludicolo;55;1.5;45;Aquatique 1;Végétal;15;50;Moyennement lent;Insouciant;SDEF +3;Lombre (Femelle, Pierre Eau);TRUE;FALSE;NA;Ludicolo (Femelle)
273;Grainipiot;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/273.png;Plante;;40;40;50;30;30;30;Chlorophylle;Matinal;;Pickpocket;;Seedot;4;0.5;255;Terrestre;Végétal;15;50;Moyennement lent;Gland;DEF +1;;TRUE;FALSE;NA;Grainipiot
274;Pifeuil;Mâle;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/274.png;Plante;Ténèbres;70;70;40;60;40;60;Chlorophylle;Matinal;;Pickpocket;;Nuzleaf;28;1;120;Terrestre;Végétal;15;50;Moyennement lent;Malin;ATT +2;Grainipiot (Mâle, Niveau 14);TRUE;FALSE;NA;Pifeuil (Mâle)
274;Pifeuil;Femelle;0;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/274-f.png;Plante;Ténèbres;70;70;40;60;40;60;Chlorophylle;Matinal;;Pickpocket;;Nuzleaf;28;1;120;Terrestre;Végétal;15;50;Moyennement lent;Malin;ATT +2;Grainipiot (Femelle, Niveau 14);TRUE;FALSE;NA;Pifeuil (Femelle)
275;Tengalice;Mâle;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/275.png;Plante;Ténèbres;90;100;60;90;60;80;Chlorophylle;Aéroporté;;Pickpocket;;Shiftry;59.6;1.3;45;Terrestre;Végétal;15;50;Moyennement lent;Malveillant;ATT +3;Pifeuil (Mâle, Pierre Plante);TRUE;FALSE;NA;Tengalice (Mâle)
275;Tengalice;Femelle;0;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/275-f.png;Plante;Ténèbres;90;100;60;90;60;80;Chlorophylle;Aéroporté;;Pickpocket;;Shiftry;59.6;1.3;45;Terrestre;Végétal;15;50;Moyennement lent;Malveillant;ATT +3;Pifeuil (Femelle, Pierre Plante);TRUE;FALSE;NA;Tengalice (Femelle)
276;Nirondelle;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/taillow.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Nirondelle
277;Hélédelle;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/swellow.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Hélédelle
278;Goélise;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/278.png;Eau;Vol;40;30;30;55;30;85;Hydratation;Regard Vif;;Cuvette;;Wingull;9.5;0.6;190;Aquatique 1;Aérien;20;50;Moyennement rapide;Mouette;VIT +1;;TRUE;FALSE;NA;Goélise
279;Bekipan;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/279.png;Eau;Vol;60;50;100;95;70;65;Crachin;Regard Vif;;Cuvette;;Pelipper;28;1.2;45;Aquatique 1;Aérien;20;50;Moyennement rapide;Oiseaudo;DEF +2;Goélise (Niveau 25);TRUE;FALSE;NA;Bekipan
280;Tarsal;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/280.png;Psy;Fée;28;25;25;45;35;40;Calque;Synchro;;Télépathe;;Ralts;6.6;0.4;235;Amorphe;;20;50;Lent;;SATT +1;;TRUE;FALSE;NA;Tarsal
281;Kirlia;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/281.png;Psy;Fée;35;35;35;65;55;50;Calque;Synchro;;Télépathe;;Kirlia;20.2;0.8;120;Amorphe;;20;50;Lent;;SATT +2;Tarsal (Niveau 20);TRUE;FALSE;NA;Kirlia
282;Gardevoir;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/282.png;Psy;Fée;68;65;65;125;115;80;Calque;Synchro;;Télépathe;;Gardevoir;48.4;1.6;45;Amorphe;;20;50;Lent;;SATT +3;Kirlia (Niveau 30);TRUE;FALSE;NA;Gardevoir
282;Gardevoir;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/gardevoir-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Gardevoir (Mega)
283;Arakdo;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/283.png;Insecte;Eau;40;30;32;50;52;65;Glissade;;;Cuvette;;Surskit;1.7;0.5;200;Aquatique 1;Insectoïde;15;50;Moyennement rapide;;VIT +1;;TRUE;FALSE;NA;Arakdo
284;Maskadra;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/284.png;Insecte;Eau;70;60;62;100;82;80;Intimidation;;;Tension;;Masquerain;3.6;0.8;75;Aquatique 1;Insectoïde;15;50;Moyennement rapide;;SATT +1 / SDEF +1;Arakdo (Niveau 22);TRUE;FALSE;NA;Maskadra
285;Balignon;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/285.png;Plante;;60;40;60;40;60;35;Pose Spore;Soin Poison;;Pied Véloce;;Shroomish;4.5;0.4;255;Féerique;Végétal;15;50;Fluctuant;;PV +1;;TRUE;FALSE;NA;Balignon
286;Chapignon;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/286.png;Plante;Combat;60;130;80;60;60;70;Pose Spore;Soin Poison;;Technicien;;Breloom;39.2;1.2;90;Féerique;Végétal;15;50;Fluctuant;;ATT +2;Balignon (Niveau 23);TRUE;FALSE;NA;Chapignon
287;Parecool;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/287.png;Normal;;60;60;60;35;35;30;Absentéisme;;;;;Slakoth;24;0.8;255;Terrestre;;15;50;Lent;;PV +1;;TRUE;FALSE;NA;Parecool
288;Vigoroth;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/288.png;Normal;;80;80;80;55;55;90;Esprit Vital;;;;;Vigoroth;46.5;1.4;120;Terrestre;;15;50;Lent;;VIT +2;Parecool (Niveau 18);TRUE;FALSE;NA;Vigoroth
289;Monaflèmit;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/289.png;Normal;;100;160;100;95;65;100;Absentéisme;;;;;Slaking;130.5;2;45;Terrestre;;15;50;Lent;;PV +3;Vigoroth (Niveau 36);TRUE;FALSE;NA;Monaflèmit
290;Ningale;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/nincada.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Ningale
291;Ninjask;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/ninjask.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Ninjask
292;Munja;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/shedinja.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Munja
293;Chuchmur;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/whismur.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Chuchmur
294;Ramboum;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/loudred.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Ramboum
295;Brouhabam;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/exploud.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Brouhabam
296;Makuhita;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/296.png;Combat;;72;60;30;20;30;25;Cran;Isograisse;;Sans Limite;;Makuhita;86.4;1;180;Humanoïde;;20;75;Fluctuant;;PV +1;;TRUE;FALSE;NA;Makuhita
297;Hariyama;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/297.png;Combat;;144;120;60;40;60;50;Cran;Isograisse;;Sans Limite;;Hariyama;253.8;2.3;200;Humanoïde;;20;75;Fluctuant;;PV +2;Makuhita (Niveau 24);TRUE;FALSE;NA;Hariyama
298;Azurill;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/298.png;Normal;Fée;50;20;40;20;40;20;Coloforce;Isograisse;;Herbivore;;Azurill;2;0.2;150;Inconnu;;10;25;Rapide;;PV +1;;TRUE;FALSE;NA;Azurill
299;Tarinor;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/299.png;Roche;;30;45;135;45;90;30;Fermeté;Magnépiège;;Force Sable;;Nosepass;97;1;255;Minéral;;20;50;Moyennement rapide;Boussole;DEF +1;;TRUE;FALSE;NA;Tarinor
300;Skitty;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/skitty.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Skitty
301;Delcatty;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/delcatty.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Delcatty
302;Ténéfix;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/302.png;Ténèbres;Spectre;50;75;75;65;65;50;Frein;Regard Vif;;Farceur;;Sableye;11;0.5;45;Humanoïde;;25;50;Moyennement lent;Obscurité;ATT +1 / DEF +1;;TRUE;FALSE;NA;Ténéfix
302;Ténéfix;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/sableye-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Ténéfix (Mega)
303;Mysdibule;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/mawile.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Mysdibule
303;Mysdibule;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/mawile-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Mysdibule (Mega)
304;Galekid;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/aron.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Galekid
305;Galegon;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/lairon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Galegon
306;Galeking;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/aggron.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Galeking
306;Galeking;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/aggron-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Galeking (Mega)
307;Méditikka;Mâle;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/307.png;Combat;Psy;30;40;55;40;55;60;Force Pure;;;Télépathe;;Meditite;11.2;0.6;180;Humanoïde;;20;50;Moyennement rapide;Méditation;VIT +1;;TRUE;FALSE;NA;Méditikka (Mâle)
307;Méditikka;Femelle;0;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/307-f.png;Combat;Psy;30;40;55;40;55;60;Force Pure;;;Télépathe;;Meditite;11.2;0.6;180;Humanoïde;;20;50;Moyennement rapide;Méditation;VIT +1;;TRUE;FALSE;NA;Méditikka (Femelle)
308;Charmina;Mâle;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/308.png;Combat;Psy;60;60;75;60;75;80;Force Pure;;;Télépathe;;Medicham;31.5;1.3;90;Humanoïde;;20;50;Moyennement rapide;Méditation;VIT +2;Méditikka (Mâle, Niveau 37);TRUE;FALSE;NA;Charmina (Mâle)
308;Charmina;Femelle;0;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/308-f.png;Combat;Psy;60;60;75;60;75;80;Force Pure;;;Télépathe;;Medicham;31.5;1.3;90;Humanoïde;;20;50;Moyennement rapide;Méditation;VIT +2;Méditikka (Femelle, Niveau 37);TRUE;FALSE;NA;Charmina (Femelle)
308;Charmina;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/medicham-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmina (Mega)
309;Dynavolt;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/electrike.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Dynavolt
310;Elecsprint;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/manectric.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;TRUE;NA;Elecsprint
310;Elecsprint;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/manectric-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Elecsprint (Mega)
311;Posipi;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/plusle.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Posipi
312;Négapi;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/minun.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Négapi
313;Muciole;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/313.png;Insecte;;65;73;75;47;85;85;Essaim;Lumiattirance;;Farceur;;Volbeat;17.7;0.7;150;Insectoïde;Humanoïde;15;100;Erratique;Luciole;VIT +1;;TRUE;FALSE;NA;Muciole
314;Lumivole;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/314.png;Insecte;;65;47;75;73;85;85;Benêt;Lentiteintée;;Farceur;;Illumise;17.7;0.6;150;Insectoïde;Humanoïde;15;0;Fluctuant;Luciole;VIT +1;;TRUE;FALSE;NA;Lumivole
315;Rosélia;Mâle;0;3;TRUE;https://img.pokemondb.net/sprites/legends-arceus/normal/roselia.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Rosélia (Mâle)
315;Rosélia;Femelle;1;3;TRUE;https://img.pokemondb.net/sprites/legends-arceus/normal/roselia-f.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Rosélia (Femelle)
316;Gloupti;Mâle;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/316.png;Poison;;70;43;53;43;53;40;Glue;Suintement;;Gloutonnerie;;Gulpin;10.3;0.4;225;Amorphe;;20;50;Fluctuant;Estomac;PV +1;;TRUE;FALSE;NA;Gloupti (Mâle)
316;Gloupti;Femelle;0;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/316-f.png;Poison;;70;43;53;43;53;40;Glue;Suintement;;Gloutonnerie;;Gulpin;10.3;0.4;225;Amorphe;;20;50;Fluctuant;Estomac;PV +1;;TRUE;FALSE;NA;Gloupti (Femelle)
317;Avaltout;Mâle;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/317.png;Poison;;100;73;83;73;83;55;Glue;Suintement;;Gloutonnerie;;Swalot;80;1.7;75;Amorphe;;20;50;Fluctuant;Sac Poison;PV +2;Gloupti (Mâle, Niveau 26);TRUE;FALSE;NA;Avaltout (Mâle)
317;Avaltout;Femelle;0;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/317-f.png;Poison;;100;73;83;73;83;55;Glue;Suintement;;Gloutonnerie;;Swalot;80;1.7;75;Amorphe;;20;50;Fluctuant;Sac Poison;PV +2;Gloupti (Femelle, Niveau 26);TRUE;FALSE;NA;Avaltout (Femelle)
318;Carvanha;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/carvanha.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Carvanha
319;Sharpedo;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/sharpedo.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Sharpedo
319;Sharpedo;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/sharpedo-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Sharpedo (Mega)
320;Wailmer;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/wailmer.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Wailmer
321;Wailord;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/wailord.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Wailord
322;Chamallot;Mâle;0;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/322.png;Feu;Sol;60;60;40;65;45;35;Benêt;Simple;;Tempo Perso;;Numel;24;0.7;255;Terrestre;;20;50;Moyennement rapide;Engourdi;SATT +1;;TRUE;FALSE;NA;Chamallot (Mâle)
322;Chamallot;Femelle;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/322-f.png;Feu;Sol;60;60;40;65;45;35;Benêt;Simple;;Tempo Perso;;Numel;24;0.7;255;Terrestre;;20;50;Moyennement rapide;Engourdi;SATT +1;;TRUE;FALSE;NA;Chamallot (Femelle)
323;Camérupt;Mâle;0;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/323.png;Feu;Sol;70;100;70;105;75;40;Armumagma;Solide Roc;;Colérique;;Camerupt;220;1.9;150;Terrestre;;20;50;Moyennement rapide;Eruption;ATT +1 / SATT +1;Chamallot (Mâle, Niveau 33);TRUE;FALSE;NA;Camérupt (Mâle)
323;Camérupt;Femelle;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/323-f.png;Feu;Sol;70;100;70;105;75;40;Armumagma;Solide Roc;;Colérique;;Camerupt;220;1.9;150;Terrestre;;20;50;Moyennement rapide;Eruption;ATT +1 / SATT +1;Chamallot (Femelle, Niveau 33);TRUE;FALSE;NA;Camérupt (Femelle)
323;Camérupt;Mega;0;6;FALSE;https://img.pokemondb.net/sprites/home/normal/camerupt-mega.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Camérupt (Mega)
324;Chartor;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/324.png;Feu;;70;85;140;85;70;20;Ecran Fumée;Sécheresse;;Coque Armure;;Torkoal;80.4;0.5;90;Terrestre;;20;50;Moyennement rapide;Charbon;DEF +2;;TRUE;FALSE;NA;Chartor
325;Spoink;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/325.png;Psy;;60;25;35;70;80;60;Isograisse;Tempo Perso;;Gloutonnerie;;Spoink;30.6;0.7;255;Terrestre;;20;50;Rapide;Rebond;SDEF +1;;TRUE;FALSE;NA;Spoink
326;Groret;;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/326.png;Psy;;80;45;65;90;110;80;Isograisse;Tempo Perso;;Gloutonnerie;;Grumpig;71.5;0.9;60;Terrestre;;20;50;Rapide;Magouilleur;SDEF +2;Spoink (Niveau 32);TRUE;FALSE;NA;Groret
327;Spinda;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/spinda.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Spinda
328;Kraknoix;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/trapinch.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Kraknoix
329;Vibraninf;;1;3;TRUE;https://img.pokemondb.net/sprites/home/normal/vibrava.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Vibraninf
330;Libégon;;1;3;FALSE;https://img.pokemondb.net/sprites/home/normal/flygon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Libégon
331;Cacnea;;1;3;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/331.png;Plante;;50;85;40;85;40;35;Voile Sable;;;Absorb Eau;;Cacnea;51.3;0.4;190;Végétal;Humanoïde;20;50;Moyennement lent;Cactus;SATT +1;;TRUE;FALSE;NA;Cacnea
332;Cacturne;Mâle;0;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/332.png;Plante;Ténèbres;70;115;60;115;60;55;Voile Sable;;;Absorb Eau;;Cacturne;77.4;1.3;60;Végétal;Humanoïde;20;50;Moyennement lent;Epouvantail;ATT +1 / SATT +1;Cacnea (Mâle, Niveau 32);TRUE;FALSE;NA;Cacturne (Mâle)
332;Cacturne;Femelle;1;3;FALSE;https://www.serebii.net/scarletviolet/pokemon/332-f.png;Plante;Ténèbres;70;115;60;115;60;55;Voile Sable;;;Absorb Eau;;Cacturne;77.4;1.3;60;Végétal;Humanoïde;20;50;Moyennement lent;Epouvantail;ATT +1 / SATT +1;Cacnea (Femelle, Niveau 32);TRUE;FALSE;NA;Cacturne (Femelle)
